id,cost,effect,fling_power,internal_name,name,short_effect,text,item_fling_effect_id
610,300,"Used on a party Pokémon
:   Increases the target’s Special Defense effort by 1.",20,clever-wing,精神之羽,Increases Special Defense effort by 1.,"用于宝可梦的道具。
能稍微提高１只宝可梦的
特防的基础点数。",__NULL__
611,300,"Used on a party Pokémon
:   Increases the target’s Speed effort by 1.",20,swift-wing,瞬发之羽,Increases Speed effort by 1.,"用于宝可梦的道具。
能稍微提高１只宝可梦的
速度的基础点数。",__NULL__
612,1000,Vendor trash.,20,pretty-wing,美丽之羽,Sell for 100 Pokédollars.,"仅仅只是漂亮，
没有任何效果，
极其普通的羽毛。",__NULL__
613,7000,Give to a scientist in a museum to receive a tirtouga.,100,cover-fossil,背盖化石,Can be revived into a tirtouga.,"很久以前栖息在海里的
古代宝可梦的化石。
好像是后背的一部分。",__NULL__
614,7000,Give to a scientist in a museum to receive an archen.,100,plume-fossil,羽毛化石,Can be revived into an archen.,"据说是鸟宝可梦的祖先，
古代宝可梦的化石。
好像是翅膀的一部分。",__NULL__
615,0,"Allows passage on the castelia city ship, which leads to liberty garden and victini.",__NULL__,liberty-pass,自由船票,Allows access to Liberty Garden and Victini.,"用于前往自由庭园岛的特殊船票。
可以从飞云市上船。",__NULL__
616,200,Acts as currency to activate Pass Powers in the Entralink.,30,pass-orb,释出之玉,Activates Pass Powers.,"在这块神奇的玉石里，
封存着用于产生
释出之力的合众之力。",__NULL__
617,0,"Can only be used in Entree Forest, to catch Pokémon encountered in the Dream World.

Used in battle
:   Catches a wild Pokémon without fail.",__NULL__,dream-ball,梦境球,Catches Pokémon found in the Dream World.,"在连入之森中，不知何时
出现在包包里的梦中球。
能捉到任何宝可梦。",__NULL__
618,100,"Used in battle
:   Ends a wild battle.  Cannot be used in trainer battles.",30,poke-toy,宝可尾草,Ends a wild battle.,"能吸引宝可梦注意的道具。
在和野生宝可梦的
战斗中绝对可以逃走。",__NULL__
619,0,Stores props for the Pokémon Musical.,__NULL__,prop-case,物品箱,Stores props for the Pokémon Musical.,"漂亮精美的箱子。
可以存放宝可梦出演音乐剧时
用来装扮自己的多种小物件。",__NULL__
675,0,,__NULL__,shiny-charm,闪耀护符,Raises the chance of finding a shiny Pokémon.,"拥有它之后，据说会
更容易遇见发光宝可梦的
神奇闪光护符。",__NULL__
620,0,Only used as a plot point; this item is given to the player and taken away in the same cutscene.,__NULL__,dragon-skull,龙之骨,Return to the museum in Nacrene City.,"据说是能在狂风暴雨的
大海上随意翱翔的宝可梦的头骨。",__NULL__
621,15000,Cult vendor trash.,30,balm-mushroom,芳香蘑菇,Sell to Hungry Maid for 25000 Pokédollars.,"能让附近一带
芳香四溢的珍稀蘑菇。
可以在商店高价出售。",__NULL__
622,40000,Cult vendor trash.,130,big-nugget,巨大金珠,Sell to Ore Collector for 30000 Pokédollars.,"以纯金制成，
闪着金光的大珠子。
可以在商店高价出售。",__NULL__
623,20000,Cult vendor trash.,30,pearl-string,丸子珍珠,Sell to Ore Collector for 25000 Pokédollars.,"散发着美丽银辉
且非常大颗的珍珠。
可以在商店高价出售。",__NULL__
624,25000,Cult vendor trash.,30,comet-shard,彗星碎片,Sell to Ore Collector for 60000 Pokédollars.,"彗星临近时，
掉落到地表上的碎片。
可以在商店高价出售。",__NULL__
625,0,Cult vendor trash.,30,relic-copper,古代铜币,Sell to Villa Owner for 1000 Pokédollars.,"约３０００年前的
文明使用的铜币。",__NULL__
626,0,Cult vendor trash.,30,relic-silver,古代银币,Sell to Villa Owner 5000 Pokédollars.,"约３０００年前的
文明使用的银币。",__NULL__
627,60000,Cult vendor trash.,30,relic-gold,古代金币,Sell to Villa Owner 10000 Pokédollars.,"约３０００年前的
文明使用的金币。",__NULL__
628,0,Cult vendor trash.,30,relic-vase,古代之壶,Sell to Villa Owner 50000 Pokédollars.,"约３０００年前的
文明制造的壶。",__NULL__
629,0,Cult vendor trash.,30,relic-band,古代手镯,Sell to Villa Owner for 100000 Pokédollars.,"约３０００年前的
文明制造的手镯。",__NULL__
630,0,Cult vendor trash.,30,relic-statue,古代石像,Sell to Villa Owner 200000 Pokédollars.,"约３０００年前的
文明制造的石像。",__NULL__
631,0,Cult vendor trash.,30,relic-crown,古代王冠,Sell to Villa Owner for 300000 Pokédollars.,"约３０００年前的
文明制造的王冠。",__NULL__
632,350,"Used on a party Pokémon
:   Cures any status ailment and confusion.",30,casteliacone,飞云冰淇淋,Cures any status ailment and confusion.,"飞云市特产的冰淇淋。
能治愈１只宝可梦的
所有异常状态。",__NULL__
633,0,"Used on a party Pokémon in battle
:   Raises the target’s critical hit rate by two stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,dire-hit-2,要害攻击２,Raises critical hit rate by two stages in battle.  Wonder Launcher only.,"击中要害的几率会提高。
每次使用效果都会提升。
离场后，效果便会消失。",__NULL__
634,0,"Used on a party Pokémon in battle
:   Raises the target’s Speed by two stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-speed-2,速度强化２,Raises Speed by two stages in battle.  Wonder Launcher only.,"能相对提高战斗中
宝可梦的速度。
离场后，效果便会消失。",__NULL__
635,0,"Used on a party Pokémon in battle
:   Raises the target’s Special Attack by two stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-sp-atk-2,特攻强化２,Raises Special Attack by two stages in battle.  Wonder Launcher only.,"能相对提高战斗中
宝可梦的特攻。
离场后，效果便会消失。",__NULL__
636,0,"Used on a party Pokémon in battle
:   Raises the target’s Special Defense by two stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-sp-def-2,特防强化２,Raises Special Defense by two stages in battle.  Wonder Launcher only.,"能相对提高战斗中
宝可梦的特防。
离场后，效果便会消失。",__NULL__
637,0,"Used on a party Pokémon in battle
:   Raises the target’s Defense by two stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-defense-2,防御强化２,Raises Defense by two stages in battle.  Wonder Launcher only.,"能相对提高战斗中
宝可梦的防御。
离场后，效果便会消失。",__NULL__
638,0,"Used on a party Pokémon in battle
:   Raises the target’s Attack by two stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-attack-2,力量强化２,Raises Attack by two stages in battle.  Wonder Launcher only.,"能相对提高战斗中
宝可梦的攻击。
离场后，效果便会消失。",__NULL__
639,0,"Used on a party Pokémon in battle
:   Raises the target’s accuracy by two stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-accuracy-2,命中强化２,Raises accuracy by two stages in battle.  Wonder Launcher only.,"能相对提高战斗中
宝可梦的命中。
离场后，效果便会消失。",__NULL__
640,0,"Used on a party Pokémon in battle
:   Raises the target’s Speed by three stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-speed-3,速度强化３,Raises Speed by three stages in battle.  Wonder Launcher only.,"能大量提高战斗中
宝可梦的速度。
离场后，效果便会消失。",__NULL__
641,0,"Used on a party Pokémon in battle
:   Raises the target’s Special Attack by three stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-sp-atk-3,特攻强化３,Raises Special Attack by three stages in battle.  Wonder Launcher only.,"能大量提高战斗中
宝可梦的特攻。
离场后，效果便会消失。",__NULL__
642,0,"Used on a party Pokémon in battle
:   Raises the target’s Special Defense by three stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-sp-def-3,特防强化３,Raises Special Defense by three stages in battle.  Wonder Launcher only.,"能大量提高战斗中
宝可梦的特防。
离场后，效果便会消失。",__NULL__
643,0,"Used on a party Pokémon in battle
:   Raises the target’s Defense by three stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-defense-3,防御强化３,Raises Defense by three stages in battle.  Wonder Launcher only.,"能大量提高战斗中
宝可梦的防御。
离场后，效果便会消失。",__NULL__
644,0,"Used on a party Pokémon in battle
:   Raises the target’s Attack by three stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-attack-3,力量强化３,Raises Attack by three stages in battle.  Wonder Launcher only.,"能大量提高战斗中
宝可梦的攻击。
离场后，效果便会消失。",__NULL__
645,0,"Used on a party Pokémon in battle
:   Raises the target’s accuracy by three stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-accuracy-3,命中强化３,Raises accuracy by three stages in battle.  Wonder Launcher only.,"能大量提高战斗中
宝可梦的命中。
离场后，效果便会消失。",__NULL__
646,0,"Used on a party Pokémon in battle
:   Raises the target’s Speed by six stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-speed-6,速度强化６,Raises Speed by six stages in battle.  Wonder Launcher only.,"能极大提高战斗中
宝可梦的速度。
离场后，效果便会消失。",__NULL__
647,0,"Used on a party Pokémon in battle
:   Raises the target’s Special Attack by six stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-sp-atk-6,特攻强化６,Raises Special Attack by six stages in battle.  Wonder Launcher only.,"能极大提高战斗中
宝可梦的特攻。
离场后，效果便会消失。",__NULL__
648,0,"Used on a party Pokémon in battle
:   Raises the target’s Special Defense by six stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-sp-def-6,特防强化６,Raises Special Defense by six stages in battle.  Wonder Launcher only.,"能极大提高战斗中
宝可梦的特防。
离场后，效果便会消失。",__NULL__
649,0,"Used on a party Pokémon in battle
:   Raises the target’s Defense by six stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-defense-6,防御强化６,Raises Defense by six stages in battle.  Wonder Launcher only.,"能极大提高战斗中
宝可梦的防御。
离场后，效果便会消失。",__NULL__
650,0,"Used on a party Pokémon in battle
:   Raises the target’s Attack by six stages.

This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-attack-6,力量强化６,Raises Attack by six stages in battle.  Wonder Launcher only.,"能极大提高战斗中
宝可梦的攻击。
离场后，效果便会消失。",__NULL__
651,0,"Used on a party Pokémon in battle
:   Raises the target’s accuracy by six stages.

This item can only be obtained or used via the Wonder Launcher.",__NULL__,x-accuracy-6,命中强化６,Raises accuracy by six stages in battle.  Wonder Launcher only.,"能极大提高战斗中
宝可梦的命中。
离场后，效果便会消失。",__NULL__
652,0,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon’s ability is normally activated by some condition—i.e., is not continuous and passive—its effect is forcibly activated.

This item can only be obtained or used via the Wonder Launcher.",__NULL__,ability-urge,？？？,Forcibly activates a friendly Pokémon’s ability.,"使用后，能令我方
宝可梦的特性启动。",__NULL__
653,0,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon is holding an item, that item is removed for the duration of the battle.

This item can only be obtained or used via the Wonder Launcher.",__NULL__,item-drop,？？？,Forces a friendly Pokémon to drop its held item.,"使用后，能立刻丢弃
我方宝可梦携带的道具。",__NULL__
654,0,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  If that Pokémon is holding an item normally activated by some condition—i.e., not continuous and passive—its effect is forcibly activated.

This item can only be obtained or used via the Wonder Launcher.",__NULL__,item-urge,？？？,Forcibly activates a friendly Pokémon’s held item.,"使用后，能立刻使用
我方宝可梦携带的道具。",__NULL__
655,0,"Used on a party Pokémon in battle
:   Selects another friendly Pokémon at random.  Removes all of that Pokémon’s stat changes.

This item can only be obtained or used via the Wonder Launcher.",__NULL__,reset-urge,？？？,Resets a friendly Pokémon’s stat changes.,"使用后，我方宝可梦的
能力变化将消失。",__NULL__
656,0,"Used on a party Pokémon in battle
:   Raises the target’s critical hit rate by three stages.
This item can only be obtained or used via the Wonder Launcher.",__NULL__,dire-hit-3,要害攻击３,Raises critical hit rate by three stages in battle.  Wonder Launcher only.,"击中要害的几率会大幅提高。
每次使用效果都会提升。
离场后，效果便会消失。",__NULL__
657,0,Summons reshiram for the final battle against N.,__NULL__,light-stone,光明石,Summons Reshiram for the final battle against N.,"莱希拉姆的肉体
毁灭后变成的样子。
据说它在等待着英雄的到来。",__NULL__
658,0,Summons zekrom for the final battle against N.,__NULL__,dark-stone,黑暗石,Summons Zekrom for the final battle against N.,"捷克罗姆的肉体
毁灭后变成的样子。
据说它在等待着英雄的到来。",__NULL__
659,1000,Teaches wild charge to a compatible Pokémon.,__NULL__,tm93,招式学习器９３,Teaches Wild Charge to a compatible Pokémon.,"让电流覆盖全身
撞向对手进行攻击。
自己也会受到少许伤害。",__NULL__
660,10000,Teaches rock smash to a compatible Pokémon.,__NULL__,tm94,招式学习器９４,Teaches Rock Smash to a compatible Pokémon.,"利用大浪
攻击自己周围所有的宝可梦。",__NULL__
661,1000,Teaches snarl to a compatible Pokémon.,__NULL__,tm95,招式学习器９５,Teaches Snarl to a compatible Pokémon.,"没完没了地大声斥责，
从而降低对手的特攻。",__NULL__
662,0,"Makes four-way video calls.  Used for plot advancement in-game, but also works with other players via the C-Gear.",__NULL__,xtransceiver,即时通讯器,Makes four-way video calls.,"带摄像头功能，
最多能让４人进行通话的
最新型对讲机。",__NULL__
663,0,Unknown.  Currently unused.,__NULL__,god-stone,god stone,Unknown.  Currently unused.,A rare stone.,__NULL__
664,0,"Give to the wingull on unova route 13, along with gram 2 and gram 3, to receive tm89.",__NULL__,gram-1,配送物品１,Part of a sidequest to obtain tm89.,"长翅鸥投递的
重要信件。",__NULL__
665,0,"Give to the wingull on unova route 13, along with gram 1 and gram 3, to receive tm89.",__NULL__,gram-2,配送物品２,Part of a sidequest to obtain tm89.,"长翅鸥投递的
重要信件。",__NULL__
666,0,"Give to the wingull on unova route 13, along with gram 1 and gram 2, to receive tm89.",__NULL__,gram-3,配送物品３,Part of a sidequest to obtain tm89.,"长翅鸥投递的
重要信件。",__NULL__
668,200,"Held
:   When the holder uses a damaging dragon-type move, the move has 1.5× power and this item is consumed.",__NULL__,dragon-gem,龙之宝石,"Held: When the holder uses a damaging dragon-type move, the move has 1.5× power and this item is consumed.","龙属性的宝石。
携带后，龙属性的
招式威力仅会增强１次。",__NULL__
669,4000,"Held
:   When the holder uses a damaging normal-type move, the move has 1.5× power and this item is consumed.",__NULL__,normal-gem,一般宝石,"Held: When the holder uses a damaging normal-type move, the move has 1.5× power and this item is consumed.","一般属性的宝石。
携带后，一般属性的
招式威力仅会增强１次。",__NULL__
670,0,,__NULL__,medal-box,奖牌盒,Holds medals recieved in the medal rally.,"可以放入获得的奖牌，
并记录奖牌信息的箱形机器。",__NULL__
671,0,,__NULL__,dna-splicers,基因之楔,"Fuses Kyurem with Reshiram or Zekrom, or splits them apart again.","据说是能让原本为一体的
酋雷姆和某宝可梦
合体的一对楔子。",__NULL__
673,0,,__NULL__,permit,许可证,Grants access to the Nature Preserve.,"只有极少数人才知道的，
进入自然保护区所需的授权卡。",__NULL__
674,0,,__NULL__,oval-charm,圆形护符,Doubles the chance of two Pokémon producing an egg at the daycare every 255 steps.,"拥有它之后，在寄放屋里
会更容易找到蛋的
神奇浑圆护符。",__NULL__
1027,600,__NULL__,30,lone-earring,一边的耳环,__NULL__,某人遗失的单只耳环。,__NULL__
677,0,,__NULL__,grubby-hanky,脏手帕,Appears in the Café Warehouse on Sunday; return to the customer with a Patrat on Thursday.,"七宝市仓库咖啡馆的
熟客遗失的手帕。
隐约有着宝可梦的香气。",__NULL__
678,0,,__NULL__,colress-machine,阿克罗玛机器,Wakes up the Crustle blocking the way in Seaside Cave.,"能强行让宝可梦的能力
觉醒的特殊装置。
但由于是试制品，功能尚未完善。",__NULL__
679,0,,__NULL__,dropped-item,遗忘物,Returned to Curtis or Yancy as part of a sidequest.,"在雷文市的游乐园里
捡到的即时通讯器。
失主好像是个男孩子。",__NULL__
681,0,,__NULL__,reveal-glass,现形镜,"Switches Tornadus, Thundurus, and Landorus between Incarnate and Therian Forme.","能够通过照出真实，
让宝可梦变回原来
样子的神奇镜子。",__NULL__
682,1000,"Held: When the holder is hit by a super effective move, its Attack and Special Attack raise by two stages.",80,weakness-policy,弱点保险,"Held: When the holder is hit by a super effective move, its Attack and Special Attack raise by two stages.","被针对弱点时，
攻击和特攻就会大幅提高。",__NULL__
683,1000,Raises the holder’s Special Defense to 1.5×.  Prevents the holder from selecting a status move.,80,assault-vest,突击背心,Raises the holder’s Special Defense to 1.5×.  Prevents the holder from selecting a status move.,"会变得富有攻击性的背心。
虽然携带后特防会提高，
但会无法使出变化招式。",__NULL__
684,1000,Held: Fairy-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Fairy.,90,pixie-plate,妖精石板,Held: Fairy-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Fairy.,"妖精属性的石板。
携带后，妖精属性的
招式威力就会增强。",__NULL__
685,10000,Switches a Pokémon between its two possible (non-Hidden) Abilities.,__NULL__,ability-capsule,特性胶囊,Switches a Pokémon between its two possible (non-Hidden) Abilities.,"如果用于有着２种特性的宝可梦，
就能令其现有特性变为另一种的胶囊。",__NULL__
686,2000,Traded on a Swirlix: Holder evolves into Slurpuff.,80,whipped-dream,泡沫奶油,Traded on a Swirlix: Holder evolves into Slurpuff.,"松松软软起着泡的，
稍微有点甜的奶油。
某种宝可梦很喜欢它。",__NULL__
687,2000,Traded on a Spritzee: Holder evolves into Aromatisse.,80,sachet,香袋,Traded on a Spritzee: Holder evolves into Aromatisse.,"装着散发微浓香气的
香料的袋子。
某种宝可梦很喜欢它。",__NULL__
688,4000,"Held: If the holder is hit by a damaging Water move, it consumes this item and raises its Special Defense by one stage.",30,luminous-moss,光苔,"Held: If the holder is hit by a damaging Water move, raises its Special Defense by one stage.","一次性使用的光苔。
携带它的宝可梦如果受到水属性
招式攻击，特防就会提高。",__NULL__
689,4000,"Held: If the holder is hit by a damaging Ice move, raises its Attack by one stage.",30,snowball,雪球,"Held: If the holder is hit by a damaging Ice move, raises its Attack by one stage.","一次性使用的雪球。
携带它的宝可梦如果受到冰属性
招式攻击，攻击就会提高。",__NULL__
690,4000,Held: Prevents damage from powder moves and the damage from Hail and Sandstorm.,80,safety-goggles,防尘护目镜,Held: Prevents damage from powder moves and the damage from Hail and Sandstorm.,"不单是天气造成的伤害，
就连粉末类招式的效果
也能防御的护目镜。",__NULL__
691,200,Increases the total number of Berries by 2.,30,rich-mulch,硕果肥,Increases the total number of Berries by 2.,"培育树果时的肥料。
但完全不适合丰缘地区的土壤，
所以没什么效果。",__NULL__
692,200,Increases the chance of Berry mutation.,30,surprise-mulch,吃惊肥,Increases the chance of Berry mutation.,"培育树果时的肥料。
但完全不适合丰缘地区的土壤，
所以没什么效果。",__NULL__
693,200,Causes soil to dry out in 4 hours.,30,boost-mulch,劲劲肥,Causes soil to dry out in 4 hours.,"培育树果时的肥料。
但完全不适合丰缘地区的土壤，
所以没什么效果。",__NULL__
694,200,"Increases the total number of Berries by 2, increases the chance of Berry mutation, and causes soil to dry out in 4 hours.",30,amaze-mulch,超效肥,"Increases the total number of Berries by 2, increases the chance of Berry mutation, and causes soil to dry out in 4 hours.","培育树果时的肥料。
但完全不适合丰缘地区的土壤，
所以没什么效果。",__NULL__
695,0,Held: Allows Gengar to Mega Evolve into Mega Gengar.,80,gengarite,耿鬼进化石,Held: Allows Gengar to Mega Evolve into Mega Gengar.,"让耿鬼携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
696,0,Held: Allows Gardevoir to Mega Evolve into Mega Gardevoir.,80,gardevoirite,沙奈朵进化石,Held: Allows Gardevoir to Mega Evolve into Mega Gardevoir.,"让沙奈朵携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
697,0,Held: Allows Ampharos to Mega Evolve into Mega Ampharos.,80,ampharosite,电龙进化石,Held: Allows Ampharos to Mega Evolve into Mega Ampharos.,"让电龙携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
698,0,Held: Allows Venusaur to Mega Evolve into Mega Venusaur.,80,venusaurite,妙蛙花进化石,Held: Allows Venusaur to Mega Evolve into Mega Venusaur.,"让妙蛙花携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
699,0,Held: Allows Charizard to Mega Evolve into Mega Charizard X.,80,charizardite-x,喷火龙进化石Ｘ,Held: Allows Charizard to Mega Evolve into Mega Charizard X.,"让喷火龙携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
700,0,Held: Allows Blastoise to Mega Evolve into Mega Blastoise.,80,blastoisinite,水箭龟进化石,Held: Allows Blastoise to Mega Evolve into Mega Blastoise.,"让水箭龟携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
701,0,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo X.,80,mewtwonite-x,超梦进化石Ｘ,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo X.,"让超梦携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
702,0,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo Y.,80,mewtwonite-y,超梦进化石Ｙ,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo Y.,"让超梦携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
703,0,Held: Allows Blaziken to Mega Evolve into Mega Blaziken.,80,blazikenite,火焰鸡进化石,Held: Allows Blaziken to Mega Evolve into Mega Blaziken.,"让火焰鸡携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
704,0,Held: Allows Medicham to Mega Evolve into Mega Medicham.,80,medichamite,恰雷姆进化石,Held: Allows Medicham to Mega Evolve into Mega Medicham.,"让恰雷姆携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
2215,0,__NULL__,__NULL__,tm226,TM226,__NULL__,__NULL__,__NULL__
705,0,Held: Allows Houndoom to Mega Evolve into Mega Houndoom.,80,houndoominite,黑鲁加进化石,Held: Allows Houndoom to Mega Evolve into Mega Houndoom.,"让黑鲁加携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
706,0,Held: Allows Aggron to Mega Evolve into Mega Aggron.,80,aggronite,波士可多拉进化石,Held: Allows Aggron to Mega Evolve into Mega Aggron.,"让波士可多拉携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
707,0,Held: Allows Banette to Mega Evolve into Mega Banette.,80,banettite,诅咒娃娃进化石,Held: Allows Banette to Mega Evolve into Mega Banette.,"让诅咒娃娃携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
708,0,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.,80,tyranitarite,班基拉斯进化石,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.,"让班基拉斯携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
709,0,Held: Allows Scizor to Mega Evolve into Mega Scizor.,80,scizorite,巨钳螳螂进化石,Held: Allows Scizor to Mega Evolve into Mega Scizor.,"让巨钳螳螂携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
710,0,Held: Allows Pinsir to Mega Evolve into Mega Pinsir.,80,pinsirite,凯罗斯进化石,Held: Allows Pinsir to Mega Evolve into Mega Pinsir.,"让凯罗斯携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
711,0,Held: Allows Aerodactyl to Mega Evolve into Mega Aerodactyl.,80,aerodactylite,化石翼龙进化石,Held: Allows Aerodactyl to Mega Evolve into Mega Aerodactyl.,"让化石翼龙携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
712,0,Held: Allows Lucario to Mega Evolve into Mega Lucario.,80,lucarionite,路卡利欧进化石,Held: Allows Lucario to Mega Evolve into Mega Lucario.,"让路卡利欧携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
713,0,Held: Allows Abomasnow to Mega Evolve into Mega Abomasnow.,80,abomasite,暴雪王进化石,Held: Allows Abomasnow to Mega Evolve into Mega Abomasnow.,"让暴雪王携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
714,0,Held: Allows Kangaskhan to Mega Evolve into Mega Kangaskhan.,80,kangaskhanite,袋兽进化石,Held: Allows Kangaskhan to Mega Evolve into Mega Kangaskhan.,"让袋兽携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
715,0,Held: Allows Gyarados to Mega Evolve into Mega Gyarados.,80,gyaradosite,暴鲤龙进化石,Held: Allows Gyarados to Mega Evolve into Mega Gyarados.,"让暴鲤龙携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
716,0,Held: Allows Absol to Mega Evolve into Mega Absol.,80,absolite,阿勃梭鲁进化石,Held: Allows Absol to Mega Evolve into Mega Absol.,"让阿勃梭鲁携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
717,0,Held: Allows Charizard to Mega Evolve into Mega Charizard Y.,80,charizardite-y,喷火龙进化石Ｙ,Held: Allows Charizard to Mega Evolve into Mega Charizard Y.,"让喷火龙携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
718,0,Held: Allows Alakazam to Mega Evolve into Mega Alakazam.,80,alakazite,胡地进化石,Held: Allows Alakazam to Mega Evolve into Mega Alakazam.,"能在战斗时让胡地
进行超级进化的
一种神奇超级石。",__NULL__
719,0,Held: Allows Heracross to Mega Evolve into Mega Heracross.,80,heracronite,赫拉克罗斯进化石,Held: Allows Heracross to Mega Evolve into Mega Heracross.,"让赫拉克罗斯携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
720,0,Held: Allows Mawile to Mega Evolve into Mega Mawile.,80,mawilite,大嘴娃进化石,Held: Allows Mawile to Mega Evolve into Mega Mawile.,"让大嘴娃携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
721,0,Held: Allows Manectric to Mega Evolve into Mega Manectric.,80,manectite,雷电兽进化石,Held: Allows Manectric to Mega Evolve into Mega Manectric.,"让雷电兽携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
722,0,Held: Allows Garchomp to Mega Evolve into Mega Garchomp.,80,garchompite,烈咬陆鲨进化石,Held: Allows Garchomp to Mega Evolve into Mega Garchomp.,"让烈咬陆鲨携带后，
在战斗时就能进行超级进化的
一种神奇超级石。",__NULL__
723,80,Held: Consumed when struck by a super-effective Fairy-type attack to halve the damage.,10,roseli-berry,洛玫果,Held: Consumed when struck by a super-effective Fairy-type attack to halve the damage.,"让宝可梦携带后，
在受到效果绝佳的妖精属性招式
攻击时，能令其威力减弱。",__NULL__
724,80,"Held: When the holder is hit by a physical move, increases its Defense by one stage.",10,kee-berry,亚开果,"Held: When the holder is hit by a physical move, increases its Defense by one stage.","让宝可梦携带后，
在受到物理招式攻击时，
自己的防御就会提高。",3
725,80,"Held: When the holder is hit by a special move, increases its Special Defense by one stage.",10,maranga-berry,香罗果,"Held: When the holder is hit by a special move, increases its Special Defense by one stage.","让宝可梦携带后，
在受到特殊招式攻击时，
自己的特防就会提高。",3
726,20,Can be used at a boutique for a 50% discount.  Consumed once used.,10,discount-coupon,折价券,Can be used at a boutique for a 50% discount.  Consumed once used.,"在时装店买道具时，
能以比平时更低的
价格购买的券。",__NULL__
727,3000,Vendor trash.,30,strange-souvenir,神秘摆设,Vendor trash.,"在阿罗拉地区，据说是模仿
古时候被称为守护神的
神奇宝可梦而制作的摆设。",__NULL__
728,350,Cures all major status ailments and confusion.,30,lumiose-galette,密阿雷格雷派饼,Cures all major status ailments and confusion.,"在密阿雷市很受欢迎的点心。
能治愈１只宝可梦的
所有异常状态。",__NULL__
729,7000,Can be revived into a Tyrunt.,100,jaw-fossil,颚之化石,Can be revived into a Tyrunt.,"很久以前生活在地上的
古代宝可梦的化石。
好像是很大的颚的一部分。",__NULL__
730,7000,Can be revived into an Amaura.,100,sail-fossil,鳍之化石,Can be revived into an Amaura.,"很久以前生活在地上的
古代宝可梦的化石。
好像是头鳍的一部分。",__NULL__
