id,accuracy,ailment_chance,crit_rate,drain,effect,effect_chance,flinch_chance,healing,internal_name,max_hits,max_turns,min_hits,min_turns,name,power,pp,priority,short_effect,stat_chance,text,move_ailment_id,move_category_id,move_damage_class_id,move_target_id,type_id
354,90,0,0,0,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",100,0,0,psycho-boost,__NULL__,__NULL__,__NULL__,__NULL__,精神突进,140,5,0,Lowers the user’s Special Attack by two stages after inflicting damage.,100,"使出全部力量攻击对手。
使用之后会因为反作用力，
自己的特攻大幅降低。",0,7,3,10,14
355,__NULL__,0,0,0,"Heals the user for half its max HP.  If the user is flying, its flying type is ignored until the end of this turn.",__NULL__,0,50,roost,__NULL__,__NULL__,__NULL__,__NULL__,羽栖,__NULL__,5,0,Heals the user by half its max HP.,0,"降到地面，使身体休息。
回复自己最大ＨＰ的一半。",0,3,1,7,3
370,100,0,0,0,"Inflicts regular damage, then lowers the user’s Defense and Special Defense by one stage each.",100,0,0,close-combat,__NULL__,__NULL__,__NULL__,__NULL__,近身战,120,5,0,Lowers the user’s Defense and Special Defense by one stage after inflicting damage.,100,"放弃守护，
向对手的怀里突击。
自己的防御和特防会降低。",0,7,2,10,2
356,__NULL__,0,0,0,"For five turns (including this one), all immunities to ground moves are disabled.  For the duration of this effect, the evasion of every Pokémon on the field is lowered by two stages.  Cancels the effects of bounce, fly, and sky drop.

Specifically, flying Pokémon and those with levitate or that have used magnet rise are no longer immune to ground attacks, arena trap, spikes, or toxic spikes.

bounce, fly, sky drop, high jump kick, jump kick, and splash cannot be used while this move is in effect.

*Bug*: If this move is used during a double or triple battle while Pokémon are under the effect of sky drop, Sky Drop’s effect is not correctly canceled on its target, and it remains high in the air indefinitely.  As Sky Drop prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",__NULL__,0,0,gravity,__NULL__,__NULL__,__NULL__,__NULL__,重力,__NULL__,5,0,Disables moves and immunities that involve flying or levitating for five turns.,0,"在５回合内，飘浮特性和飞行属性的
宝可梦会被地面属性的招式击中。
飞向空中的招式也将无法使用。",0,10,1,12,14
357,__NULL__,0,0,0,Resets the target’s evasion to normal and prevents any further boosting until the target leaves the field.  A dark Pokémon under this effect takes normal damage from psychic moves.  This move itself ignores accuracy and evasion modifiers.,__NULL__,0,0,miracle-eye,__NULL__,__NULL__,__NULL__,__NULL__,奇迹之眼,__NULL__,40,0,"Forces the target to have no evasion, and allows it to be hit by Psychic moves even if it’s Dark.",0,"对恶属性宝可梦没有效果的招式
以及闪避率高的对手，
使用后变得能够打中。",17,1,1,10,14
358,100,0,0,0,"Inflicts regular damage.  If the target is sleeping, this move has double power, and the target wakes up.",__NULL__,0,0,wake-up-slap,__NULL__,__NULL__,__NULL__,__NULL__,唤醒巴掌,70,10,0,"If the target is asleep, has double power and wakes it up.",0,"给予睡眠状态下的对手较大的伤害。
但相反对手会从睡眠中醒过来。",0,0,2,10,2
359,90,0,0,0,"Inflicts regular damage, then lowers the user’s Speed by one stage.",100,0,0,hammer-arm,__NULL__,__NULL__,__NULL__,__NULL__,臂锤,100,10,0,Lowers user’s Speed by one stage.,100,"挥舞强力而沉重的拳头，
给予对手伤害。
自己的速度会降低。",0,7,2,10,2
360,100,0,0,0,"Inflicts regular damage.  Power increases with the target’s current Speed compared to the user, given by `1 + 25 * target Speed / user Speed`, capped at 150.",__NULL__,0,0,gyro-ball,__NULL__,__NULL__,__NULL__,__NULL__,陀螺球,__NULL__,5,0,"Power raises when the user has lower Speed, up to a maximum of 150.",0,"让身体高速旋转并撞击对手。
速度比对手越慢，威力越大。",0,0,2,10,9
361,__NULL__,0,0,0,"User faints.  Its replacement’s HP is fully restored, and any major status effect is removed.  If the replacement Pokémon is immediately fainted by a switch-in effect, the next replacement is healed by this move instead.",__NULL__,0,0,healing-wish,__NULL__,__NULL__,__NULL__,__NULL__,治愈之愿,__NULL__,10,0,User faints.  Its replacement has its HP fully restored and any major status effect removed.,0,"虽然自己陷入濒死，
但可以治愈后备上场的
宝可梦的异常状态以及回复ＨＰ。",0,13,1,7,14
362,100,0,0,0,"Inflicts regular damage.  If the target has less than half its max HP remaining, this move has double power.",__NULL__,0,0,brine,__NULL__,__NULL__,__NULL__,__NULL__,盐水,65,10,0,Has double power against Pokémon that have less than half their max HP remaining.,0,"当对手的ＨＰ
负伤到一半左右时，
招式威力会变成２倍。",0,0,3,10,11
363,100,0,0,0,"Inflicts regular damage.  Power and type are determined by the user’s held berry.  The berry is consumed.  If the user is not holding a berry, this move will fail.",__NULL__,0,0,natural-gift,__NULL__,__NULL__,__NULL__,__NULL__,自然之恩,__NULL__,15,0,Power and type depend on the held berry.,0,"从树果上获得力量进行攻击。
根据携带的树果，
招式属性和威力会改变。",0,0,2,10,1
364,100,0,0,0,"Inflicts regular damage.  Removes the effects of detect or protect from the target before hitting.

This move cannot be copied by mirror move, nor selected by assist or metronome.",__NULL__,0,0,feint,__NULL__,__NULL__,__NULL__,__NULL__,佯攻,30,10,2,Hits through Protect and Detect.,0,"能够攻击正在使用
守住或看穿等招式的对手。
解除其守护效果。",0,0,2,10,1
365,100,0,0,0,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move’s damage, it will do so, and will not be stolen.",__NULL__,0,0,pluck,__NULL__,__NULL__,__NULL__,__NULL__,啄食,60,20,0,"If target has a berry, inflicts double damage and uses the berry.",0,"用喙进行攻击。
当对手携带树果时，
可以食用并获得其效果。",0,0,2,10,3
366,__NULL__,0,0,0,"For the next three turns, all Pokémon on the user’s side of the field have their original Speed doubled.  This effect remains if the user leaves the field.",__NULL__,0,0,tailwind,__NULL__,__NULL__,__NULL__,__NULL__,顺风,__NULL__,15,0,"For three turns, friendly Pokémon have doubled Speed.",0,"刮起猛烈的旋风，
在４回合内
提高我方全员的速度。",0,11,1,4,3
367,__NULL__,0,0,0,"Raises one of the target’s stats by two stages.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible, this move will fail.

If the target has a substitute, this move will have no effect, even if the user is the target.

This move cannot be copied by mirror move.",__NULL__,0,0,acupressure,__NULL__,__NULL__,__NULL__,__NULL__,点穴,__NULL__,30,0,Raises one of a friendly Pokémon’s stats at random by two stages.,0,"通过点穴
让身体舒筋活络。
大幅提高某１项能力。",0,13,1,5,1
368,100,0,0,0,"Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.",__NULL__,0,0,metal-burst,__NULL__,__NULL__,__NULL__,__NULL__,金属爆炸,__NULL__,10,0,Strikes back at the last Pokémon to hit the user this turn with 1.5× the damage.,0,"使出招式前，
将最后受到的招式的伤害
大力返还给对手。",0,0,2,1,9
369,100,0,0,0,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user’s trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain’s effect will end.",__NULL__,0,0,u-turn,__NULL__,__NULL__,__NULL__,__NULL__,急速折返,70,20,0,User must switch out after attacking.,0,"在攻击之后急速返回，
和后备宝可梦进行替换。",0,0,2,10,7
371,100,0,0,0,"Inflicts regular damage.  If the target uses a move or switches out this turn before this move is used, this move has double power.",__NULL__,0,0,payback,__NULL__,__NULL__,__NULL__,__NULL__,以牙还牙,50,10,0,Power is doubled if the target has already moved this turn.,0,"蓄力攻击。
如果能在对手之后攻击，
招式的威力会变成２倍。",0,0,2,10,17
372,100,0,0,0,"Inflicts regular damage.  If the target takes damage this turn for any reason before this move is used, this move has double power.",__NULL__,0,0,assurance,__NULL__,__NULL__,__NULL__,__NULL__,恶意追击,60,10,0,Power is doubled if the target has already received damage this turn.,0,"如果此回合内对手
已经受到伤害的话，
招式威力会变成２倍。",0,0,2,10,17
373,100,0,0,0,"Target cannot use its held item for five turns.  If the target leaves the field, this effect ends.

If a Pokémon under this effect uses bug bite or pluck on a Pokémon holding a berry, the berry is destroyed but not used.  If a Pokémon under this effect uses fling, it will fail.

This effect is passed by baton pass.",__NULL__,0,0,embargo,__NULL__,5,__NULL__,5,查封,__NULL__,15,0,Target cannot use held items.,0,"让对手在５回合内不能使用
宝可梦携带的道具。训练家也
不能给那只宝可梦使用道具。",19,1,1,10,17
374,100,0,0,0,"Inflicts regular damage.  Power and type are determined by the user’s held item.  The item is consumed.  If the user is not holding an item, or its item has no set type and power, this move will fail.

This move ignores sticky hold.

If the user is under the effect of embargo, this move will fail.",__NULL__,0,0,fling,__NULL__,__NULL__,__NULL__,__NULL__,投掷,__NULL__,10,0,Throws held item at the target; power depends on the item.,0,"快速投掷携带的道具进行攻击。
根据道具不同，
威力和效果会改变。",0,0,2,10,17
375,100,0,0,0,"If the user has a major status effect and the target does not, the user’s status is transferred to the target.",__NULL__,0,0,psycho-shift,__NULL__,__NULL__,__NULL__,__NULL__,精神转移,__NULL__,10,0,Transfers the user’s major status effect to the target.,0,"利用超能力施以暗示，
从而将自己受到的异常状态
转移给对手。",0,13,1,10,14
376,__NULL__,0,0,0,"Inflicts regular damage.  Power is determined by the PP remaining for this move, after its PP cost is deducted.  Ignores accuracy and evasion modifiers.

PP remaining | Power
------------ | ----:
4 or more    |    40
3            |    50
2            |    60
1            |    80
0            |   200

If this move is activated by another move, the activating move’s PP is used to calculate power.",__NULL__,0,0,trump-card,__NULL__,__NULL__,__NULL__,__NULL__,王牌,__NULL__,5,0,"Power increases when this move has less PP, up to a maximum of 200.",0,"王牌招式的
剩余ＰＰ越少，
招式的威力越大。",0,0,3,10,1
377,100,0,0,0,"For the next five turns, the target may not use any moves that only restore HP, and move effects that heal the target are disabled.  Moves that steal HP may still be used, but will only inflict damage and not heal the target.",__NULL__,0,0,heal-block,__NULL__,5,__NULL__,5,回复封锁,__NULL__,15,0,Prevents target from restoring its HP for five turns.,0,"在５回合内
无法通过招式、特性或
携带的道具来回复ＨＰ。",15,1,1,11,14
378,100,0,0,0,"Inflicts regular damage.  Power directly relates to the target’s relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",__NULL__,0,0,wring-out,__NULL__,__NULL__,__NULL__,__NULL__,绞紧,__NULL__,5,0,"Power increases against targets with more HP remaining, up to a maximum of 121 power.",0,"用力勒紧对手进行攻击。
对手的ＨＰ越多，
威力越大。",0,0,3,10,1
379,__NULL__,0,0,0,"The user’s original Attack and Defense are swapped.

This effect is passed on by baton pass.",__NULL__,0,0,power-trick,__NULL__,__NULL__,__NULL__,__NULL__,力量戏法,__NULL__,10,0,User swaps Attack and Defense.,0,"利用超能力交换
自己的攻击和
防御的力量。",0,13,1,7,14
380,100,0,0,0,"The target’s ability is disabled as long as it remains on the field.

This effect is passed on by baton pass.",__NULL__,0,0,gastro-acid,__NULL__,__NULL__,__NULL__,__NULL__,胃液,__NULL__,10,0,Nullifies target’s ability until it leaves battle.,0,"将胃液吐向对手的身体。
沾上的胃液会消除
对手的特性效果。",0,13,1,10,4
381,__NULL__,0,0,0,"For five turns, opposing Pokémon cannot score critical hits.",__NULL__,0,0,lucky-chant,__NULL__,__NULL__,__NULL__,__NULL__,幸运咒语,__NULL__,30,0,Prevents the target from scoring critical hits for five turns.,0,"向天许愿，
从而在５回合内不会
被对手的攻击打中要害。",0,11,1,4,1
382,__NULL__,0,0,0,"If the target has selected a damaging move this turn, the user will copy that move and use it against the target, with a 50% increase in power.

If the target moves before the user, this move will fail.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",__NULL__,0,0,me-first,__NULL__,__NULL__,__NULL__,__NULL__,抢先一步,__NULL__,20,0,"Uses the target’s move against it before it attacks, with power increased by half.",0,"提高威力，抢先使出
对手想要使出的招式。
如果不先使出则会失败。",0,0,1,2,1
383,__NULL__,0,0,0,"Uses the last move that was used successfully by any Pokémon, including the user.

This move cannot copy itself, nor roar nor whirlwind.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",__NULL__,0,0,copycat,__NULL__,__NULL__,__NULL__,__NULL__,仿效,__NULL__,20,0,Uses the target’s last used move.,0,"模仿对手刚才使出的招式，
并使出相同招式。
如果对手还没出招则会失败。",0,13,1,7,1
384,__NULL__,0,0,0,User swaps its Attack and Special Attack stat modifiers modifiers with the target.,__NULL__,0,0,power-swap,__NULL__,__NULL__,__NULL__,__NULL__,力量互换,__NULL__,10,0,User swaps Attack and Special Attack changes with the target.,0,"利用超能力互换
自己和对手的攻击
以及特攻的能力变化。",0,13,1,10,14
385,__NULL__,0,0,0,User swaps its Defense and Special Defense modifiers with the target.,__NULL__,0,0,guard-swap,__NULL__,__NULL__,__NULL__,__NULL__,防守互换,__NULL__,10,0,User swaps Defense and Special Defense changes with the target.,0,"利用超能力互换
自己和对手的防御
以及特防的能力变化。",0,13,1,10,14
386,100,0,0,0,"Inflicts regular damage.  Power starts at 60 and is increased by 20 for every stage any of the target’s stats has been raised, capping at 200.  Accuracy and evasion modifiers do not increase this move’s power.",__NULL__,0,0,punishment,__NULL__,__NULL__,__NULL__,__NULL__,惩罚,__NULL__,5,0,"Power increases against targets with more raised stats, up to a maximum of 200.",0,"根据能力变化，
对手提高的力量越大，
招式的威力越大。",0,0,2,10,17
387,100,0,0,0,"Inflicts regular damage.  This move can only be used if each of the user’s other moves has been used at least once since the user entered the field.  If this is the user’s only move, this move will fail.",__NULL__,0,0,last-resort,__NULL__,__NULL__,__NULL__,__NULL__,珍藏,140,5,0,Can only be used after all of the user’s other moves have been used.,0,"当战斗中已学会的招式
全部使用过后，
才能开始使出珍藏的招式。",0,0,2,10,1
388,100,0,0,0,"Changes the target’s ability to insomnia.

If the target’s ability is truant or multitype, this move will fail.",__NULL__,0,0,worry-seed,__NULL__,__NULL__,__NULL__,__NULL__,烦恼种子,__NULL__,10,0,Changes the target’s ability to Insomnia.,0,"种植心神不宁的种子。
使对手不能入眠，
并将特性变成不眠。",0,13,1,10,12
389,100,0,0,0,"Inflicts regular damage.  If the target has not selected a damaging move this turn, or if the target has already acted this turn, this move will fail.

This move is not affected by iron fist.",__NULL__,0,0,sucker-punch,__NULL__,__NULL__,__NULL__,__NULL__,突袭,70,5,1,Only works if the target is about to use a damaging move.,0,"可以比对手先攻击。
对手使出的招式
如果不是攻击招式则会失败。",0,0,2,10,17
390,__NULL__,0,0,0,"Scatters poisoned spikes around the opposing field, which poison opposing Pokémon that enter the field.  A second layer of these spikes may be laid down, in which case Pokémon will be badly poisoned instead.  Pokémon immune to either ground moves or being poisoned are immune to this effect.  Pokémon otherwise immune to ground moves are affected during gravity.

If a poison Pokémon not immune to ground moves enters a field covered with poisoned spikes, the spikes are removed.

rapid spin will remove this effect from its user’s side of the field.  defog will remove this effect from its target’s side of the field.

This move does not trigger synchronize, unless the Pokémon with synchronize was forced to enter the field by another effect such as roar.

Pokémon entering the field due to baton pass are not affected by this effect.",__NULL__,0,0,toxic-spikes,__NULL__,__NULL__,__NULL__,__NULL__,毒菱,__NULL__,20,0,"Scatters poisoned spikes, poisoning opposing Pokémon that switch in.",0,"在对手的脚下撒毒菱。
使对手替换出场的宝可梦中毒。",0,11,1,6,4
391,__NULL__,0,0,0,User swaps its stat modifiers with the target.,__NULL__,0,0,heart-swap,__NULL__,__NULL__,__NULL__,__NULL__,心灵互换,__NULL__,10,0,User and target swap stat changes.,0,"利用超能力互换
自己和对手之间的
能力变化。",0,13,1,10,14
392,__NULL__,0,0,0,"Restores 1/16 of the user’s max HP at the end of each turn.  If the user leaves the field, this effect ends.

This effect is passed on by baton pass.",__NULL__,0,0,aqua-ring,__NULL__,__NULL__,__NULL__,__NULL__,水流环,__NULL__,20,0,Restores 1/16 of the user’s max HP each turn.,0,"在自己身体的周围
覆盖用水制造的幕。
每回合回复ＨＰ。",0,13,1,7,11
393,__NULL__,0,0,0,"For five turns, the user is immune to ground moves.

If the user is under the effect of ingrain or has levitate, this move will fail.

This effect is temporarily disabled by and cannot be used during gravity.

This effect is passed on by baton pass.",__NULL__,0,0,magnet-rise,__NULL__,__NULL__,__NULL__,__NULL__,电磁飘浮,__NULL__,10,0,User is immune to Ground moves and effects for five turns.,0,"利用电气产生的磁力浮在空中。
在５回合内可以飘浮。",0,13,1,7,13
394,100,10,0,-33,"Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",10,0,0,flare-blitz,__NULL__,__NULL__,__NULL__,__NULL__,闪焰冲锋,120,15,0,User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to burn the target.,0,"让火焰覆盖全身猛撞向对手。
自己也会受到不小的伤害。
有时会让对手陷入灼伤状态。",4,4,2,10,10
395,100,30,0,0,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,30,0,0,force-palm,__NULL__,__NULL__,__NULL__,__NULL__,发劲,60,10,0,Has a $effect_chance% chance to paralyze the target.,0,"向对手的身体
发出冲击波进行攻击。
有时会让对手陷入麻痹状态。",1,4,2,10,2
396,__NULL__,0,0,0,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,__NULL__,0,0,aura-sphere,__NULL__,__NULL__,__NULL__,__NULL__,波导弹,80,20,0,Never misses.,0,"从体内产生出波导之力，
然后向对手发出。
攻击必定会命中。",0,0,3,10,2
397,__NULL__,0,0,0,Raises the user’s Speed by two stages.,__NULL__,0,0,rock-polish,__NULL__,__NULL__,__NULL__,__NULL__,岩石打磨,__NULL__,20,0,Raises the user’s Speed by two stages.,0,"打磨自己的身体，
减少空气阻力。
可以大幅提高自己的速度。",0,2,1,7,6
398,100,30,0,0,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,30,0,0,poison-jab,__NULL__,__NULL__,__NULL__,__NULL__,毒击,80,20,0,Has a $effect_chance% chance to poison the target.,0,"用带毒的触手或手臂刺入对手。
有时会让对手陷入中毒状态。",5,4,2,10,4
399,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,20,20,0,dark-pulse,__NULL__,__NULL__,__NULL__,__NULL__,恶之波动,80,15,0,Has a $effect_chance% chance to make the target flinch.,0,"从体内发出
充满恶意的恐怖气场。
有时会使对手畏缩。",0,0,3,10,17
400,100,0,1,0,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,__NULL__,0,0,night-slash,__NULL__,__NULL__,__NULL__,__NULL__,暗袭要害,70,15,0,Has an increased chance for a critical hit.,0,"抓住瞬间的空隙
切斩对手。
容易击中要害。",0,0,2,10,17
401,90,0,0,0,Inflicts regular damage.,__NULL__,0,0,aqua-tail,__NULL__,__NULL__,__NULL__,__NULL__,水流尾,90,10,0,Inflicts regular damage with no additional effect.,0,"如惊涛骇浪般挥动
大尾巴攻击对手。",0,0,2,10,11
402,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,seed-bomb,__NULL__,__NULL__,__NULL__,__NULL__,种子炸弹,80,15,0,Inflicts regular damage with no additional effect.,0,"将外壳坚硬的大种子，
从上方砸下攻击对手。",0,0,2,10,12
403,95,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,30,30,0,air-slash,__NULL__,__NULL__,__NULL__,__NULL__,空气斩,75,15,0,Has a $effect_chance% chance to make the target flinch.,0,"用连天空也能劈开的
空气之刃进行攻击。
有时会使对手畏缩。",0,0,3,10,3
404,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,x-scissor,__NULL__,__NULL__,__NULL__,__NULL__,十字剪,80,15,0,Inflicts regular damage with no additional effect.,0,"将镰刀或爪子像剪刀般地交叉，
顺势劈开对手。",0,0,2,10,7
405,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,0,0,bug-buzz,__NULL__,__NULL__,__NULL__,__NULL__,虫鸣,90,10,0,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,"利用振动发出音波进行攻击。
有时会降低对手的特防。",0,6,3,10,7
406,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,dragon-pulse,__NULL__,__NULL__,__NULL__,__NULL__,龙之波动,85,10,0,Inflicts regular damage with no additional effect.,0,"从大大的口中
掀起冲击波攻击对手。",0,0,3,10,16
872,100,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,__NULL__,aqua-step,__NULL__,__NULL__,__NULL__,__NULL__,流水旋舞,80,10,0,__NULL__,__NULL__,The user toys with the target and attacks it using light and fluid dance steps. This also boosts the user's Speed stat.,__NULL__,__NULL__,2,10,11
407,75,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,20,20,0,dragon-rush,__NULL__,__NULL__,__NULL__,__NULL__,龙之俯冲,100,10,0,Has a $effect_chance% chance to make the target flinch.,0,"释放出骇人的杀气，
一边威慑一边撞击对手。
有时会使对手畏缩。",0,0,2,10,16
408,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,power-gem,__NULL__,__NULL__,__NULL__,__NULL__,力量宝石,80,20,0,Inflicts regular damage with no additional effect.,0,"发射如宝石般
闪耀的光芒攻击对手。",0,0,3,10,6
409,100,0,0,50,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,__NULL__,0,0,drain-punch,__NULL__,__NULL__,__NULL__,__NULL__,吸取拳,75,10,0,Drains half the damage inflicted to heal the user.,0,"用拳头吸取对手的力量。
可以回复给予对手
伤害的一半ＨＰ。",0,8,2,10,2
410,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,vacuum-wave,__NULL__,__NULL__,__NULL__,__NULL__,真空波,40,30,1,Inflicts regular damage with no additional effect.,0,"挥动拳头，
掀起真空波。
必定能够先制攻击。",0,0,3,10,2
411,70,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,0,0,focus-blast,__NULL__,__NULL__,__NULL__,__NULL__,真气弹,120,5,0,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,"提高气势，
释放出全部力量。
有时会降低对手的特防。",0,6,3,10,2
412,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,0,0,energy-ball,__NULL__,__NULL__,__NULL__,__NULL__,能量球,90,10,0,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,"发射从自然收集的生命力量。
有时会降低对手的特防。",0,6,3,10,12
413,100,0,0,-33,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,__NULL__,0,0,brave-bird,__NULL__,__NULL__,__NULL__,__NULL__,勇鸟猛攻,120,15,0,User receives 1/3 the damage inflicted in recoil.,0,"收拢翅膀，
通过低空飞行突击对手。
自己也会受到不小的伤害。",0,0,2,10,3
414,100,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,0,0,earth-power,__NULL__,__NULL__,__NULL__,__NULL__,大地之力,90,10,0,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,10,"向对手脚下
释放出大地之力。
有时会降低对手的特防。",0,6,3,10,5
415,100,0,0,0,"User and target permanently swap held items.  Works even if one of the Pokémon isn’t holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky hold, this move will fail.

If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",__NULL__,0,0,switcheroo,__NULL__,__NULL__,__NULL__,__NULL__,掉包,__NULL__,10,0,User and target swap items.,0,"用一闪而过的速度
交换自己和对手的持有物。",0,13,1,10,17
416,90,0,0,0,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",__NULL__,0,0,giga-impact,__NULL__,__NULL__,__NULL__,__NULL__,终极冲击,150,5,0,User foregoes its next turn to recharge.,0,"使出自己浑身力量突击对手。
下一回合自己将无法动弹。",0,0,2,10,1
417,__NULL__,0,0,0,Raises the user’s Special Attack by two stages.,__NULL__,0,0,nasty-plot,__NULL__,__NULL__,__NULL__,__NULL__,诡计,__NULL__,20,0,Raises the user’s Special Attack by two stages.,0,"谋划诡计，激活头脑。
大幅提高自己的特攻。",0,2,1,7,17
418,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,bullet-punch,__NULL__,__NULL__,__NULL__,__NULL__,子弹拳,40,30,1,Inflicts regular damage with no additional effect.,0,"向对手使出如子弹般
快速而坚硬的拳头。
必定能够先制攻击。",0,0,2,10,9
419,100,0,0,0,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain split does not count as damaging the user.",__NULL__,0,0,avalanche,__NULL__,__NULL__,__NULL__,__NULL__,雪崩,60,10,-4,Inflicts double damage if the user takes damage before attacking this turn.,0,"如果受到对手的招式攻击，
就能给予该对手
２倍威力的攻击。",0,0,2,10,15
420,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,ice-shard,__NULL__,__NULL__,__NULL__,__NULL__,冰砾,40,30,1,Inflicts regular damage with no additional effect.,0,"瞬间制作冰块，
快速地扔向对手。
必定能够先制攻击。",0,0,2,10,15
421,100,0,1,0,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,__NULL__,0,0,shadow-claw,__NULL__,__NULL__,__NULL__,__NULL__,暗影爪,70,15,0,Has an increased chance for a critical hit.,0,"以影子做成的锐爪，
劈开对手。
容易击中要害。",0,0,2,10,8
422,95,10,0,0,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target and a separate $effect_chance% chance to make the target flinch.,10,10,0,thunder-fang,__NULL__,__NULL__,__NULL__,__NULL__,雷电牙,65,15,0,Has a $effect_chance% chance to paralyze the target and a $effect_chance% chance to make the target flinch.,0,"用蓄满电流的牙齿咬住对手。
有时会使对手畏缩
或陷入麻痹状态。",1,4,2,10,13
423,95,10,0,0,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target and a separate $effect_chance% chance to make the target flinch.,10,10,0,ice-fang,__NULL__,__NULL__,__NULL__,__NULL__,冰冻牙,65,15,0,Has a $effect_chance% chance to freeze the target and a $effect_chance% chance to make the target flinch.,0,"用藏有冷气的牙齿咬住对手。
有时会使对手畏缩
或陷入冰冻状态。",3,4,2,10,15
424,95,10,0,0,Inflicts regular damage.  Has a $effect_chance% chance to burn the target and a separate $effect_chance% chance to make the target flinch.,10,10,0,fire-fang,__NULL__,__NULL__,__NULL__,__NULL__,火焰牙,65,15,0,Has a $effect_chance% chance to burn the target and a $effect_chance% chance to make the target flinch.,0,"用覆盖着火焰的牙齿咬住对手。
有时会使对手畏缩
或陷入灼伤状态。",4,4,2,10,10
425,100,0,0,0,Inflicts regular damage.,__NULL__,0,0,shadow-sneak,__NULL__,__NULL__,__NULL__,__NULL__,影子偷袭,40,30,1,Inflicts regular damage with no additional effect.,0,"伸长影子，
从对手的背后进行攻击。
必定能够先制攻击。",0,0,2,10,8
426,85,0,0,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,30,0,0,mud-bomb,__NULL__,__NULL__,__NULL__,__NULL__,泥巴炸弹,65,10,0,Has a $effect_chance% chance to lower the target’s accuracy by one stage.,30,"向对手发射
坚硬的泥弹进行攻击。
有时会降低对手的命中率。",0,6,3,10,5
