id,code,name,species_id,inherits_from_creature_id,height,weight,base_experience,sort_order,default_form,enabled
958,tinkatuff,巧锻匠,958,,7,591,133,1001,true,true
959,tinkaton,巨锻匠,959,,7,1128,253,1002,true,true
960,wiglett,海地鼠,960,,12,18,49,929,true,true
961,wugtrio,三海地鼠,961,,12,54,149,930,true,true
962,bombirdier,下石鸟,962,,15,429,243,959,true,true
963,finizen,波普海豚,963,,13,602,63,933,true,true
964,palafin-zero,海豚侠,964,,13,602,160,934,true,true
965,varoom,噗隆隆,965,,10,350,60,942,true,true
966,revavroom,普隆隆姆,966,,18,1200,175,943,true,true
967,cyclizar,摩托蜥,967,,16,630,175,953,true,true
968,orthworm,拖拖蚓,968,,25,3100,240,944,true,true
969,glimmet,晶光芽,969,,7,80,70,966,true,true
970,glimmora,晶光花,970,,15,450,184,967,true,true
971,greavard,墓仔狗,971,,6,350,58,924,true,true
972,houndstone,墓扬犬,972,,20,150,171,925,true,true
973,flamigo,纏红鹤,973,,16,370,175,961,true,true
974,cetoddle,走鲸,974,,12,450,67,947,true,true
975,cetitan,浩大鲸,975,,45,7000,182,948,true,true
976,veluza,轻身鳕,976,,25,900,167,932,true,true
977,dondozo,吃吼霸,977,,120,2200,265,931,true,true
978,tatsugiri-curly,米立龙,978,,3,80,166,952,true,true
979,annihilape,弃世猴,979,,12,560,268,1010,true,true
980,clodsire,土王,980,,18,2230,151,1009,true,true
981,farigiraf,奇麒麟,981,,32,1600,260,928,true,true
982,dudunsparce-two-segment,土龙节节,982,,36,392,182,917,true,true
983,kingambit,仆刀将军,983,,20,1200,275,1008,true,true
984,great-tusk,雄伟牙,984,,22,3200,285,978,true,true
985,scream-tail,吼叫尾,985,,12,80,285,982,true,true
986,brute-bonnet,猛恶菇,986,,12,210,285,979,true,true
987,flutter-mane,振翼发,987,,14,40,285,983,true,true
988,slither-wing,爬地翅,988,,32,920,285,984,true,true
989,sandy-shocks,沙铁皮,989,,23,600,285,981,true,true
990,iron-treads,铁轍迹,990,,9,2400,285,986,true,true
991,iron-bundle,铁包袱,991,,6,110,285,992,true,true
992,iron-hands,铁臂膀,992,,18,3807,285,989,true,true
993,iron-jugulis,铁脖颈,993,,13,1110,285,990,true,true
994,iron-moth,铁毒蛾,994,,12,360,285,988,true,true
995,iron-thorns,铁荆棘,995,,16,3030,285,991,true,true
996,frigibax,凉脊龙,996,,5,170,64,949,true,true
997,arctibax,冻脊龙,997,,8,300,148,950,true,true
998,baxcalibur,戟脊龙,998,,21,2100,300,951,true,true
999,gimmighoul,索财灵,999,,3,50,60,976,true,true
1000,gholdengo,赛富豪,1000,,12,300,275,977,true,true
1001,wo-chien,古简蜗,1001,,15,742,285,996,true,true
1002,chien-pao,古剑豹,1002,,19,1522,285,995,true,true
1003,ting-lu,古鼎鹿,1003,,27,6997,285,994,true,true
1004,chi-yu,古玉鱼,1004,,4,49,285,997,true,true
1005,roaring-moon,轰鸣月,1005,,20,3800,295,985,true,true
1006,iron-valiant,铁武者,1006,,14,350,295,993,true,true
1007,koraidon,故勒顿,1007,,25,3030,335,998,true,true
1008,miraidon,密勒顿,1008,,35,2400,335,999,true,true
1009,walking-wake,波荡水,1009,,35,2800,295,1093,true,true
1010,iron-leaves,铁斑叶,1010,,15,1250,295,1094,true,true
1011,dipplin,裹蜜虫,1011,,4,97,170,1095,true,true
1012,poltchageist,斯魔茶,1012,,1,11,62,1096,true,true
1013,sinistcha,来悲粗茶,1013,,2,22,178,1097,true,true
1014,okidogi,够赞狗,1014,,18,922,278,1098,true,true
1015,munkidori,愿增猿,1015,,10,122,278,1099,true,true
1016,fezandipiti,吉雉鸡,1016,,14,301,278,1100,true,true
1017,ogerpon,厄诡椪,1017,,12,398,275,1101,true,true
1018,archaludon,铝钢桥龙,1018,,20,600,300,1102,true,true
1019,hydrapple,蜜集大蛇,1019,,18,930,270,1103,true,true
1020,gouging-fire,破空焰,1020,,35,5900,295,1104,true,true
1021,raging-bolt,猛雷鼓,1021,,52,4800,295,1105,true,true
1022,iron-boulder,鐵磐岩,1022,,15,1625,295,1106,true,true
1023,iron-crown,鐵頭殼,1023,,16,1560,295,1107,true,true
1024,terapagos,太乐巴戈斯,1024,,2,65,90,1108,true,true
1025,pecharunt,桃歹郎,1025,,3,3,300,1109,true,true
10001,deoxys-attack,代欧奇希斯（攻击）,386,386,17,608,270,515,false,true
10002,deoxys-defense,代欧奇希斯（防御）,386,386,17,608,270,516,false,true
10003,deoxys-speed,代欧奇希斯（速度）,386,386,17,608,270,517,false,true
10004,wormadam-sandy,结草贵妇（沙）,413,413,5,65,148,543,false,true
10005,wormadam-trash,结草贵妇（垃圾）,413,413,5,65,148,544,false,true
10006,shaymin-sky,谢米（天空）,492,492,4,52,270,607,false,true
10007,giratina-origin,骑拉帝纳（起源）,487,487,69,6500,340,601,false,true
10008,rotom-heat,洛托姆（热）,479,479,3,3,182,588,false,true
10009,rotom-wash,洛托姆（洗）,479,479,3,3,182,589,false,true
10010,rotom-frost,洛托姆（霜）,479,479,3,3,182,590,false,true
10011,rotom-fan,洛托姆（扇子）,479,479,3,3,182,591,false,true
10012,rotom-mow,洛托姆（刈）,479,479,3,3,182,592,false,true
10013,castform-sunny,飘浮泡泡（阳光明媚）,351,351,3,8,147,465,false,true
10014,castform-rainy,飘浮泡泡（雨天）,351,351,3,8,147,466,false,true
10015,castform-snowy,飘浮泡泡（雪域）,351,351,3,8,147,467,false,true
10016,basculin-blue-striped,野蛮鲈鱼（蓝色条纹）,550,550,10,180,161,667,false,true
10017,darmanitan-zen,达摩狒狒（禅）,555,555,13,929,189,674,false,true
10018,meloetta-pirouette,美洛耶塔（旋转）,648,648,6,65,270,778,false,true
10019,tornadus-therian,龙卷云（兽族）,641,641,14,630,290,765,false,true
10020,thundurus-therian,雷电云（兽族）,642,642,30,610,290,767,false,true
10021,landorus-therian,土地云（兽族）,645,645,13,680,300,771,false,true
10022,kyurem-black,酋雷姆（黑色的）,646,646,33,3250,350,774,false,true
10023,kyurem-white,酋雷姆（白色的）,646,646,36,3250,350,773,false,true
10024,keldeo-resolute,凯路迪欧（坚决）,647,647,14,485,290,776,false,true
10025,meowstic-female,超能妙喵（女性）,678,678,6,85,163,812,false,true
10026,aegislash-blade,坚盾剑怪（刀刃）,681,681,17,530,250,816,false,true
10027,pumpkaboo-small,南瓜精（小的）,710,710,3,35,67,845,false,true
10028,pumpkaboo-large,南瓜精（大的）,710,710,5,75,67,846,false,true
10029,pumpkaboo-super,南瓜精（极好的）,710,710,8,150,67,847,false,true
10030,gourgeist-small,南瓜怪人（小的）,711,711,7,95,173,849,false,true
10031,gourgeist-large,南瓜怪人（大的）,711,711,11,140,173,850,false,true
10032,gourgeist-super,南瓜怪人（极好的）,711,711,17,390,173,851,false,true
10033,venusaur-mega,妙蛙花（兆）,3,3,24,1555,281,4,false,true
10034,charizard-mega-x,喷火龙（超级X）,6,6,17,1105,285,8,false,true
10035,charizard-mega-y,喷火龙（超级Y）,6,6,17,1005,285,9,false,true
10036,blastoise-mega,水箭龟（兆）,9,9,16,1011,284,13,false,true
10037,alakazam-mega,胡地（兆）,65,65,12,480,270,106,false,true
10038,gengar-mega,耿鬼（兆）,94,94,14,405,270,150,false,true
10039,kangaskhan-mega,袋兽（兆）,115,115,22,1000,207,185,false,true
10040,pinsir-mega,凯罗斯（兆）,127,127,17,590,210,208,false,true
10041,gyarados-mega,暴鲤龙（兆）,130,130,65,3050,224,212,false,true
10042,aerodactyl-mega,化石翼龙（兆）,142,142,21,790,215,233,false,true
10043,mewtwo-mega-x,超梦（超级X）,150,150,23,1270,351,246,false,true
10044,mewtwo-mega-y,超梦（超级Y）,150,150,15,330,351,247,false,true
10045,ampharos-mega,电龙（兆）,181,181,14,615,275,276,false,true
10046,scizor-mega,巨钳螳螂（兆）,212,212,20,1250,210,198,false,true
10047,heracross-mega,赫拉克罗斯（兆）,214,214,17,625,210,311,false,true
10048,houndoom-mega,黑鲁加（兆）,229,229,19,495,210,331,false,true
10049,tyranitar-mega,班基拉斯（兆）,248,248,25,2550,315,343,false,true
10050,blaziken-mega,火焰鸡（兆）,257,257,19,520,284,354,false,true
10051,gardevoir-mega,沙奈朵（兆）,282,282,16,484,278,383,false,true
10052,mawile-mega,大嘴娃（兆）,303,303,10,235,168,408,false,true
10053,aggron-mega,波士可多拉（兆）,306,306,22,3950,284,412,false,true
10054,medicham-mega,恰雷姆（兆）,308,308,13,315,179,415,false,true
10055,manectric-mega,雷电兽（兆）,310,310,18,440,201,418,false,true
10056,banette-mega,诅咒娃娃（兆）,354,354,12,130,194,471,false,true
10057,absol-mega,阿勃梭鲁（兆）,359,359,12,490,198,479,false,true
10058,garchomp-mega,烈咬陆鲨（兆）,445,445,19,950,315,571,false,true
10059,lucario-mega,路卡利欧（兆）,448,448,13,575,219,574,false,true
10060,abomasnow-mega,暴雪王（兆）,460,460,27,1850,208,586,false,true
10061,floette-eternal,花叶蒂（永恒）,670,670,2,9,243,803,false,true
10062,latias-mega,拉帝亚斯（兆）,380,380,18,520,315,504,false,true
10063,latios-mega,拉帝欧斯（兆）,381,381,23,700,315,506,false,true
10064,swampert-mega,巨沼怪（兆）,260,260,19,1020,286,358,false,true
10065,sceptile-mega,蜥蜴王（兆）,254,254,19,552,284,350,false,true
10066,sableye-mega,勾魂眼（兆）,302,302,5,1610,168,406,false,true
10067,altaria-mega,七夕青鸟（兆）,334,334,15,206,207,447,false,true
10068,gallade-mega,艾路雷朵（兆）,475,475,16,564,278,385,false,true
10069,audino-mega,差不多娃娃（兆）,531,531,15,320,425,647,false,true
10070,sharpedo-mega,巨牙鲨（兆）,319,319,25,1303,196,430,false,true
10071,slowbro-mega,呆壳兽（兆）,80,80,20,1200,207,128,false,true
10072,steelix-mega,大钢蛇（兆）,208,208,105,7400,214,153,false,true
10073,pidgeot-mega,大比鸟（兆）,18,18,22,505,261,24,false,true
10074,glalie-mega,冰鬼护（兆）,362,362,21,3502,203,482,false,true
10075,diancie-mega,蒂安希（兆）,719,719,11,278,315,864,false,true
10076,metagross-mega,巨金怪（兆）,376,376,25,9429,315,499,false,true
10077,kyogre-primal,盖欧卡（原始）,382,382,98,4300,347,508,false,true
10078,groudon-primal,固拉多（原始）,383,383,50,9997,347,510,false,true
10079,rayquaza-mega,烈空坐（兆）,384,384,108,3920,351,512,false,true
10080,pikachu-rock-star,皮卡丘（摇滚明星）,25,25,4,60,112,37,false,true
10081,pikachu-belle,皮卡丘（美女）,25,25,4,60,112,38,false,true
10082,pikachu-pop-star,皮卡丘（流行歌星）,25,25,4,60,112,39,false,true
10083,pikachu-phd,皮卡丘（博士）,25,25,4,60,112,40,false,true
10084,pikachu-libre,皮卡丘（自由）,25,25,4,60,112,41,false,true
10085,pikachu-cosplay,皮卡丘（角色扮演）,25,25,4,60,112,36,false,true
10086,hoopa-unbound,胡帕（未绑定）,720,720,65,4900,306,866,false,true
10087,camerupt-mega,喷火驼（兆）,323,323,25,3205,196,435,false,true
10088,lopunny-mega,长耳兔（兆）,428,428,13,283,203,559,false,true
10089,salamence-mega,暴飞龙（兆）,373,373,18,1126,315,495,false,true
10090,beedrill-mega,大针蜂（兆）,15,15,14,405,223,20,false,true
10091,rattata-alola,小拉达（阿罗拉）,19,19,3,38,51,26,false,true
10092,raticate-alola,拉达（阿罗拉）,20,20,7,255,145,28,false,true
10093,raticate-totem-alola,拉达（图腾阿罗拉）,20,20,14,1050,145,29,false,true
10094,pikachu-original-cap,皮卡丘（原装帽）,25,25,4,60,112,42,false,true
10095,pikachu-hoenn-cap,皮卡丘（丰缘帽）,25,25,4,60,112,43,false,true
10096,pikachu-sinnoh-cap,皮卡丘（神奥帽）,25,25,4,60,112,44,false,true
10097,pikachu-unova-cap,皮卡丘（合众帽）,25,25,4,60,112,45,false,true
10098,pikachu-kalos-cap,皮卡丘（卡洛斯帽）,25,25,4,60,112,46,false,true
10099,pikachu-alola-cap,皮卡丘（阿罗拉帽）,25,25,4,60,112,47,false,true
10100,raichu-alola,雷丘（阿罗拉）,26,26,7,210,243,52,false,true
10101,sandshrew-alola,穿山鼠（阿罗拉）,27,27,7,400,60,54,false,true
10102,sandslash-alola,穿山王（阿罗拉）,28,28,12,550,158,56,false,true
10103,vulpix-alola,六尾（阿罗拉）,37,37,6,99,60,67,false,true
10104,ninetales-alola,九尾（阿罗拉）,38,38,11,199,177,69,false,true
10105,diglett-alola,地鼠（阿罗拉）,50,50,2,10,53,85,false,true
10106,dugtrio-alola,三地鼠（阿罗拉）,51,51,7,666,149,87,false,true
10107,meowth-alola,喵喵（阿罗拉）,52,52,4,42,58,89,false,true
10108,persian-alola,猫老大（阿罗拉）,53,53,11,330,154,92,false,true
10109,geodude-alola,小拳石（阿罗拉）,74,74,4,203,60,116,false,true
10110,graveler-alola,隆隆石（阿罗拉）,75,75,10,1100,137,118,false,true
10111,golem-alola,隆隆岩（阿罗拉）,76,76,17,3160,223,120,false,true
10112,grimer-alola,臭泥（阿罗拉）,88,88,7,420,65,142,false,true
10113,muk-alola,臭臭泥（阿罗拉）,89,89,10,520,175,144,false,true
10114,exeggutor-alola,椰蛋树（阿罗拉）,103,103,109,4156,186,162,false,true
10115,marowak-alola,嘎啦嘎啦（阿罗拉）,105,105,10,340,149,165,false,true
10116,greninja-battle-bond,甲贺忍蛙（战斗债券）,658,658,15,400,239,789,false,true
10117,greninja-ash,甲贺忍蛙（灰）,658,658,15,400,288,790,false,true
10118,zygarde-10-power-construct,基格尔德（10 电源结构）,718,10181,12,335,243,860,false,true
10119,zygarde-50-power-construct,基格尔德（50 动力结构）,718,718,50,3050,300,861,false,true
10120,zygarde-complete,基格尔德（完全的）,718,718,45,6100,354,862,false,true
10121,gumshoos-totem,猫鼬探长（图腾）,735,735,14,600,146,882,false,true
10122,vikavolt-totem,锹农炮虫（图腾）,738,738,26,1475,225,886,false,true
10123,oricorio-pom-pom,花舞鸟（波姆波姆）,741,741,6,34,167,890,false,true
10124,oricorio-pau,花舞鸟（波城）,741,741,6,34,167,891,false,true
10125,oricorio-sensu,花舞鸟（森苏）,741,741,6,34,167,892,false,true
10126,lycanroc-midnight,鬃岩狼人（午夜）,745,745,11,250,170,899,false,true
10127,wishiwashi-school,弱丁鱼（学校）,746,746,82,786,217,902,false,true
10128,lurantis-totem,兰螳花（图腾）,754,754,15,580,168,912,false,true
10129,salazzle-totem,焰后蜥（图腾）,758,758,21,810,168,917,false,true
10130,minior-orange-meteor,小陨星（橙色流星）,774,10137,3,400,154,934,false,true
10131,minior-yellow-meteor,小陨星（黄色流星）,774,10138,3,400,154,935,false,true
10132,minior-green-meteor,小陨星（绿色流星）,774,10139,3,400,154,936,false,true
10133,minior-blue-meteor,小陨星（蓝色流星）,774,10140,3,400,154,937,false,true
10134,minior-indigo-meteor,小陨星（靛蓝流星）,774,10141,3,400,154,938,false,true
10135,minior-violet-meteor,小陨星（紫流星）,774,10142,3,400,154,939,false,true
10136,minior-red,小陨星（红色的）,774,774,3,3,175,940,false,true
10137,minior-orange,小陨星（橙子）,774,774,3,3,175,941,false,true
10138,minior-yellow,小陨星（黄色的）,774,774,3,3,175,942,false,true
10139,minior-green,小陨星（绿色的）,774,774,3,3,175,943,false,true
10140,minior-blue,小陨星（蓝色的）,774,774,3,3,175,944,false,true
10141,minior-indigo,小陨星（靛青）,774,774,3,3,175,945,false,true
10142,minior-violet,小陨星（紫色）,774,774,3,3,175,946,false,true
10143,mimikyu-busted,谜拟丘（被抓）,778,778,2,7,167,952,false,true
10144,mimikyu-totem-disguised,谜拟丘（图腾伪装）,778,778,4,28,167,953,false,true
10145,mimikyu-totem-busted,谜拟丘（图腾被摧毁）,778,778,4,28,167,954,false,true
10146,kommo-o-totem,杖尾鳞甲龙（图腾）,784,784,24,2075,270,961,false,true
10147,magearna-original,玛机雅娜（原来的）,801,801,10,805,300,982,false,true
10148,pikachu-partner-cap,皮卡丘（合伙人帽）,25,25,4,60,112,48,false,true
10149,marowak-totem,嘎啦嘎啦（图腾）,105,105,17,980,149,166,false,true
10150,ribombee-totem,蝶结萌虻（图腾）,743,743,4,20,162,895,false,true
10151,rockruff-own-tempo,岩狗狗（自己的节奏）,744,744,5,92,56,897,false,true
10152,lycanroc-dusk,鬃岩狼人（黄昏）,745,745,8,250,170,900,false,true
10153,araquanid-totem,滴蛛霸（图腾）,752,752,31,2175,159,909,false,true
10154,togedemaru-totem,托戈德玛尔（图腾）,777,777,6,130,152,950,false,true
10155,necrozma-dusk,奈克洛兹玛（黄昏）,800,800,38,4600,340,978,false,true
10156,necrozma-dawn,奈克洛兹玛（黎明）,800,800,42,3500,340,979,false,true
10157,necrozma-ultra,奈克洛兹玛（极端主义者）,800,800,75,2300,339,980,false,true
10158,pikachu-starter,皮卡丘（起动机）,25,25,4,60,86,49,false,true
10159,eevee-starter,伊布（起动机）,133,133,3,65,87,216,false,true
10160,pikachu-world-cap,皮卡丘（世界帽）,25,25,4,60,112,50,false,true
10161,meowth-galar,喵喵（伽勒尔）,52,52,4,75,58,90,false,true
10162,ponyta-galar,小火马（伽勒尔）,77,77,8,240,82,122,false,true
10163,rapidash-galar,烈焰马（伽勒尔）,78,78,17,800,175,124,false,true
10164,slowpoke-galar,呆呆兽（伽勒尔）,79,79,12,360,63,126,false,true
10165,slowbro-galar,呆壳兽（伽勒尔）,80,80,16,705,172,129,false,true
10166,farfetchd-galar,大葱鸭（伽勒尔）,83,83,8,420,132,136,false,true
10167,weezing-galar,双弹瓦斯（伽勒尔）,110,110,30,160,172,175,false,true
10168,mr-mime-galar,魔墙人偶（伽勒尔）,122,122,14,568,161,195,false,true
10169,articuno-galar,急冻鸟（伽勒尔）,144,144,17,509,290,237,false,true
10170,zapdos-galar,闪电鸟（伽勒尔）,145,145,16,582,290,239,false,true
10171,moltres-galar,火焰鸟（伽勒尔）,146,146,20,660,290,241,false,true
10172,slowking-galar,呆呆王（伽勒尔）,199,199,18,795,172,131,false,true
10173,corsola-galar,太阳珊瑚（伽勒尔）,222,222,6,5,144,322,false,true
10174,zigzagoon-galar,蛇纹熊（伽勒尔）,263,263,4,175,56,362,false,true
10175,linoone-galar,直冲熊（伽勒尔）,264,264,5,325,147,364,false,true
10176,darumaka-galar,火红不倒翁（伽勒尔）,554,554,7,400,63,672,false,true
10177,darmanitan-galar-standard,达摩狒狒（伽勒尔标准）,555,555,17,1200,168,675,false,true
10178,darmanitan-galar-zen,达摩狒狒（伽勒尔禅宗）,555,555,17,1200,189,676,false,true
10179,yamask-galar,哭哭面具（伽勒尔）,562,562,5,15,61,684,false,true
10180,stunfisk-galar,泥巴鱼（伽勒尔）,618,618,7,205,165,741,false,true
10181,zygarde-10,基格尔德（10）,718,718,12,335,243,859,false,true
10182,cramorant-gulping,古月鸟（吞咽）,845,845,8,180,166,1027,false,true
10183,cramorant-gorging,古月鸟（狼吞虎咽）,845,845,8,180,166,1028,false,true
10184,toxtricity-low-key,颤弦蝾螈（低调）,849,849,16,400,176,1033,false,true
10185,eiscue-noice,冰砌鹅（诺尼斯）,875,875,14,890,165,1060,false,true
10186,indeedee-female,爱管侍（女性）,876,876,9,280,166,1062,false,true
10187,morpeko-hangry,莫鲁贝可（汉格里）,877,877,3,30,153,1064,false,true
10188,zacian-crowned,苍响（加冕）,888,888,28,3550,360,1076,false,true
10189,zamazenta-crowned,藏玛然特（加冕）,889,889,29,7850,360,1078,false,true
10190,eternatus-eternamax,无极汰那（永恒型）,890,890,1000,0,563,1080,false,true
10191,urshifu-rapid-strike,武道熊师（快速打击）,892,892,19,1050,275,1083,false,true
10192,zarude-dada,萨戮德（达达）,893,893,18,700,300,1085,false,true
10193,calyrex-ice,蕾冠王（冰）,898,898,24,8091,340,1091,false,true
10194,calyrex-shadow,蕾冠王（阴影）,898,898,24,536,340,1092,false,true
10195,venusaur-gmax,妙蛙花（最大加速度）,3,3,240,10000,236,-1,false,true
10196,charizard-gmax,喷火龙（最大加速度）,6,6,280,10000,240,-1,false,true
10197,blastoise-gmax,水箭龟（最大加速度）,9,9,250,10000,239,-1,false,true
10198,butterfree-gmax,巴大蝶（最大加速度）,12,12,170,10000,178,-1,false,true
10199,pikachu-gmax,皮卡丘（最大加速度）,25,25,210,10000,112,-1,false,true
10200,meowth-gmax,喵喵（最大加速度）,52,52,330,10000,58,-1,false,true
10201,machamp-gmax,怪力（最大加速度）,68,68,250,10000,227,-1,false,true
10202,gengar-gmax,耿鬼（最大加速度）,94,94,200,10000,225,-1,false,true
10203,kingler-gmax,巨钳蟹（最大加速度）,99,99,190,10000,166,-1,false,true
10204,lapras-gmax,拉普拉斯（最大加速度）,131,131,240,10000,187,-1,false,true
10205,eevee-gmax,伊布（最大加速度）,133,133,180,10000,65,-1,false,true
10206,snorlax-gmax,卡比兽（最大加速度）,143,143,350,10000,189,-1,false,true
10207,garbodor-gmax,灰尘山（最大加速度）,569,569,210,10000,166,-1,false,true
10208,melmetal-gmax,美录梅塔（最大加速度）,809,809,250,10000,270,-1,false,true
10209,rillaboom-gmax,轰擂金刚猩（最大加速度）,812,812,280,10000,265,-1,false,true
10210,cinderace-gmax,闪焰王牌（最大加速度）,815,815,270,10000,265,-1,false,true
10211,inteleon-gmax,千面避役（最大加速度）,818,818,400,10000,265,-1,false,true
10212,corviknight-gmax,钢铠鸦（最大加速度）,823,823,140,10000,248,-1,false,true
10213,orbeetle-gmax,以欧路普（最大加速度）,826,826,140,10000,253,-1,false,true
10214,drednaw-gmax,暴噬龟（最大加速度）,834,834,240,10000,170,-1,false,true
10215,coalossal-gmax,巨炭山（最大加速度）,839,839,420,10000,255,-1,false,true
10216,flapple-gmax,苹裹龙（最大加速度）,841,841,240,10000,170,-1,false,true
10217,appletun-gmax,丰蜜龙（最大加速度）,842,842,240,10000,170,-1,false,true
10218,sandaconda-gmax,沙螺蟒（最大加速度）,844,844,220,10000,179,-1,false,true
10219,toxtricity-amped-gmax,颤弦蝾螈（最大加速度）,849,849,240,10000,176,-1,false,true
10220,centiskorch-gmax,焚焰蚣（最大加速度）,851,851,750,10000,184,-1,false,true
10221,hatterene-gmax,布莉姆温（最大加速度）,858,858,260,10000,255,-1,false,true
10222,grimmsnarl-gmax,长毛巨魔（最大加速度）,861,861,320,10000,255,-1,false,true
10223,alcremie-gmax,霜奶仙（最大加速度）,869,869,300,10000,173,-1,false,true
10224,copperajah-gmax,大王铜象（最大加速度）,879,879,230,10000,175,-1,false,true
10225,duraludon-gmax,铝钢龙（最大加速度）,884,884,430,10000,187,-1,false,true
10226,urshifu-single-strike-gmax,武道熊师（最大加速度）,892,892,290,10000,275,-1,false,true
10227,urshifu-rapid-strike-gmax,武道熊师（最大加速度）,892,10191,260,10000,275,-1,false,true
10228,toxtricity-low-key-gmax,颤弦蝾螈（最大加速度）,849,10184,240,10000,176,-1,false,true
10229,growlithe-hisui,卡蒂狗（洗翠）,58,58,8,227,70,-1,false,true
10230,arcanine-hisui,风速狗（洗翠）,59,59,20,1680,194,-1,false,true
10231,voltorb-hisui,霹雳电球（洗翠）,100,100,5,130,66,-1,false,true
10232,electrode-hisui,顽皮雷弹（洗翠）,101,101,12,710,172,-1,false,true
10233,typhlosion-hisui,火暴兽（洗翠）,157,157,16,698,240,-1,false,true
10234,qwilfish-hisui,千针鱼（洗翠）,211,211,5,39,88,-1,false,true
10235,sneasel-hisui,狃拉（洗翠）,215,215,9,270,86,-1,false,true
10236,samurott-hisui,大剑鬼（洗翠）,503,503,15,582,238,-1,false,true
10237,lilligant-hisui,裙儿小姐（洗翠）,549,549,12,192,168,-1,false,true
10238,zorua-hisui,索罗亚（洗翠）,570,570,7,125,66,-1,false,true
10239,zoroark-hisui,索罗亚克（洗翠）,571,571,16,730,179,-1,false,true
10240,braviary-hisui,勇士雄鹰（洗翠）,628,628,17,434,179,-1,false,true
10241,sliggoo-hisui,黏美儿（洗翠）,705,705,7,685,158,-1,false,true
10242,goodra-hisui,黏美龙（洗翠）,706,706,17,3341,270,-1,false,true
10243,avalugg-hisui,冰岩怪（洗翠）,713,713,14,2624,180,-1,false,true
10244,decidueye-hisui,狙射树枭（洗翠）,724,724,16,370,239,-1,false,true
10245,dialga-origin,帝牙卢卡（起源）,483,483,70,8487,306,-1,false,true
10246,palkia-origin,帕路奇亚（起源）,484,484,63,6590,306,-1,false,true
10247,basculin-white-striped,野蛮鲈鱼（白色条纹）,550,550,10,180,161,-1,false,true
10248,basculegion-female,幽尾玄鱼（女性）,902,902,30,1100,265,-1,false,true
10249,enamorus-therian,眷恋云（兽族）,905,905,16,480,116,-1,false,true
10250,tauros-paldea-combat-breed,肯泰罗（帕尔迪亚战斗品种）,128,128,14,1150,172,-1,false,true
10251,tauros-paldea-blaze-breed,肯泰罗（帕底亚火炽种）,128,128,14,850,172,-1,false,true
10252,tauros-paldea-aqua-breed,肯泰罗（帕底亚水澜种）,128,128,14,1100,172,-1,false,true
10253,wooper-paldea,乌波（帕底亚）,194,194,4,110,42,-1,false,true
10254,oinkologne-female,飘香豚（女性）,916,916,10,1200,171,-1,false,true
10255,dudunsparce-three-segment,土龙节节（三段式）,982,982,45,474,182,-1,false,true
10256,palafin-hero,海豚侠（英雄）,964,964,18,974,160,-1,false,true
10257,maushold-family-of-three,一家鼠（一家三口）,925,925,3,23,165,-1,false,true
10258,tatsugiri-droopy,米立龙（下垂）,978,978,3,80,166,-1,false,true
10259,tatsugiri-stretchy,米立龙（有弹性）,978,978,3,80,166,-1,false,true
10260,squawkabilly-blue-plumage,怒鹦哥（蓝色羽毛）,931,931,6,24,146,-1,false,true
10261,squawkabilly-yellow-plumage,怒鹦哥（黄色羽毛）,931,931,6,24,146,-1,false,true
10262,squawkabilly-white-plumage,怒鹦哥（白色羽毛）,931,931,6,24,146,-1,false,true
10263,gimmighoul-roaming,索财灵（漫游）,999,999,1,10,60,-1,false,true
10264,koraidon-limited-build,故勒顿（有限建造）,1007,1007,35,3030,335,-1,false,true
10265,koraidon-sprinting-build,故勒顿（冲刺构建）,1007,1007,35,3030,335,-1,false,true
10266,koraidon-swimming-build,故勒顿（游泳体型）,1007,1007,35,3030,335,-1,false,true
10267,koraidon-gliding-build,故勒顿（滑翔建造）,1007,1007,35,3030,335,-1,false,true
10268,miraidon-low-power-mode,密勒顿（低功耗模式）,1008,1008,28,2400,335,-1,false,true
10269,miraidon-drive-mode,密勒顿（驱动方式）,1008,1008,28,2400,335,-1,false,true
10270,miraidon-aquatic-mode,密勒顿（水中模式）,1008,1008,28,2400,335,-1,false,true
10271,miraidon-glide-mode,密勒顿（滑行模式）,1008,1008,28,2400,335,-1,false,true
10272,ursaluna-bloodmoon,月月熊（血月）,901,901,24,2900,275,-1,false,true
10273,ogerpon-wellspring-mask,厄诡椪（泉水面膜）,1017,1017,12,398,275,-1,false,true
10274,ogerpon-hearthflame-mask,厄诡椪（炉火面具）,1017,1017,12,398,275,-1,false,true
10275,ogerpon-cornerstone-mask,厄诡椪（基石面具）,1017,1017,12,398,275,-1,false,true
10276,terapagos-terastal,太乐巴戈斯（特拉斯塔尔）,1024,1024,3,160,90,-1,false,true
10277,terapagos-stellar,太乐巴戈斯（恒星）,1024,1024,17,770,90,-1,false,true
10278,clefable-mega,皮可西（兆）,36,36,17,423,,-1,false,true
10279,victreebel-mega,大食花（兆）,71,71,45,1255,,-1,false,true
10280,starmie-mega,宝石海星（兆）,121,121,23,800,,-1,false,true
10281,dragonite-mega,快龙（兆）,149,149,22,2900,,-1,false,true
10282,meganium-mega,大竺葵（兆）,154,154,24,2010,,-1,false,true
10283,feraligatr-mega,大力鳄（兆）,160,160,23,1088,,-1,false,true
10284,skarmory-mega,盔甲鸟（兆）,227,227,17,404,,-1,false,true
10285,froslass-mega,雪妖女（兆）,478,478,26,296,,-1,false,true
