id,internal_name,name,type_id,accuracy,effect_chance,pp,priority,power,move_damage_class_id,move_target_id,text,short_effect,effect,min_hits,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance,move_category_id,move_ailment_id
439,rock-wrecker,岩石炮,6,90,,5,0,150,2,10,"向对手发射
巨大的岩石进行攻击。
下一回合自己将无法动弹。",User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,,0,0,0,0,0,0,0,0
440,cross-poison,十字毒刃,4,100,10,20,0,70,2,10,"用毒刃劈开对手。
有时会让对手陷入中毒状态，
也容易击中要害。",Has an increased chance for a critical hit and a 10% chance to poison the target.,Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.,,,0,0,1,10,0,0,4,5
441,gunk-shot,垃圾射击,4,80,30,5,0,120,2,10,"用肮脏的垃圾
撞向对手进行攻击。
有时会让对手陷入中毒状态。",Has a 30% chance to poison the target.,Inflicts regular damage.  Has a 30% chance to poison the target.,,,0,0,0,30,0,0,4,5
442,iron-head,铁头,9,100,30,15,0,80,2,10,"用钢铁般
坚硬的头部进行攻击。
有时会使对手畏缩。",Has a 30% chance to make the target flinch.,Inflicts regular damage.  Has a 30% chance to make the target flinch.,,,0,0,0,0,30,0,0,0
443,magnet-bomb,磁铁炸弹,9,,,20,0,60,2,10,"发射吸住对手的
钢铁炸弹。
攻击必定会命中。",Never misses.,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,,,0,0,0,0,0,0,0,0
444,stone-edge,尖石攻击,6,80,,5,0,100,2,10,"用尖尖的岩石
刺入对手进行攻击。
容易击中要害。",Has an increased chance for a critical hit.,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,,0,0,1,0,0,0,0,0
445,captivate,诱惑,1,100,,20,0,,1,11,"♂诱惑♀或♀诱惑♂，
从而大幅降低对手的特攻。",Lowers the target's Special Attack by two stages if it's the opposite gender.,"Lowers the target's Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.",,,0,0,0,0,0,0,2,0
446,stealth-rock,隐形岩,6,,,20,0,,1,6,"将无数岩石悬浮在对手的周围，
从而对替换出场的对手的
宝可梦给予伤害。",Causes damage when opposing Pokémon switch in.,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon's susceptibility to rock moves.

rapid spin removes this effect from its user's side of the field.",,,0,0,0,0,0,0,11,0
447,grass-knot,打草结,12,100,,20,0,,3,10,"用草缠住并绊倒对手。
对手越重，威力越大。","Inflicts more damage to heavier targets, with a maximum of 120 power.","Inflicts regular damage.  Power increases with the target's weight in kilograms, to a maximum of 120.

Target's weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
",,,0,0,0,0,0,0,0,0
448,chatter,喋喋不休,3,100,100,20,0,65,3,10,"用非常烦人的，
喋喋不休的音波攻击对手。
使对手混乱。",Has a higher chance to confuse the target when the recorded sound is louder.,"Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.

This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.",,5,0,0,0,100,0,0,4,6
449,judgment,制裁光砾,1,100,,10,0,100,3,10,"向对手放出无数的光弹。
属性会根据自己
携带的石板不同而改变。","If the user is holding a appropriate plate or drive, the damage inflicted will match it.","Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",,,0,0,0,0,0,0,0,0
469,wide-guard,广域防守,6,,,10,3,,1,4,"在１回合内防住
击打我方全员的攻击。",Prevents any multi-target moves from hitting friendly Pokémon this turn.,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",,,0,0,0,0,0,0,11,0
450,bug-bite,虫咬,7,100,,20,0,60,2,10,"咬住进行攻击。
当对手携带树果时，
可以食用并获得其效果。","If target has a berry, inflicts double damage and uses the berry.","Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen.",,,0,0,0,0,0,0,0,0
451,charge-beam,充电光束,13,90,70,10,0,50,3,10,"向对手发射电击光束。
由于蓄满电流，
有时会提高自己的特攻。",Has a 70% chance to raise the user's Special Attack by one stage.,Inflicts regular damage.  Has a 70% chance to raise the user's Special Attack by one stage.,,,0,0,0,0,0,70,7,0
452,wood-hammer,木槌,12,100,,15,0,120,2,10,"用坚硬的躯体
撞击对手进行攻击。
自己也会受到不小的伤害。",User receives 1/3 the damage inflicted in recoil.,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,,,-33,0,0,0,0,0,0,0
453,aqua-jet,水流喷射,11,100,,20,1,40,2,10,"以迅雷不及掩耳之势
扑向对手。
必定能够先制攻击。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
454,attack-order,攻击指令,7,100,,15,0,90,2,10,"召唤手下，
让其朝对手发起攻击。
容易击中要害。",Has an increased chance for a critical hit.,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,,0,0,1,0,0,0,0,0
455,defend-order,防御指令,7,,,10,0,,1,7,"召唤手下，
让其附在自己的身体上。
可以提高自己的防御和特防。",Raises the user's Defense and Special Defense by one stage.,Raises the user's Defense and Special Defense by one stage.,,,0,0,0,0,0,0,2,0
456,heal-order,回复指令,7,,,10,0,,1,7,"召唤手下疗伤。
回复自己最大ＨＰ的一半。",Heals the user by half its max HP.,Heals the user for half its max HP.,,,0,50,0,0,0,0,3,0
457,head-smash,双刃头锤,6,80,,5,0,150,2,10,"拼命使出浑身力气，
向对手进行头锤攻击。
自己也会受到非常大的伤害。",User receives 1/2 the damage inflicted in recoil.,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,,,-50,0,0,0,0,0,0,0
458,double-hit,二连击,1,90,,10,0,35,2,10,"使用尾巴等
拍打对手进行攻击。
连续２次给予伤害。",Hits twice in one turn.,Inflicts regular damage.  Hits twice in one turn.,2,,0,0,0,0,0,0,0,0
459,roar-of-time,时光咆哮,16,90,,5,0,150,3,10,"释放出扭曲时间般的
强大力量攻击对手。
下一回合自己将无法动弹。",User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,,0,0,0,0,0,0,0,0
460,spacial-rend,亚空裂斩,16,95,,5,0,100,3,10,"将对手连同周围的空间一起
撕裂并给予伤害。
容易击中要害。",Has an increased chance for a critical hit.,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,,0,0,1,0,0,0,0,0
461,lunar-dance,新月舞,14,,,10,0,,1,7,"虽然自己陷入濒死，
但可以治愈后备上场的
宝可梦的全部状态。","User faints, and its replacement is fully healed.","User faints.  Its replacement's HP and PP are fully restored, and any major status effect is removed.",,,0,0,0,0,0,0,13,0
462,crush-grip,捏碎,1,100,,5,0,,2,10,"用骇人的力量捏碎对手。
对手的ＨＰ越多，
威力越大。","Power increases against targets with more HP remaining, up to a maximum of 121 power.","Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",,,0,0,0,0,0,0,0,0
463,magma-storm,熔岩风暴,10,75,100,5,0,100,3,10,"将对手困在
熊熊燃烧的火焰中，
在４～５回合内进行攻击。",Prevents the target from fleeing and inflicts damage for 2-5 turns.,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",,6,0,0,0,100,0,0,4,8
464,dark-void,暗黑洞,17,50,,10,0,,1,11,"将对手强制拖入黑暗的世界，
从而让对手陷入睡眠状态。",Puts the target to sleep.,Puts the target to sleep.,,4,0,0,0,0,0,0,1,2
465,seed-flare,种子闪光,12,85,40,5,0,120,3,10,"从身体里产生冲击波。
有时会大幅降低对手的特防。",Has a 40% chance to lower the target's Special Defense by two stages.,Inflicts regular damage.  Has a 40% chance to lower the target's Special Defense by two stages.,,,0,0,0,0,0,40,6,0
466,ominous-wind,奇异之风,8,100,10,5,0,60,3,10,"突然刮起毛骨悚然的暴风
攻击对手。有时会提高
自己的全部能力。",Has a 10% chance to raise all of the user's stats by one stage.,Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.,,,0,0,0,10,0,10,7,0
467,shadow-force,暗影潜袭,8,100,,5,0,120,2,10,"第１回合消失踪影，
第２回合攻击对手。
即使对手正受保护，也能击中。","User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.","Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.",,,0,0,0,0,0,0,0,0
468,hone-claws,磨爪,17,,,15,0,,1,7,"将爪子磨得更加锋利。
提高自己的攻击和命中率。",Raises the user's Attack and accuracy by one stage.,Raises the user's Attack and accuracy by one stage.,,,0,0,0,0,0,0,2,0
538,cotton-guard,棉花防守,12,,,10,0,,1,7,"用软绵绵的绒毛包裹住
自己的身体进行守护。
巨幅提高自己的防御。",Raises the user's Defense by three stages.,Raises the user's Defense by three stages.,,,0,0,0,0,0,0,2,0
470,guard-split,防守平分,14,,,10,0,,1,10,"利用超能力将自己和对手的
防御和特防相加，
再进行平分。",Averages Defense and Special Defense with the target.,Averages the user's unmodified Defense with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,,,0,0,0,0,0,0,13,0
471,power-split,力量平分,14,,,10,0,,1,10,"利用超能力将自己和对手的
攻击和特攻相加，
再进行平分。",Averages Attack and Special Attack with the target.,"Averages the user's unmodified Attack with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.

This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day.",,,0,0,0,0,0,0,13,0
472,wonder-room,奇妙空间,14,,,10,0,,1,12,"制造出离奇的空间。
在５回合内互换
所有宝可梦的防御和特防。",All Pokémon's Defense and Special Defense are swapped for 5 turns.,"For five turns (including this one), every Pokémon's Defense and Special Defense are swapped.",,,0,0,0,0,0,0,10,0
473,psyshock,精神冲击,14,100,,10,0,80,3,10,"将神奇的念波实体化攻击对手。
给予物理伤害。","Inflicts damage based on the target's Defense, not Special Defense.","Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",,,0,0,0,0,0,0,0,0
474,venoshock,毒液冲击,4,100,,10,0,65,3,10,"将特殊的毒液泼向对手。
对处于中毒状态的对手，
威力会变成２倍。",Inflicts double damage if the target is Poisoned.,"Inflicts regular damage.  If the target is poisoned, this move has double power.",,,0,0,0,0,0,0,0,0
475,autotomize,身体轻量化,9,,,15,0,,1,7,"削掉身体上没用的部分。
大幅提高自己的速度，
同时体重也会变轻。",Raises the user's Speed by two stages and halves the user's weight.,Raises the user's Speed by two stages.  Halves the user's weight; this effect does not stack.,,,0,0,0,0,0,0,2,0
476,rage-powder,愤怒粉,7,,,20,2,,1,7,"将令人烦躁的粉末撒在自己身上，
用以吸引对手的注意。
使对手的攻击全部指向自己。",Redirects the target's single-target effects to the user for this turn.,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user's ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",,,0,0,0,0,0,0,13,0
477,telekinesis,意念移物,14,,,15,0,,1,10,"利用超能力使对手浮起来。
在３回合内
攻击会变得容易打中对手。",Moves have 100% accuracy against the target for three turns.,"For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.

This effect is removed by gravity.  If Gravity is already in effect, this move will fail.",,3,0,0,0,0,0,0,1,-1
478,magic-room,魔法空间,14,,,10,0,,1,12,"制造出离奇的空间。
在５回合内所有宝可梦
携带道具的效果都会消失。",Negates held items for five turns.,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.",,,0,0,0,0,0,0,10,0
479,smack-down,击落,6,100,100,15,0,50,2,10,"扔石头或炮弹，
攻击飞行的对手。
对手会被击落，掉到地面。",Removes any immunity to Ground damage.,"Inflicts regular damage.  Removes the target's immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target's flying type to be ignored when it takes Ground damage.

If the target isn't immune to Ground damage, this move will fail.

This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.",,,0,0,0,100,0,0,0,-1
480,storm-throw,山岚摔,2,100,,10,0,60,2,10,"向对手使出强烈的一击。
攻击必定会击中要害。",Always scores a critical hit.,Inflicts regular damage.  Always scores a critical hit.,,,0,0,6,0,0,0,0,0
481,flame-burst,烈焰溅射,10,100,,15,0,70,3,10,"如果击中，爆裂的火焰会
攻击到对手。爆裂出的火焰
还会飞溅到旁边的对手。",Deals splash damage to Pokémon next to the target.,"Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.",,,0,0,0,0,0,0,0,0
482,sludge-wave,污泥波,4,100,10,10,0,95,3,9,"用污泥波攻击
自己周围所有的宝可梦。
有时会陷入中毒状态。",Has a 10% chance to poison the target.,Inflicts regular damage.  Has a 10% chance to poison the target.,,,0,0,0,10,0,0,4,5
483,quiver-dance,蝶舞,7,,,20,0,,1,7,"轻巧地跳起神秘而又美丽的舞蹈。
提高自己的特攻、特防和速度。","Raises the user's Special Attack, Special Defense, and Speed by one stage each.","Raises the user's Special Attack, Special Defense, and Speed by one stage each.",,,0,0,0,0,0,0,2,0
484,heavy-slam,重磅冲撞,9,100,,10,0,,2,10,"用沉重的身体撞向对手进行攻击。
自己比对手越重，威力越大。","Power is higher when the user weighs more than the target, up to a maximum of 120.","Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
",,,0,0,0,0,0,0,0,0
485,synchronoise,同步干扰,14,100,,10,0,120,3,9,"用神奇电波对
周围所有和自己属性相同的
宝可梦给予伤害。",Hits any Pokémon that shares a type with the user.,Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.,,,0,0,0,0,0,0,0,0
774,max-steelspike,极巨钢铁,9,,,10,0,10,2,2,"极巨化宝可梦使出的钢属性攻击。
会提高我方的防御。",Inflicts regular damage with no additional effect.,Inflicts regular damage.,,,0,0,0,0,0,0,0,0
486,electro-ball,电球,13,100,,10,0,,3,10,"用电气团撞向对手。
自己比对手速度越快，
威力越大。","Power is higher when the user has greater Speed than the target, up to a maximum of 150.","Inflicts regular damage.  The greater the user's Speed compared to the target's, the higher power this move has, to a maximum of 150.

User's Speed                     | Power
-------------------------------- | ----:
Up to 2× the target's Speed      |    60
Up to 3× the target's Speed      |    80
Up to 4× the target's Speed      |   120
More than 4× the target's Speed  |   150
",,,0,0,0,0,0,0,0,0
487,soak,浸水,11,100,,20,0,,1,10,"将大量的水泼向对手，
从而使其变成水属性。",Changes the target's type to Water.,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.",,,0,0,0,0,0,0,13,0
488,flame-charge,蓄能焰袭,10,100,100,20,0,50,2,10,"让火焰覆盖全身，攻击对手。
积蓄力量并提高自己的速度。",Inflicts regular damage.  Raises the user's Speed by one stage.,Inflicts regular damage.  Raises the user's Speed by one stage.,,,0,0,0,0,0,100,7,0
489,coil,盘蜷,4,,,20,0,,1,7,"盘蜷着集中精神。
提高自己的攻击、防御和命中率。","Raises the user's Attack, Defense, and accuracy by one stage each.","Raises the user's Attack, Defense, and accuracy by one stage each.",,,0,0,0,0,0,0,2,0
490,low-sweep,下盘踢,2,100,100,20,0,65,2,10,"以敏捷的动作瞄准
对手的脚进行攻击。
降低对手的速度。",Lowers the target's Speed by one stage.,Lowers the target's Speed by one stage.,,,0,0,0,0,0,100,6,0
491,acid-spray,酸液炸弹,4,100,100,20,0,40,3,10,"喷出能溶化对手的液体进行攻击。
大幅降低对手的特防。",Lowers the target's Special Defense by two stages.,Inflicts regular damage.  Lowers the target's Special Defense by two stages.,,,0,0,0,0,0,100,6,0
492,foul-play,欺诈,17,100,,15,0,95,2,10,"利用对手的力量进行攻击。
正和自己战斗的对手，
其攻击越高，伤害越大。",Calculates damage with the target's attacking stat.,Inflicts regular damage.  Damage is calculated using the target's attacking stat rather than the user's.,,,0,0,0,0,0,0,0,0
493,simple-beam,单纯光束,1,100,,15,0,,1,10,"向对手发送谜之念波。
接收到念波的对手，
其特性会变为单纯。",Changes the target's ability to Simple.,Changes the target's ability to simple.,,,0,0,0,0,0,0,13,0
494,entrainment,找伙伴,1,100,,15,0,,1,10,"用神奇的节奏跳舞。
使对手模仿自己的动作，
从而将特性变成一样。",Copies the user's ability onto the target.,Changes the target's ability to match the user's.  This effect ends when the target leaves battle.,,,0,0,0,0,0,0,13,0
495,after-you,您先请,1,,,15,0,,1,10,"支援我方或对手的行动，
使其紧接着此招式之后行动。",Makes the target act next this turn.,"The target will act next this turn, regardless of Speed or move priority.
If the target has already acted this turn, this move will fail.",,,0,0,0,0,0,0,13,0
496,round,轮唱,1,100,,15,0,60,3,10,"用歌声攻击对手。
同伴还可以接着使出轮唱招式，
威力也会提高。",Has double power if it's used more than once per turn.,"Inflicts regular damage.  If round has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.",,,0,0,0,0,0,0,0,0
497,echoed-voice,回声,1,100,,15,0,40,3,10,"用回声攻击对手。
如果每回合都有宝可梦接着
使用该招式，威力就会提高。","Power increases by 100% for each consecutive use by any friendly Pokémon, to a maximum of 200.","Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200.",,,0,0,0,0,0,0,0,0
498,chip-away,逐步击破,1,100,,20,0,70,2,10,"看准机会稳步攻击。
无视对手的能力变化，
直接给予伤害。",Ignores the target's stat modifiers.,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",,,0,0,0,0,0,0,0,0
499,clear-smog,清除之烟,4,,,15,0,50,3,10,"向对手投掷
特殊的泥块进行攻击。
使其能力变回原点。",Removes all of the target's stat modifiers.,Inflicts regular damage.  All of the target's stat modifiers are reset to zero.,,,0,0,0,0,0,0,0,0
500,stored-power,辅助力量,14,100,,10,0,20,3,10,"用蓄积起来的力量攻击对手。
自己的能力提高得越多，
威力就越大。","Power is higher the more the user's stats have been raised, to a maximum of 31×.","Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.",,,0,0,0,0,0,0,0,0
501,quick-guard,快速防守,2,,,15,3,,1,4,"守护自己和同伴，
以防对手的先制攻击。",Prevents any priority moves from hitting friendly Pokémon this turn.,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",,,0,0,0,0,0,0,11,0
502,ally-switch,交换场地,14,,,15,2,,1,7,"用神奇的力量瞬间移动，
互换自己和同伴所在的位置。",User switches places with the friendly Pokémon opposite it.,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",,,0,0,0,0,0,0,13,0
503,scald,热水,11,100,30,15,0,80,3,10,"向对手喷射
煮得翻滚的开水进行攻击。
有时会让对手陷入灼伤状态。",Has a 30% chance to burn the target.,Inflicts regular damage.  Has a 30% chance to burn the target.,,,0,0,0,30,0,0,4,4
598,eerie-impulse,怪异电波,13,100,,15,0,,1,10,"从身体放射出怪异电波，
让对手沐浴其中，
从而大幅降低其特攻。",Lowers the target's Special Attack by two stages.,Lowers the target's Special Attack by two stages.,,,0,0,0,0,0,0,2,0
504,shell-smash,破壳,1,,,15,0,,1,7,"打破外壳，
降低自己的防御和特防，
但大幅提高攻击、特攻和速度。","Raises user's Attack, Special Attack, and Speed by two stages.  Lower user's Defense and Special Defense by one stage.","Raises the user's Attack, Special Attack, and Speed by two stages each.  Lowers the user's Defense and Special Defense by one stage each.",,,0,0,0,0,0,0,13,0
505,heal-pulse,治愈波动,14,,,10,0,,1,10,"放出治愈波动，
从而回复对手
最大ＨＰ的一半。",Heals the target for half its max HP.,Heals the target for half its max HP.,,,0,50,0,0,0,0,3,0
506,hex,祸不单行,8,100,,10,0,65,3,10,"接二连三地进行攻击。
对处于异常状态的对手
给予较大的伤害。",Has double power if the target has a major status ailment.,"Inflicts regular damage.  If the target has a major status ailment, this move has double power.",,,0,0,0,0,0,0,0,0
507,sky-drop,自由落体,3,100,,10,0,60,2,10,"第１回合将对手带到空中，
第２回合将其摔下进行攻击。
被带到空中的对手不能动弹。","Carries the target high into the air, dodging all attacks against either, and drops it next turn.","Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is flying-type, this move will function as normal but inflict no damage.

gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.

The damage from hail and sandstorm still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.

*Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",,,0,0,0,0,0,0,0,0
508,shift-gear,换档,9,,,10,0,,1,7,"转动齿轮，
不仅提高自己的攻击，
还会大幅提高速度。",Raises the user's Attack by one stage and its Speed by two stages.,Raises the user's Attack by one stage and its Speed by two stages.,,,0,0,0,0,0,0,2,0
509,circle-throw,巴投,2,90,,10,-6,60,2,10,"扔飞对手，强制拉后备宝可梦上场。
如果对手为野生宝可梦，
战斗将直接结束。",Ends wild battles.  Forces trainers to switch Pokémon.,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",,,0,0,0,0,0,0,0,0
510,incinerate,烧尽,10,100,,15,0,60,3,11,"用火焰攻击对手。
对手携带树果等时，
会烧掉，使其不能使用。",Destroys the target's held berry.,"Inflicts regular damage.  If the target is holding a berry, it's destroyed and cannot be used in response to this move.",,,0,0,0,0,0,0,0,0
511,quash,延后,17,100,,15,0,,1,10,"压制对手，
从而将其行动顺序放到最后。",Makes the target act last this turn.,"Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail.",,,0,0,0,0,0,0,13,0
512,acrobatics,杂技,3,100,,15,0,55,2,10,"轻巧地攻击对手。
自己没有携带道具时，
会给予较大的伤害。",Has double power if the user has no held item.,"Inflicts regular damage.  If the user has no held item, this move has double power.",,,0,0,0,0,0,0,0,0
513,reflect-type,镜面属性,1,,,15,0,,1,10,"反射对手的属性，
让自己也变成一样的属性。",User becomes the target's type.,User's type changes to match the target's.,,,0,0,0,0,0,0,13,0
514,retaliate,报仇,1,100,,5,0,70,2,10,"为倒下的同伴报仇。
如果上一回合有同伴倒下，
威力就会提高。",Has double power if a friendly Pokémon fainted last turn.,"Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.",,,0,0,0,0,0,0,0,0
515,final-gambit,搏命,2,100,,5,0,,3,10,"拼命攻击对手。
虽然自己陷入濒死，但会给予对手
和自己目前ＨＰ等量的伤害。",Inflicts damage equal to the user's remaining HP.  User faints.,Inflicts damage equal to the user's remaining HP.  User faints.,,,0,0,0,0,0,0,0,0
516,bestow,传递礼物,1,,,15,0,,1,10,"当对手未携带道具时，
能够将自己携带的道具交给对手。",Gives the user's held item to the target.,"Transfers the user's held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",,,0,0,0,0,0,0,13,0
517,inferno,炼狱,10,50,100,5,0,100,3,10,"用烈焰包裹住对手进行攻击。
让对手陷入灼伤状态。",Has a 100% chance to burn the target.,Inflicts regular damage.  Has a 100% chance to burn the target.,,,0,0,0,100,0,0,4,4
518,water-pledge,水之誓约,11,100,,10,0,80,3,10,"用水柱进行攻击。
如果和火组合，威力就会提高，
天空中会挂上彩虹。","With Grass Pledge, halves opposing Pokémon's Speed for four turns.","Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).",,,0,0,0,0,0,0,0,0
519,fire-pledge,火之誓约,10,100,,10,0,80,3,10,"用火柱进行攻击。
如果和草组合，威力就会提高，
周围会变成火海。","With Water Pledge, doubles the effect chance of friendly Pokémon's moves for four turns.","Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).",,,0,0,0,0,0,0,0,0
539,night-daze,暗黑爆破,17,95,40,10,0,85,3,10,"放出黑暗的冲击波攻击对手。
有时会降低对手的命中率。",Has a 40% chance to lower the target's accuracy by one stage.,Inflicts regular damage.  Has a 40% chance to lower the target's accuracy by one stage.,,,0,0,0,0,0,40,6,0
520,grass-pledge,草之誓约,12,100,,10,0,80,3,10,"用草柱进行攻击。
如果和水组合，威力就会提高，
周围会变成湿地。","With Fire Pledge, damages opposing Pokémon for 1/8 their max HP every turn for four turns.","Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).",,,0,0,0,0,0,0,0,0
521,volt-switch,伏特替换,13,100,,20,0,70,3,10,"在攻击之后急速返回，
和后备宝可梦进行替换。",User must switch out after attacking.,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end.",,,0,0,0,0,0,0,0,0
522,struggle-bug,虫之抵抗,7,100,100,20,0,50,3,11,"抵抗并攻击对手。
降低对手的特攻。",Has a 100% chance to lower the target's Special Attack by one stage.,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.,,,0,0,0,0,0,100,6,0
523,bulldoze,重踏,5,100,100,20,0,60,2,9,"用力踩踏地面并攻击
自己周围所有的宝可梦。
降低对方的速度。",Has a 100% chance to lower the target's Speed by one stage.,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.,,,0,0,0,0,0,100,6,0
