id,code,name,creature_id,version_group_id,form_name,sort_order,form_order,battle_only,default_form,enhanced_form,enabled
945,grafaiai,grafaiai,945,25,,1379,1,false,true,false,true
946,bramblin,bramblin,946,25,,1384,1,false,true,false,true
947,brambleghast,brambleghast,947,25,,1385,1,false,true,false,true
948,toedscool,toedscool,948,25,,1414,1,false,true,false,true
949,toedscruel,toedscruel,949,25,,1415,1,false,true,false,true
950,klawf,klawf,950,25,,1371,1,false,true,false,true
951,capsakid,capsakid,951,25,,1342,1,false,true,false,true
952,scovillain,scovillain,952,25,,1343,1,false,true,false,true
953,rellor,rellor,953,25,,1326,1,false,true,false,true
954,rabsca,rabsca,954,25,,1327,1,false,true,false,true
955,flittle,flittle,955,25,,1330,1,false,true,false,true
956,espathra,espathra,956,25,,1331,1,false,true,false,true
957,tinkatink,tinkatink,957,25,,1408,1,false,true,false,true
958,tinkatuff,tinkatuff,958,25,,1409,1,false,true,false,true
959,tinkaton,tinkaton,959,25,,1410,1,false,true,false,true
960,wiglett,wiglett,960,25,,1333,1,false,true,false,true
961,wugtrio,wugtrio,961,25,,1334,1,false,true,false,true
962,bombirdier,bombirdier,962,25,,1368,1,false,true,false,true
963,finizen,finizen,963,25,,1337,1,false,true,false,true
964,palafin-zero,Zero Form Palafin,964,25,zero,1338,1,false,true,false,true
965,varoom,varoom,965,25,,1347,1,false,true,false,true
966,revavroom,revavroom,966,25,,1348,1,false,true,false,true
967,cyclizar,cyclizar,967,25,,1361,1,false,true,false,true
968,orthworm,orthworm,968,25,,1349,1,false,true,false,true
969,glimmet,glimmet,969,25,,1375,1,false,true,false,true
970,glimmora,glimmora,970,25,,1376,1,false,true,false,true
971,greavard,greavard,971,25,,1328,1,false,true,false,true
972,houndstone,houndstone,972,25,,1329,1,false,true,false,true
973,flamigo,flamigo,973,25,,1370,1,false,true,false,true
974,cetoddle,cetoddle,974,25,,1352,1,false,true,false,true
975,cetitan,cetitan,975,25,,1353,1,false,true,false,true
976,veluza,veluza,976,25,,1336,1,false,true,false,true
977,dondozo,dondozo,977,25,,1335,1,false,true,false,true
978,tatsugiri-curly,Curly Form Tatsugiri,978,25,curly,1358,1,false,true,false,true
979,annihilape,annihilape,979,25,,1418,1,false,true,false,true
980,clodsire,clodsire,980,25,,1417,1,false,true,false,true
981,farigiraf,farigiraf,981,25,,1332,1,false,true,false,true
982,dudunsparce-two-segment,Two-Segment Form Dudunsparce,982,25,two-segment,1321,1,false,true,false,true
983,kingambit,kingambit,983,25,,1416,1,false,true,false,true
984,great-tusk,great-tusk,984,25,,1388,1,false,true,false,true
985,scream-tail,scream-tail,985,25,,1391,1,false,true,false,true
986,brute-bonnet,brute-bonnet,986,25,,1389,1,false,true,false,true
987,flutter-mane,flutter-mane,987,25,,1392,1,false,true,false,true
988,slither-wing,slither-wing,988,25,,1393,1,false,true,false,true
989,sandy-shocks,sandy-shocks,989,25,,1390,1,false,true,false,true
990,iron-treads,iron-treads,990,25,,1395,1,false,true,false,true
991,iron-bundle,iron-bundle,991,25,,1400,1,false,true,false,true
992,iron-hands,iron-hands,992,25,,1397,1,false,true,false,true
993,iron-jugulis,iron-jugulis,993,25,,1398,1,false,true,false,true
994,iron-moth,iron-moth,994,25,,1396,1,false,true,false,true
995,iron-thorns,iron-thorns,995,25,,1399,1,false,true,false,true
996,frigibax,frigibax,996,25,,1354,1,false,true,false,true
997,arctibax,arctibax,997,25,,1355,1,false,true,false,true
998,baxcalibur,baxcalibur,998,25,,1356,1,false,true,false,true
999,gimmighoul-chest,Chest Form Gimmighoul,999,25,chest,1386,1,false,true,false,true
1000,gholdengo,gholdengo,1000,25,,1387,1,false,true,false,true
1001,wo-chien,wo-chien,1001,25,,1404,1,false,true,false,true
1002,chien-pao,chien-pao,1002,25,,1403,1,false,true,false,true
1003,ting-lu,ting-lu,1003,25,,1402,1,false,true,false,true
1004,chi-yu,chi-yu,1004,25,,1405,1,false,true,false,true
1005,roaring-moon,roaring-moon,1005,25,,1394,1,false,true,false,true
1006,iron-valiant,iron-valiant,1006,25,,1401,1,false,true,false,true
1007,koraidon-apex-build,Koraidon Forme Finale,1007,25,apex-build,1406,1,false,true,false,true
1008,miraidon-ultimate-mode,Miraidon Mode Ultime,1008,25,ultimate-mode,1407,1,false,true,false,true
1009,walking-wake,walking-wake,1009,25,,1419,1,false,true,false,true
1010,iron-leaves,iron-leaves,1010,25,,1420,1,false,true,false,true
1011,dipplin,dipplin,1011,26,,1422,1,false,true,false,true
1012,poltchageist-counterfeit,Counterfeit Form Poltchageist,1012,26,counterfeit,1423,1,false,true,false,true
1013,sinistcha-unremarkable,Unremarkable Form Sinistcha,1013,26,unremarkable,1425,1,false,true,false,true
1014,okidogi,okidogi,1014,26,,1427,1,false,true,false,true
1015,munkidori,munkidori,1015,26,,1428,1,false,true,false,true
1016,fezandipiti,fezandipiti,1016,26,,1429,1,false,true,false,true
1017,ogerpon,Teal Mask Ogerpon,1017,26,,1430,1,false,true,false,true
1018,archaludon,archaludon,1018,27,,1434,1,false,true,false,true
1019,hydrapple,hydrapple,1019,27,,1435,1,false,true,false,true
1020,gouging-fire,gouging-fire,1020,27,,1436,1,false,true,false,true
1021,raging-bolt,raging-bolt,1021,27,,1437,1,false,true,false,true
1022,iron-boulder,iron-boulder,1022,27,,1438,1,false,true,false,true
1023,iron-crown,iron-crown,1023,27,,1439,1,false,true,false,true
1024,terapagos,Normal Form Terapagos,1024,27,,1440,1,false,true,false,true
1025,pecharunt,pecharunt,1025,27,,1443,1,false,true,false,true
10001,unown-b,Unown B,201,3,b,307,2,false,false,false,true
10002,unown-c,Unown C,201,3,c,308,3,false,false,false,true
10003,unown-d,Unown D,201,3,d,309,4,false,false,false,true
10004,unown-e,Unown E,201,3,e,310,5,false,false,false,true
10005,unown-f,Unown F,201,3,f,311,6,false,false,false,true
10006,unown-g,Unown G,201,3,g,312,7,false,false,false,true
10007,unown-h,Unown H,201,3,h,313,8,false,false,false,true
10008,unown-i,Unown I,201,3,i,314,9,false,false,false,true
10009,unown-j,Unown J,201,3,j,315,10,false,false,false,true
10010,unown-k,Unown K,201,3,k,316,11,false,false,false,true
10011,unown-l,Unown L,201,3,l,317,12,false,false,false,true
10012,unown-m,Unown M,201,3,m,318,13,false,false,false,true
10013,unown-n,Unown N,201,3,n,319,14,false,false,false,true
10014,unown-o,Unown O,201,3,o,320,15,false,false,false,true
10015,unown-p,Unown P,201,3,p,321,16,false,false,false,true
10016,unown-q,Unown Q,201,3,q,322,17,false,false,false,true
10017,unown-r,Unown R,201,3,r,323,18,false,false,false,true
10018,unown-s,Unown S,201,3,s,324,19,false,false,false,true
10019,unown-t,Unown T,201,3,t,325,20,false,false,false,true
10020,unown-u,Unown U,201,3,u,326,21,false,false,false,true
10021,unown-v,Unown V,201,3,v,327,22,false,false,false,true
10022,unown-w,Unown W,201,3,w,328,23,false,false,false,true
10023,unown-x,Unown X,201,3,x,329,24,false,false,false,true
10024,unown-y,Unown Y,201,3,y,330,25,false,false,false,true
10025,unown-z,Unown Z,201,3,z,331,26,false,false,false,true
10026,unown-exclamation,Unown !,201,5,exclamation,332,27,false,false,false,true
10027,unown-question,Unown ?,201,5,question,333,28,false,false,false,true
10028,castform-sunny,Sunny Castform,10013,5,sunny,502,2,true,true,false,true
10029,castform-rainy,Rainy Castform,10014,5,rainy,503,3,true,true,false,true
10030,castform-snowy,Snowy Castform,10015,5,snowy,504,4,true,true,false,true
10031,deoxys-attack,Attack Deoxys,10001,7,attack,555,2,false,true,false,true
10032,deoxys-defense,Defense Deoxys,10002,7,defense,556,3,false,true,false,true
10033,deoxys-speed,Speed Deoxys,10003,6,speed,557,4,false,true,false,true
10034,burmy-sandy,Sandy Burmy,412,8,sandy,583,2,false,false,false,true
10035,burmy-trash,Trash Burmy,412,8,trash,584,3,false,false,false,true
10036,wormadam-sandy,Sandy Wormadam,10004,8,sandy,586,2,false,true,false,true
10037,wormadam-trash,Trash Wormadam,10005,8,trash,587,3,false,true,false,true
10038,cherrim-sunshine,Sunshine Cherrim,421,8,sunshine,598,2,true,false,false,true
10039,shellos-east,East Shellos,422,8,east,600,2,false,false,false,true
10040,gastrodon-east,East Gastrodon,423,8,east,602,2,false,false,false,true
10041,arceus-bug,Bug Arceus,493,8,bug,666,7,false,false,false,true
10042,arceus-dark,Dark Arceus,493,8,dark,676,17,false,false,false,true
10043,arceus-dragon,Dragon Arceus,493,8,dragon,675,16,false,false,false,true
10044,arceus-electric,Electric Arceus,493,8,electric,672,13,false,false,false,true
10045,arceus-fighting,Fighting Arceus,493,8,fighting,661,2,false,false,false,true
10046,arceus-fire,Fire Arceus,493,8,fire,669,10,false,false,false,true
10047,arceus-flying,Flying Arceus,493,8,flying,662,3,false,false,false,true
10048,arceus-ghost,Ghost Arceus,493,8,ghost,667,8,false,false,false,true
10049,arceus-grass,Grass Arceus,493,8,grass,671,12,false,false,false,true
10050,arceus-ground,Ground Arceus,493,8,ground,664,5,false,false,false,true
10051,arceus-ice,Ice Arceus,493,8,ice,674,15,false,false,false,true
10052,arceus-poison,Poison Arceus,493,8,poison,663,4,false,false,false,true
10053,arceus-psychic,Psychic Arceus,493,8,psychic,673,14,false,false,false,true
10054,arceus-rock,Rock Arceus,493,8,rock,665,6,false,false,false,true
10055,arceus-steel,Steel Arceus,493,8,steel,668,9,false,false,false,true
10056,arceus-water,Water Arceus,493,8,water,670,11,false,false,false,true
10057,arceus-unknown,??? Arceus,493,8,unknown,678,19,false,false,false,true
10058,rotom-heat,Heat Rotom,10008,9,heat,638,2,false,true,false,true
10059,rotom-wash,Wash Rotom,10009,9,wash,639,3,false,true,false,true
10060,rotom-frost,Frost Rotom,10010,9,frost,640,4,false,true,false,true
10061,rotom-fan,Fan Rotom,10011,9,fan,641,5,false,true,false,true
10062,rotom-mow,Mow Rotom,10012,9,mow,642,6,false,true,false,true
10063,giratina-origin,Origin Giratina,10007,9,origin,652,2,false,true,false,true
10064,shaymin-sky,Sky Shaymin,10006,9,sky,659,2,false,true,false,true
10065,pichu-spiky-eared,Spiky-eared Pichu,172,10,spiky-eared,35,2,false,false,false,true
10066,basculin-blue-striped,Blue-Striped Basculin,10016,11,blue-striped,740,2,false,true,false,true
10067,darmanitan-zen,Zen Darmanitan,10017,11,zen,747,2,true,true,false,true
10068,deerling-summer,Summer Deerling,585,11,summer,782,2,false,false,false,true
10069,deerling-autumn,Autumn Deerling,585,11,autumn,783,3,false,false,false,true
10070,deerling-winter,Winter Deerling,585,11,winter,784,4,false,false,false,true
10071,sawsbuck-summer,Summer Sawsbuck,586,11,summer,786,2,false,false,false,true
10072,sawsbuck-autumn,Autumn Sawsbuck,586,11,autumn,787,3,false,false,false,true
10073,sawsbuck-winter,Winter Sawsbuck,586,11,winter,788,4,false,false,false,true
10074,meloetta-pirouette,Pirouette Meloetta,10018,11,pirouette,861,2,true,true,false,true
10075,genesect-douse,Douse Genesect,649,11,douse,863,2,false,false,false,true
10076,genesect-shock,Shock Genesect,649,11,shock,864,3,false,false,false,true
10077,genesect-burn,Burn Genesect,649,11,burn,865,4,false,false,false,true
10078,genesect-chill,Chill Genesect,649,11,chill,866,5,false,false,false,true
10079,tornadus-therian,Therian Tornadus,10019,14,therian,848,2,false,true,false,true
10080,thundurus-therian,Therian Thundurus,10020,14,therian,850,2,false,true,false,true
10081,landorus-therian,Therian Landorus,10021,14,therian,854,2,false,true,false,true
10082,kyurem-black,Black Kyurem,10022,14,black,857,3,false,true,false,true
10083,kyurem-white,White Kyurem,10023,14,white,856,2,false,true,false,true
10084,keldeo-resolute,Resolute Keldeo,10024,14,resolute,859,2,false,true,false,true
10085,arceus-fairy,Fairy Arceus,493,15,fairy,677,18,false,false,false,true
10086,vivillon-icy-snow,Icy Snow Vivillon,666,15,icy-snow,926,1,false,false,false,true
10087,vivillon-polar,Polar Vivillon,666,15,polar,927,2,false,false,false,true
10088,vivillon-tundra,Tundra Vivillon,666,15,tundra,928,3,false,false,false,true
10089,vivillon-continental,Continental Vivillon,666,15,continental,929,4,false,false,false,true
10090,vivillon-garden,Garden Vivillon,666,15,garden,930,5,false,false,false,true
10091,vivillon-elegant,Elegant Vivillon,666,15,elegant,931,6,false,false,false,true
10092,vivillon-modern,Modern Vivillon,666,15,modern,933,8,false,false,false,true
10093,vivillon-marine,Marine Vivillon,666,15,marine,934,9,false,false,false,true
10094,vivillon-archipelago,Archipelago Vivillon,666,15,archipelago,935,10,false,false,false,true
10095,vivillon-high-plains,High Plains Vivillon,666,15,high-plains,936,11,false,false,false,true
10096,vivillon-sandstorm,Sandstorm Vivillon,666,15,sandstorm,937,12,false,false,false,true
10097,vivillon-river,River Vivillon,666,15,river,938,13,false,false,false,true
10098,vivillon-monsoon,Monsoon Vivillon,666,15,monsoon,939,14,false,false,false,true
10099,vivillon-savanna,Savanna Vivillon,666,15,savanna,940,15,false,false,false,true
10100,vivillon-sun,Sun Vivillon,666,15,sun,941,16,false,false,false,true
10101,vivillon-ocean,Ocean Vivillon,666,15,ocean,942,17,false,false,false,true
10102,vivillon-jungle,Jungle Vivillon,666,15,jungle,943,18,false,false,false,true
10103,flabebe-yellow,Yellow Flabébé,669,15,yellow,950,2,false,false,false,true
10104,flabebe-orange,Orange Flabébé,669,15,orange,951,3,false,false,false,true
10105,flabebe-blue,Blue Flabébé,669,15,blue,952,4,false,false,false,true
10106,flabebe-white,White Flabébé,669,15,white,953,5,false,false,false,true
10107,floette-yellow,Yellow Floette,670,15,yellow,955,2,false,false,false,true
10108,floette-orange,Orange Floette,670,15,orange,956,3,false,false,false,true
10109,floette-blue,Blue Floette,670,15,blue,957,4,false,false,false,true
10110,floette-white,White Floette,670,15,white,958,5,false,false,false,true
10111,florges-yellow,Yellow Florges,671,15,yellow,962,2,false,false,false,true
10112,florges-orange,Orange Florges,671,15,orange,963,3,false,false,false,true
10113,florges-blue,Blue Florges,671,15,blue,964,4,false,false,false,true
10114,florges-white,White Florges,671,15,white,965,5,false,false,false,true
10115,furfrou-heart,Heart Furfrou,676,15,heart,971,2,false,false,false,true
10116,furfrou-star,Star Furfrou,676,15,star,972,3,false,false,false,true
10117,furfrou-diamond,Diamond Furfrou,676,15,diamond,973,4,false,false,false,true
10118,furfrou-debutante,Debutante Furfrou,676,15,debutante,974,5,false,false,false,true
10119,furfrou-matron,Matron Furfrou,676,15,matron,975,6,false,false,false,true
10120,furfrou-dandy,Dandy Furfrou,676,15,dandy,976,7,false,false,false,true
10121,furfrou-la-reine,La Reine Furfrou,676,15,la-reine,977,8,false,false,false,true
10122,furfrou-kabuki,Kabuki Furfrou,676,15,kabuki,978,9,false,false,false,true
10123,furfrou-pharaoh,Pharaoh Furfrou,676,15,pharaoh,979,10,false,false,false,true
10124,meowstic-female,Female Meowstic,10025,15,female,982,2,false,true,false,true
10125,aegislash-blade,Blade Aegislash,10026,15,blade,988,2,true,true,false,true
10126,pumpkaboo-small,Small Pumpkaboo,10027,15,small,1021,2,false,true,false,true
10127,pumpkaboo-large,Large Pumpkaboo,10028,15,large,1022,3,false,true,false,true
10128,pumpkaboo-super,Super Pumpkaboo,10029,15,super,1023,4,false,true,false,true
10129,gourgeist-small,Small Gourgeist,10030,15,small,1025,2,false,true,false,true
10130,gourgeist-large,Large Gourgeist,10031,15,large,1026,3,false,true,false,true
10131,gourgeist-super,Super Gourgeist,10032,15,super,1027,4,false,true,false,true
10132,xerneas-neutral,Neutral Xerneas,716,15,neutral,1032,1,false,true,false,true
10133,venusaur-mega,Mega Venusaur,10033,15,mega,4,2,true,true,true,true
10134,charizard-mega-x,Mega Charizard X,10034,15,mega-x,8,2,true,true,true,true
10135,charizard-mega-y,Mega Charizard Y,10035,15,mega-y,9,3,true,true,true,true
10136,blastoise-mega,Mega Blastoise,10036,15,mega,13,2,true,true,true,true
10137,alakazam-mega,Mega Alakazam,10037,15,mega,110,2,true,true,true,true
10138,gengar-mega,Mega Gengar,10038,15,mega,155,2,true,true,true,true
10139,kangaskhan-mega,Mega Kangaskhan,10039,15,mega,190,2,true,true,true,true
10140,pinsir-mega,Mega Pinsir,10040,15,mega,214,2,true,true,true,true
10141,gyarados-mega,Mega Gyarados,10041,15,mega,218,2,true,true,true,true
10142,aerodactyl-mega,Mega Aerodactyl,10042,15,mega,239,2,true,true,true,true
10143,mewtwo-mega-x,Mega Mewtwo X,10043,15,mega-x,253,2,true,true,true,true
10144,mewtwo-mega-y,Mega Mewtwo Y,10044,15,mega-y,254,3,true,true,true,true
10145,ampharos-mega,Mega Ampharos,10045,15,mega,285,2,true,true,true,true
10146,scizor-mega,Mega Scizor,10046,15,mega,204,2,true,true,true,true
10147,heracross-mega,Mega Heracross,10047,15,mega,347,2,true,true,true,true
10148,houndoom-mega,Mega Houndoom,10048,15,mega,368,2,true,true,true,true
10149,tyranitar-mega,Mega Tyranitar,10049,15,mega,380,2,true,true,true,true
10150,blaziken-mega,Mega Blaziken,10050,15,mega,391,2,true,true,true,true
10151,gardevoir-mega,Mega Gardevoir,10051,15,mega,420,2,true,true,true,true
10152,mawile-mega,Mega Mawile,10052,15,mega,445,2,true,true,true,true
10153,aggron-mega,Mega Aggron,10053,15,mega,449,2,true,true,true,true
10154,medicham-mega,Mega Medicham,10054,15,mega,452,2,true,true,true,true
10155,manectric-mega,Mega Manectric,10055,15,mega,455,2,true,true,true,true
10156,banette-mega,Mega Banette,10056,15,mega,508,2,true,true,true,true
10157,absol-mega,Mega Absol,10057,15,mega,517,2,true,true,true,true
10158,garchomp-mega,Mega Garchomp,10058,15,mega,619,2,true,true,true,true
10159,lucario-mega,Mega Lucario,10059,15,mega,623,2,true,true,true,true
10160,abomasnow-mega,Mega Abomasnow,10060,15,mega,636,2,true,true,true,true
10161,vivillon-fancy,Fancy Vivillon,666,15,fancy,944,19,false,false,false,true
10162,vivillon-poke-ball,Poké Ball Vivillon,666,15,poke-ball,945,20,false,false,false,true
10163,floette-eternal,Eternal Floette,10061,15,eternal,959,6,false,true,false,true
10164,latias-mega,Mega Latias,10062,15,mega,544,2,true,true,true,true
10165,latios-mega,Mega Latios,10063,15,mega,546,2,true,true,true,true
10166,swampert-mega,Mega Swampert,10064,16,mega,395,2,true,true,true,true
10167,sceptile-mega,Mega Sceptile,10065,16,mega,387,2,true,true,true,true
10168,sableye-mega,Mega Sableye,10066,16,mega,443,2,true,true,true,true
10169,altaria-mega,Mega Altaria,10067,16,mega,484,2,true,true,true,true
10170,gallade-mega,Mega Gallade,10068,16,mega,422,2,true,true,true,true
10171,audino-mega,Mega Audino,10069,16,mega,719,2,true,true,true,true
10172,sharpedo-mega,Mega Sharpedo,10070,16,mega,467,2,true,true,true,true
10173,slowbro-mega,Mega Slowbro,10071,16,mega,133,2,true,true,true,true
10174,steelix-mega,Mega Steelix,10072,16,mega,158,2,true,true,true,true
10175,pidgeot-mega,Mega Pidgeot,10073,16,mega,24,2,true,true,true,true
10176,glalie-mega,Mega Glalie,10074,16,mega,521,2,true,true,true,true
10177,diancie-mega,Mega Diancie,10075,16,mega,1042,2,true,true,true,true
10178,metagross-mega,Mega Metagross,10076,16,mega,539,2,true,true,true,true
10179,kyogre-primal,Primal Kyogre,10077,16,primal,548,2,true,true,false,true
10180,groudon-primal,Primal Groudon,10078,16,primal,550,2,true,true,false,true
10181,rayquaza-mega,Mega Rayquaza,10079,16,mega,552,2,true,true,true,true
10182,pikachu-rock-star,Pikachu Rock Star,10080,16,rock-star,38,3,false,true,false,true
10183,pikachu-belle,Pikachu Belle,10081,16,belle,39,4,false,true,false,true
10184,pikachu-pop-star,Pikachu Pop Star,10082,16,pop-star,40,5,false,true,false,true
10185,pikachu-phd,Pikachu Ph.D.,10083,16,phd,41,6,false,true,false,true
10186,pikachu-libre,Pikachu Libre,10084,16,libre,42,7,false,true,false,true
10187,pikachu-cosplay,Cosplay Pikachu,10085,16,cosplay,37,2,false,true,false,true
10188,hoopa-unbound,Hoopa Unbound,10086,16,unbound,1044,2,false,true,false,true
10189,camerupt-mega,Mega Camerupt,10087,16,mega,472,2,true,true,true,true
10190,lopunny-mega,Mega Lopunny,10088,16,mega,607,2,true,true,true,true
10191,salamence-mega,Mega Salamence,10089,16,mega,535,2,true,true,true,true
10192,beedrill-mega,Mega Beedrill,10090,16,mega,20,2,true,true,true,true
10193,rattata-alola,Alolan Rattata,10091,17,alola,26,2,false,true,false,true
10194,raticate-alola,Alolan Raticate,10092,17,alola,28,2,false,true,false,true
10195,raticate-totem-alola,Totem Alolan Raticate,10093,17,totem-alola,29,3,false,true,false,true
10196,pikachu-original-cap,Original Cap Pikachu,10094,17,original-cap,43,8,false,true,false,true
10197,pikachu-hoenn-cap,Hoenn Cap Pikachu,10095,17,hoenn-cap,44,9,false,true,false,true
10198,pikachu-sinnoh-cap,Sinnoh Cap Pikachu,10096,17,sinnoh-cap,45,10,false,true,false,true
10199,pikachu-unova-cap,Unova Cap Pikachu,10097,17,unova-cap,46,11,false,true,false,true
10200,pikachu-kalos-cap,Kalos Cap Pikachu,10098,17,kalos-cap,47,12,false,true,false,true
10201,pikachu-alola-cap,Alola Cap Pikachu,10099,17,alola-cap,48,13,false,true,false,true
10202,raichu-alola,Alolan Raichu,10100,17,alola,53,2,false,true,false,true
10203,sandshrew-alola,Alolan Sandshrew,10101,17,alola,57,2,false,true,false,true
10204,sandslash-alola,Alolan Sandslash,10102,17,alola,59,2,false,true,false,true
10205,vulpix-alola,Alolan Vulpix,10103,17,alola,71,2,false,true,false,true
10206,ninetales-alola,Alolan Ninetales,10104,17,alola,73,2,false,true,false,true
10207,diglett-alola,Alolan Diglett,10105,17,alola,89,2,false,true,false,true
10208,dugtrio-alola,Alolan Dugtrio,10106,17,alola,91,2,false,true,false,true
10209,meowth-alola,Alolan Meowth,10107,17,alola,93,2,false,true,false,true
10210,persian-alola,Alolan Persian,10108,17,alola,96,2,false,true,false,true
10211,geodude-alola,Alolan Geodude,10109,17,alola,121,2,false,true,false,true
10212,graveler-alola,Alolan Graveler,10110,17,alola,123,2,false,true,false,true
10213,golem-alola,Alolan Golem,10111,17,alola,125,2,false,true,false,true
10214,grimer-alola,Alolan Grimer,10112,17,alola,147,2,false,true,false,true
10215,muk-alola,Alolan Muk,10113,17,alola,149,2,false,true,false,true
10216,exeggutor-alola,Alolan Exeggutor,10114,17,alola,167,2,false,true,false,true
10217,marowak-alola,Alolan Marowak,10115,17,alola,170,2,false,true,false,true
10218,greninja-battle-bond,Battle Bond Greninja,10116,17,battle-bond,878,2,false,true,false,true
10219,greninja-ash,Ash’s Greninja,10117,17,ash,879,3,true,true,false,true
10220,zygarde-10-power-construct,10% Zygarde,10118,17,10-power-construct,1037,3,false,true,false,true
10221,zygarde-50-power-construct,50% Zygarde,10119,17,50-power-construct,1038,4,false,true,false,true
10222,zygarde-complete,Complete Zygarde,10120,17,complete,1039,5,true,true,false,true
10223,gumshoos-totem,Totem Gumshoos,10121,17,totem,1060,2,false,true,false,true
10224,vikavolt-totem,Totem Vikavolt,10122,17,totem,1064,2,false,true,false,true
10225,oricorio-pom-pom,Pom-pom Oricorio,10123,17,pom-pom,1069,2,false,true,false,true
10226,oricorio-pau,Pa’u Oricorio,10124,17,pau,1070,3,false,true,false,true
10227,oricorio-sensu,Sensu Oricorio,10125,17,sensu,1071,4,false,true,false,true
10228,lycanroc-midnight,Midnight Lycanroc,10126,17,midnight,1078,2,false,true,false,true
10229,wishiwashi-school,School Wishiwashi,10127,17,school,1081,2,true,true,false,true
10230,lurantis-totem,Totem Lurantis,10128,17,totem,1091,2,false,true,false,true
10231,salazzle-totem,Totem Salazzle,10129,17,totem,1096,2,false,true,false,true
10232,silvally-fighting,Amigento (Kampf),773,17,fighting,1113,2,false,false,false,true
10233,silvally-flying,Amigento (Flug),773,17,flying,1114,3,false,false,false,true
10234,silvally-poison,Amigento (Gift),773,17,poison,1115,4,false,false,false,true
10235,silvally-ground,Amigento (Boden),773,17,ground,1116,5,false,false,false,true
10236,silvally-rock,Amigento (Gestein),773,17,rock,1117,6,false,false,false,true
10237,silvally-bug,Amigento (Käfer),773,17,bug,1118,7,false,false,false,true
10238,silvally-ghost,Amigento (Geist),773,17,ghost,1119,8,false,false,false,true
10239,silvally-steel,Amigento (Stahl),773,17,steel,1120,9,false,false,false,true
10240,silvally-fire,Amigento (Feuer),773,17,fire,1121,10,false,false,false,true
10241,silvally-water,Amigento (Wasser),773,17,water,1122,11,false,false,false,true
10242,silvally-grass,Amigento (Pflanze),773,17,grass,1123,12,false,false,false,true
10243,silvally-electric,Amigento (Elektro),773,17,electric,1124,13,false,false,false,true
10244,silvally-psychic,Amigento (Psycho),773,17,psychic,1125,14,false,false,false,true
10245,silvally-ice,Amigento (Eis),773,17,ice,1126,15,false,false,false,true
10246,silvally-dragon,Amigento (Drache),773,17,dragon,1127,16,false,false,false,true
10247,silvally-dark,Amigento (Unlicht),773,17,dark,1128,17,false,false,false,true
10248,silvally-fairy,Amigento (Fee),773,17,fairy,1129,18,false,false,false,true
10249,minior-orange-meteor,Orange Meteor Minior,10130,17,orange-meteor,1131,2,true,true,false,true
10250,minior-yellow-meteor,Yellow Meteor Minior,10131,17,yellow-meteor,1132,3,true,true,false,true
10251,minior-green-meteor,Green Meteor Minior,10132,17,green-meteor,1133,4,true,true,false,true
10252,minior-blue-meteor,Blue Meteor Minior,10133,17,blue-meteor,1134,5,true,true,false,true
10253,minior-indigo-meteor,Indigo Meteor Minior,10134,17,indigo-meteor,1135,6,true,true,false,true
10254,minior-violet-meteor,Violet Meteor Minior,10135,17,violet-meteor,1136,7,true,true,false,true
10255,minior-red,Red Core Minior,10136,17,red,1137,8,false,true,false,true
10256,minior-orange,Orange Core Minior,10137,17,orange,1138,9,false,true,false,true
10257,minior-yellow,Yellow Core Minior,10138,17,yellow,1139,10,false,true,false,true
10258,minior-green,Green Core Minior,10139,17,green,1140,11,false,true,false,true
10259,minior-blue,Blue Core Minior,10140,17,blue,1141,12,false,true,false,true
10260,minior-indigo,Indigo Core Minior,10141,17,indigo,1142,13,false,true,false,true
10261,minior-violet,Violet Core Minior,10142,17,violet,1143,14,false,true,false,true
10262,mimikyu-busted,Busted Mimikyu,10143,17,busted,1149,2,true,true,false,true
10263,mimikyu-totem-disguised,Totem Disguised Mimikyu,10144,17,totem-disguised,1150,3,false,true,false,true
10264,mimikyu-totem-busted,Totem Busted Mimikyu,10145,17,totem-busted,1151,4,true,true,false,true
10265,kommo-o-totem,Totem Kommo-o,10146,17,totem,1159,2,false,true,false,true
10266,magearna-original,Original Magearna,10147,17,original,1180,2,false,true,false,true
10267,pikachu-partner-cap,Partner Cap Pikachu,10148,18,partner-cap,49,14,false,true,false,true
10268,marowak-totem,Totem Alolan Marowak,10149,18,totem,171,3,false,true,false,true
10269,mothim-sandy,sandy,414,18,sandy,589,2,false,false,false,true
10270,mothim-trash,trash,414,18,trash,590,3,false,false,false,true
10271,scatterbug-polar,polar,664,18,polar,887,2,false,false,false,true
10272,scatterbug-tundra,tundra,664,18,tundra,888,3,false,false,false,true
10273,scatterbug-continental,continental,664,18,continental,889,4,false,false,false,true
10274,scatterbug-garden,garden,664,18,garden,890,5,false,false,false,true
10275,scatterbug-elegant,elegant,664,18,elegant,891,6,false,false,false,true
10276,scatterbug-meadow,meadow,664,18,meadow,892,7,false,false,false,true
10277,scatterbug-modern,modern,664,18,modern,893,8,false,false,false,true
10278,scatterbug-marine,marine,664,18,marine,894,9,false,false,false,true
10279,scatterbug-archipelago,archipelago,664,18,archipelago,895,10,false,false,false,true
10280,scatterbug-high-plains,high-plains,664,18,high-plains,896,11,false,false,false,true
10281,scatterbug-sandstorm,sandstorm,664,18,sandstorm,897,12,false,false,false,true
10282,scatterbug-river,river,664,18,river,898,13,false,false,false,true
