id,species_id,catalog_id,entry_number
3216,282,15,31
3217,282,27,122
3218,282,28,36
3219,282,30,103
3220,282,31,64
3221,282,32,59
3222,282,34,89
3223,282,36,282
3224,283,1,283
3225,283,4,32
3226,283,12,47
3227,283,15,33
3228,283,16,139
3229,283,18,66
3230,283,19,60
3231,283,21,172
3232,283,23,73
3233,283,24,66
3234,283,31,49
3235,283,32,149
3236,284,1,284
3237,284,4,33
3238,284,12,48
3239,284,15,34
3240,284,16,140
3241,284,18,67
3242,284,19,61
3243,284,21,173
3244,284,23,74
3245,284,24,67
3246,284,31,50
3247,284,32,150
3248,285,1,285
3249,285,4,34
3250,285,15,35
3251,285,31,106
3252,286,1,286
3253,286,4,35
3254,286,15,36
3255,286,31,107
3256,287,1,287
3257,287,4,36
3258,287,9,276
3259,287,15,37
3260,287,31,78
3261,287,33,59
3262,288,1,288
3263,288,4,37
3264,288,9,277
3265,288,15,38
3266,288,31,79
3267,288,33,60
3268,289,1,289
3269,289,4,38
3270,289,9,278
3271,289,15,39
3272,289,31,80
3273,289,33,61
3274,290,1,290
3275,290,4,42
3276,290,12,111
3277,290,15,43
3278,290,27,104
3279,291,1,291
3280,291,4,43
3281,291,12,112
3282,291,15,44
3283,291,27,105
3284,292,1,292
3285,292,4,44
3286,292,12,113
3287,292,15,45
3288,292,27,106
3289,293,1,293
3290,293,4,45
3291,293,12,140
3292,293,15,46
3293,293,28,148
3294,294,1,294
3295,294,4,46
3296,294,12,141
3297,294,15,47
3298,294,28,149
3299,295,1,295
3300,295,4,47
3301,295,12,142
3302,295,15,48
3303,295,28,150
3304,296,1,296
3305,296,4,48
3306,296,13,95
3307,296,15,49
3308,296,16,56
3309,296,17,56
3310,296,20,15
3311,296,21,68
3312,296,22,68
3313,296,25,22
3314,296,31,116
3315,297,1,297
3316,297,4,49
3317,297,13,96
3318,297,15,50
3319,297,16,57
3320,297,17,57
3321,297,20,16
3322,297,21,69
3323,297,22,69
3324,297,25,23
3325,297,31,117
3326,298,1,298
3327,298,4,54
3328,298,5,124
3329,298,6,124
3330,298,9,30
3331,298,12,41
3332,298,15,55
3333,298,28,139
3334,298,31,46
3335,299,1,299
3336,299,4,60
3337,299,6,155
3338,299,9,164
3339,299,13,93
3340,299,15,61
3341,299,16,198
3342,299,18,125
3343,299,21,254
3344,299,23,155
3345,299,30,190
3346,299,32,107
3347,300,1,300
3348,300,4,61
3349,300,9,78
3350,300,12,78
3351,300,15,63
3352,301,1,301
3353,301,4,62
3354,301,9,79
3355,301,12,79
3356,301,15,64
3357,302,1,302
3358,302,4,68
3359,302,13,123
3360,302,15,70
3361,302,16,102
3362,302,17,102
3363,302,20,52
3364,302,21,124
3365,302,22,124
3366,302,25,64
3367,302,27,294
3368,302,29,174
3369,302,31,297
3370,302,34,132
3371,302,36,302
3372,303,1,303
3373,303,4,69
3374,303,13,63
3375,303,15,71
3376,303,21,125
3377,303,22,125
3378,303,27,295
3379,303,29,175
3380,303,34,133
3381,303,36,303
3382,304,1,304
3383,304,4,70
3384,304,9,166
3385,304,11,149
3386,304,14,99
3387,304,15,72
3388,304,29,191
3389,304,34,199
3390,305,1,305
3391,305,4,71
3392,305,9,167
3393,305,11,150
3394,305,14,100
3395,305,15,73
3396,305,29,192
3397,305,34,200
3398,306,1,306
3399,306,4,72
3400,306,9,168
3401,306,11,151
3402,306,14,101
3403,306,15,74
3404,306,29,193
3405,306,34,201
3406,306,36,306
3407,307,1,307
3408,307,4,76
3409,307,5,86
3410,307,6,86
3411,307,12,143
3412,307,15,78
3413,307,31,161
3414,307,34,83
3415,308,1,308
3416,308,4,77
3417,308,5,87
3418,308,6,87
3419,308,12,144
3420,308,15,79
3421,308,31,162
3422,308,34,84
3423,308,36,308
3424,309,1,309
3425,309,4,78
3426,309,13,73
3427,309,15,80
3428,309,21,293
3429,309,24,114
3430,309,27,66
3431,309,34,85
3432,310,1,310
3433,310,4,79
3434,310,13,74
3435,310,15,81
3436,310,21,294
3437,310,24,115
3438,310,27,67
3439,310,34,86
3440,310,36,310
3441,311,1,311
3442,311,4,80
3443,311,12,96
3444,311,15,82
3445,311,33,119
3446,312,1,312
3447,312,4,81
3448,312,12,97
3449,312,15,83
3450,312,33,120
3451,313,1,313
3452,313,4,86
3453,313,12,133
3454,313,15,89
3455,313,32,9
3456,314,1,314
3457,314,4,87
3458,314,12,134
3459,314,15,90
3460,314,32,10
3461,315,1,315
3462,315,4,94
3463,315,5,26
3464,315,6,26
3465,315,9,134
3466,315,12,72
3467,315,15,98
3468,315,27,60
3469,315,30,90
3470,315,34,30
3471,316,1,316
3472,316,4,95
3473,316,12,98
3474,316,15,100
3475,316,31,139
3476,316,35,92
3477,317,1,317
3478,317,4,96
3479,317,12,99
3480,317,15,101
3481,317,31,140
3482,317,35,93
3483,318,1,318
3484,318,4,97
3485,318,12,55
3486,318,15,102
3487,318,16,264
3488,318,20,79
3489,318,21,345
3490,318,25,92
3491,318,28,111
3492,318,34,140
3493,319,1,319
3494,319,4,98
3495,319,12,56
3496,319,15,103
3497,319,16,265
3498,319,20,80
3499,319,21,346
3500,319,25,93
3501,319,28,112
3502,319,34,141
3503,319,36,319
3504,320,1,320
3505,320,4,99
3506,320,9,240
3507,320,13,27
3508,320,15,104
3509,320,16,266
3510,320,20,81
3511,320,21,351
3512,320,25,98
3513,320,27,356
3514,320,28,190
3515,321,1,321
3516,321,4,100
3517,321,9,241
3518,321,13,28
3519,321,15,105
3520,321,16,267
3521,321,20,82
3522,321,21,352
3523,321,25,99
3524,321,27,357
3525,321,28,191
3526,322,1,322
3527,322,4,101
3528,322,9,204
3529,322,15,106
3530,322,31,151
3531,322,33,125
3532,322,34,116
3533,323,1,323
3534,323,4,102
3535,323,9,205
3536,323,15,107
3537,323,31,152
3538,323,33,126
3539,323,34,117
3540,323,36,323
3541,324,1,324
3542,324,4,105
3543,324,14,96
3544,324,15,110
3545,324,16,223
3546,324,19,95
3547,324,21,287
3548,324,24,108
3549,324,27,300
3550,324,28,173
3551,324,31,150
3552,324,33,86
3553,324,36,324
3554,325,1,325
3555,325,4,110
3556,325,9,206
3557,325,13,7
3558,325,15,115
3559,325,31,111
3560,325,32,125
3561,325,35,84
3562,326,1,326
3563,326,4,111
3564,326,9,207
3565,326,13,8
3566,326,15,116
3567,326,31,112
3568,326,32,126
3569,326,35,85
3570,327,1,327
3571,327,4,114
3572,327,14,131
3573,327,15,119
3574,327,16,105
3575,327,17,105
3576,327,21,128
3577,327,22,128
3578,328,1,328
3579,328,4,116
3580,328,9,121
3581,328,14,3
3582,328,15,121
3583,328,16,235
3584,328,19,107
3585,328,21,304
3586,328,24,125
3587,328,27,321
3588,328,33,44
3589,329,1,329
3590,329,4,117
3591,329,9,122
3592,329,14,4
3593,329,15,122
3594,329,16,236
3595,329,19,108
3596,329,21,305
3597,329,24,126
3598,329,27,322
3599,329,33,45
3600,330,1,330
3601,330,4,118
3602,330,9,123
3603,330,14,5
3604,330,15,123
3605,330,16,237
3606,330,19,109
3607,330,21,306
3608,330,24,127
3609,330,27,323
3610,330,33,46
3611,331,1,331
3612,331,4,119
3613,331,15,124
3614,331,31,252
3615,332,1,332
3616,332,4,120
3617,332,15,125
3618,332,31,253
3619,333,1,333
3620,333,4,121
3621,333,6,171
3622,333,9,246
3623,333,14,139
3624,333,15,126
3625,333,29,35
3626,333,31,219
3627,333,33,114
3628,333,34,93
3629,334,1,334
3630,334,4,122
3631,334,6,172
3632,334,9,247
3633,334,14,140
3634,334,15,127
3635,334,29,36
3636,334,31,220
3637,334,33,115
3638,334,34,94
3639,334,36,334
3640,335,1,335
3641,335,4,123
3642,335,9,186
3643,335,13,5
3644,335,15,128
3645,335,31,217
3646,335,33,70
3647,335,35,106
3648,336,1,336
3649,336,4,124
3650,336,9,187
3651,336,13,6
3652,336,15,129
3653,336,31,218
3654,336,33,71
3655,336,35,107
3656,337,1,337
3657,337,4,125
3658,337,9,214
3659,337,13,12
3660,337,15,130
3661,337,27,362
3662,338,1,338
3663,338,4,126
3664,338,9,215
3665,338,13,13
3666,338,15,131
3667,338,27,363
3668,339,1,339
3669,339,4,127
3670,339,5,80
3671,339,6,80
3672,339,14,40
3673,339,15,132
3674,339,16,93
3675,339,17,93
3676,339,18,36
3677,339,20,43
3678,339,21,113
3679,339,22,113
3680,339,23,36
3681,339,25,55
3682,339,27,228
3683,339,28,137
3684,339,29,60
3685,339,30,97
3686,339,31,168
3687,339,32,162
3688,340,1,340
3689,340,4,128
3690,340,5,81
3691,340,6,81
3692,340,14,41
3693,340,15,133
3694,340,16,94
3695,340,17,94
3696,340,18,37
3697,340,20,44
3698,340,21,114
3699,340,22,114
3700,340,23,37
3701,340,25,56
3702,340,27,229
3703,340,28,138
3704,340,29,61
3705,340,30,98
3706,340,31,169
3707,340,32,163
3708,341,1,341
3709,341,4,129
3710,341,9,279
3711,341,12,51
3712,341,15,134
3713,341,21,357
3714,341,25,104
3715,341,27,102
3716,341,28,91
3717,341,32,11
3718,342,1,342
3719,342,4,130
3720,342,9,280
3721,342,12,52
3722,342,15,135
3723,342,21,358
3724,342,25,105
3725,342,27,103
3726,342,28,92
3727,342,32,12
3728,343,1,343
3729,343,4,131
3730,343,9,169
3731,343,15,136
3732,343,21,310
3733,343,24,131
3734,343,27,82
3735,343,29,151
3736,344,1,344
3737,344,4,132
3738,344,9,170
3739,344,15,137
3740,344,21,311
3741,344,24,132
3742,344,27,83
3743,344,29,152
3744,345,1,345
3745,345,4,133
3746,345,15,138
3747,345,21,231
3748,345,23,132
3749,345,29,183
3750,346,1,346
3751,346,4,134
3752,346,15,139
3753,346,21,232
3754,346,23,133
3755,346,29,184
3756,347,1,347
3757,347,4,135
3758,347,11,171
3759,347,15,140
3760,347,21,233
3761,347,23,134
3762,347,29,185
3763,348,1,348
3764,348,4,136
3765,348,11,172
3766,348,15,141
3767,348,21,234
3768,348,23,135
3769,348,29,186
3770,349,1,349
3771,349,4,140
3772,349,5,138
3773,349,6,138
3774,349,15,145
3775,349,16,155
3776,349,18,82
3777,349,21,189
3778,349,23,90
3779,349,27,152
3780,349,29,188
3781,349,32,158
3782,349,35,48
3783,350,1,350
3784,350,4,141
3785,350,5,139
3786,350,6,139
3787,350,15,146
3788,350,16,156
3789,350,18,83
3790,350,21,190
3791,350,23,91
3792,350,27,153
3793,350,29,189
3794,350,32,159
3795,350,35,49
3796,350,36,350
3797,351,1,351
3798,351,4,142
3799,351,9,163
3800,351,15,147
3801,351,16,181
3802,351,18,108
3803,351,19,77
3804,351,20,69
3805,351,21,220
3806,351,23,121
3807,351,24,84
3808,351,25,82
3809,351,36,351
3810,352,1,352
3811,352,4,145
3812,352,12,116
3813,352,15,150
3814,352,21,214
3815,352,23,115
3816,352,35,27
3817,353,1,353
3818,353,4,146
3819,353,9,210
3820,353,14,122
3821,353,15,151
3822,353,21,316
3823,353,24,137
3824,353,31,298
3825,353,34,111
3826,354,1,354
3827,354,4,147
3828,354,9,211
3829,354,14,123
3830,354,15,152
3831,354,21,317
3832,354,24,138
3833,354,31,299
3834,354,34,112
3835,354,36,354
3836,355,1,355
3837,355,4,148
3838,355,6,189
3839,355,11,69
3840,355,15,153
3841,355,27,135
3842,355,30,158
3843,355,32,139
3844,356,1,356
3845,356,4,149
3846,356,6,190
3847,356,11,70
3848,356,15,154
3849,356,27,136
3850,356,30,159
3851,356,32,140
3852,357,1,357
3853,357,4,150
3854,357,6,185
3855,357,9,288
3856,357,15,156
3857,357,21,354
3858,357,25,101
3859,357,31,246
3860,358,1,358
3861,358,4,151
3862,358,5,83
3863,358,6,83
3864,358,11,53
3865,358,13,112
3866,358,15,158
3867,358,30,196
3868,358,32,143
3869,358,35,51
3870,358,36,358
3871,359,1,359
3872,359,4,152
3873,359,6,209
3874,359,9,216
3875,359,13,9
3876,359,15,159
3877,359,16,245
3878,359,19,117
3879,359,21,322
3880,359,24,143
3881,359,29,107
3882,359,34,134
3883,359,36,359
3884,360,1,360
3885,360,4,160
3886,360,13,118
3887,360,15,167
3888,360,27,216
3889,361,1,361
3890,361,4,171
3891,361,6,206
3892,361,11,93
3893,361,15,179
3894,361,16,246
3895,361,19,118
3896,361,21,323
3897,361,24,144
3898,361,27,79
3899,361,29,25
3900,361,30,205
3901,361,31,357
3902,361,32,172
3903,361,34,169
3904,362,1,362
3905,362,4,172
3906,362,6,207
3907,362,11,94
3908,362,15,180
3909,362,16,247
3910,362,19,119
3911,362,21,324
3912,362,24,145
3913,362,27,80
3914,362,29,26
3915,362,30,206
3916,362,31,358
3917,362,32,173
3918,362,34,170
3919,362,36,362
3920,363,1,363
3921,363,4,173
3922,363,9,243
3923,363,11,60
3924,363,15,182
3925,363,29,159
3926,363,30,143
3927,364,1,364
3928,364,4,174
3929,364,9,244
3930,364,11,61
3931,364,15,183
3932,364,29,160
3933,364,30,144
3934,365,1,365
3935,365,4,175
3936,365,9,245
3937,365,11,62
3938,365,15,184
3939,365,29,161
3940,365,30,145
3941,366,1,366
3942,366,4,176
3943,366,13,141
3944,366,15,185
3945,366,21,140
3946,366,22,140
3947,366,24,61
3948,367,1,367
3949,367,4,177
3950,367,13,142
3951,367,15,186
3952,367,21,141
3953,367,22,141
3954,367,24,62
3955,368,1,368
3956,368,4,178
3957,368,13,143
3958,368,15,187
3959,368,21,142
3960,368,22,142
3961,368,24,63
3962,369,1,369
3963,369,4,179
3964,369,13,42
3965,369,15,188
3966,369,16,262
3967,369,20,77
3968,369,21,343
3969,369,25,90
3970,369,29,187
3971,370,1,370
3972,370,4,183
3973,370,13,29
3974,370,15,192
3975,370,16,111
3976,370,17,111
3977,370,18,43
3978,370,21,134
3979,370,22,134
3980,370,23,43
3981,370,31,332
3982,370,33,82
3983,371,1,371
3984,371,4,187
3985,371,13,14
3986,371,15,196
3987,371,16,117
3988,371,17,117
3989,371,21,147
3990,371,22,147
3991,371,29,113
3992,371,31,276
3993,371,34,220
3994,372,1,372
3995,372,4,188
3996,372,13,15
3997,372,15,197
3998,372,16,118
3999,372,17,118
4000,372,21,148
4001,372,22,148
4002,372,29,114
4003,372,31,277
4004,372,34,221
4005,373,1,373
4006,373,4,189
4007,373,13,16
4008,373,15,198
4009,373,16,119
4010,373,17,119
4011,373,21,149
4012,373,22,149
4013,373,29,115
4014,373,31,278
4015,373,34,222
4016,374,1,374
4017,374,4,190
4018,374,9,262
4019,374,11,82
4020,374,15,199
4021,374,16,214
4022,374,19,86
4023,374,21,278
4024,374,24,99
4025,374,29,129
4026,374,33,137
4027,374,34,225
4028,375,1,375
4029,375,4,191
4030,375,9,263
4031,375,11,83
4032,375,15,200
4033,375,16,215
4034,375,19,87
4035,375,21,279
4036,375,24,100
4037,375,29,130
4038,375,33,138
4039,375,34,226
4040,376,1,376
4041,376,4,192
4042,376,9,264
4043,376,11,84
4044,376,15,201
4045,376,16,216
4046,376,19,88
4047,376,21,280
4048,376,24,101
4049,376,29,131
4050,376,33,139
4051,376,34,227
4052,376,36,376
4053,377,1,377
4054,377,4,193
4055,377,15,202
4056,377,29,197
4057,378,1,378
4058,378,4,194
4059,378,15,203
4060,378,29,198
4061,379,1,379
4062,379,4,195
4063,379,11,193
4064,379,15,204
4065,379,29,199
4066,380,1,380
4067,380,4,196
4068,380,15,205
4069,380,35,126
4070,381,1,381
4071,381,4,197
4072,381,15,206
4073,381,35,127
4074,382,1,382
4075,382,4,198
4076,382,15,207
4077,382,35,128
4078,383,1,383
4079,383,4,199
4080,383,11,194
4081,383,15,208
4082,383,35,129
4083,384,1,384
4084,384,4,200
4085,384,11,200
4086,384,15,209
4087,384,35,130
4088,385,1,385
4089,385,4,201
4090,385,15,210
4091,386,1,386
4092,386,4,202
4093,386,15,211
4094,387,1,387
4095,387,5,1
4096,387,6,1
4097,387,30,130
4098,387,33,191
4099,388,1,388
4100,388,5,2
4101,388,6,2
4102,388,30,131
4103,388,33,192
4104,389,1,389
4105,389,5,3
4106,389,6,3
4107,389,30,132
4108,389,33,193
4109,389,36,389
4110,390,1,390
4111,390,5,4
4112,390,6,4
4113,390,11,115
4114,390,30,61
4115,390,33,194
4116,391,1,391
4117,391,5,5
4118,391,6,5
4119,391,11,116
4120,391,30,62
4121,391,33,195
4122,392,1,392
4123,392,5,6
4124,392,6,6
4125,392,11,117
4126,392,30,63
4127,392,33,196
4128,392,36,392
4129,393,1,393
4130,393,5,7
4131,393,6,7
4132,393,11,133
4133,393,30,161
4134,393,33,197
4135,394,1,394
4136,394,5,8
4137,394,6,8
4138,394,11,134
4139,394,30,162
4140,394,33,198
4141,395,1,395
4142,395,5,9
4143,395,6,9
4144,395,11,135
4145,395,30,163
4146,395,33,199
4147,395,36,395
4148,396,1,396
4149,396,5,10
4150,396,6,10
4151,396,11,26
4152,396,13,99
4153,396,30,12
4154,396,31,97
4155,396,32,28
4156,396,35,81
4157,397,1,397
4158,397,5,11
4159,397,6,11
4160,397,11,27
4161,397,13,100
4162,397,30,13
4163,397,31,98
4164,397,32,29
4165,397,35,82
4166,398,1,398
4167,398,5,12
4168,398,6,12
4169,398,11,28
4170,398,13,101
4171,398,30,14
4172,398,31,99
4173,398,32,30
4174,398,35,83
4175,398,36,398
4176,399,1,399
4177,399,5,13
4178,399,6,13
4179,399,11,29
4180,399,12,38
4181,399,30,10
4182,400,1,400
4183,400,5,14
4184,400,6,14
4185,400,11,30
4186,400,12,39
4187,400,30,11
4188,401,1,401
4189,401,5,15
4190,401,6,15
4191,401,30,39
4192,401,31,33
4193,401,32,61
4194,402,1,402
4195,402,5,16
4196,402,6,16
4197,402,30,40
4198,402,31,34
4199,402,32,62
4200,403,1,403
4201,403,5,17
4202,403,6,17
4203,403,11,34
4204,403,28,25
4205,403,30,15
4206,403,31,94
4207,403,32,109
4208,404,1,404
4209,404,5,18
4210,404,6,18
4211,404,11,35
4212,404,28,26
4213,404,30,16
4214,404,31,95
4215,404,32,110
4216,405,1,405
4217,405,5,19
4218,405,6,19
4219,405,11,36
4220,405,28,27
4221,405,30,17
4222,405,31,96
4223,405,32,111
4224,405,36,405
4225,406,1,406
4226,406,5,25
4227,406,6,25
4228,406,9,133
4229,406,12,71
4230,406,15,97
4231,406,27,59
4232,406,30,89
4233,406,34,29
4234,407,1,407
4235,407,5,27
4236,407,6,27
4237,407,9,135
4238,407,12,73
4239,407,15,99
4240,407,27,61
4241,407,30,91
4242,407,34,31
4243,407,36,407
4244,408,1,408
4245,408,5,36
4246,408,6,36
4247,408,16,188
4248,408,18,115
4249,408,21,235
4250,408,23,136
4251,408,30,208
4252,408,33,107
4253,409,1,409
4254,409,5,37
4255,409,6,37
4256,409,16,189
4257,409,18,116
4258,409,21,236
4259,409,23,137
4260,409,30,209
4261,409,33,108
4262,409,36,409
4263,410,1,410
4264,410,5,38
4265,410,6,38
4266,410,11,163
4267,410,16,190
4268,410,18,117
4269,410,21,237
4270,410,23,138
4271,410,30,210
4272,410,33,109
4273,411,1,411
4274,411,5,39
4275,411,6,39
4276,411,11,164
4277,411,16,191
4278,411,18,118
4279,411,21,238
4280,411,23,139
4281,411,30,211
4282,411,33,110
4283,411,36,411
4284,412,1,412
4285,412,5,45
4286,412,6,45
4287,412,12,44
4288,412,30,43
4289,413,1,413
4290,413,5,46
4291,413,6,46
4292,413,12,45
4293,413,30,44
4294,414,1,414
4295,414,5,47
4296,414,6,47
4297,414,12,46
4298,414,30,45
4299,415,1,415
4300,415,5,53
4301,415,6,53
4302,415,9,142
4303,415,12,76
4304,415,27,116
4305,415,28,203
4306,415,30,70
4307,415,31,38
4308,416,1,416
4309,416,5,54
4310,416,6,54
4311,416,9,143
4312,416,12,77
4313,416,27,117
4314,416,28,204
4315,416,30,71
4316,416,31,39
4317,417,1,417
4318,417,5,55
4319,417,6,55
4320,417,13,132
4321,417,30,109
4322,417,31,201
4323,417,32,63
4324,418,1,418
4325,418,5,56
4326,418,6,56
4327,418,9,149
4328,418,14,58
4329,418,30,41
4330,418,31,51
4331,419,1,419
4332,419,5,57
4333,419,6,57
4334,419,9,150
4335,419,14,59
4336,419,30,42
4337,419,31,52
4338,420,1,420
4339,420,5,58
4340,420,6,58
4341,420,27,128
4342,420,30,66
4343,421,1,421
4344,421,5,59
4345,421,6,59
4346,421,27,129
4347,421,30,67
4348,422,1,422
4349,422,5,60
4350,422,6,60
4351,422,16,260
4352,422,20,75
4353,422,21,341
4354,422,25,88
4355,422,27,230
4356,422,30,82
4357,422,31,327
4358,423,1,423
4359,423,5,61
4360,423,6,61
4361,423,16,261
4362,423,20,76
4363,423,21,342
4364,423,25,89
4365,423,27,231
4366,423,30,83
4367,423,31,328
4368,424,1,424
4369,424,5,64
4370,424,6,64
4371,424,7,124
4372,424,21,369
4373,424,25,116
4374,424,30,79
4375,424,32,48
4376,425,1,425
4377,425,5,65
4378,425,6,65
4379,425,9,208
4380,425,11,167
4381,425,13,1
4382,425,16,64
4383,425,17,64
4384,425,21,76
4385,425,22,76
4386,425,27,124
4387,425,28,135
4388,425,30,37
4389,425,31,143
4390,426,1,426
4391,426,5,66
4392,426,6,66
4393,426,9,209
4394,426,11,168
4395,426,13,2
4396,426,16,65
4397,426,17,65
4398,426,21,77
4399,426,22,77
4400,426,27,125
4401,426,28,136
4402,426,30,38
4403,426,31,144
4404,427,1,427
4405,427,5,67
4406,427,6,67
4407,427,9,80
4408,427,21,24
4409,427,22,24
4410,427,25,8
4411,427,28,4
4412,427,30,64
4413,427,34,109
4414,428,1,428
4415,428,5,68
4416,428,6,68
4417,428,9,81
4418,428,21,25
4419,428,22,25
4420,428,25,9
4421,428,28,5
4422,428,30,65
4423,428,34,110
4424,428,36,428
4425,429,1,429
4426,429,5,73
4427,429,6,73
4428,429,11,184
4429,429,16,67
4430,429,17,67
4431,429,21,373
4432,429,25,120
4433,429,30,198
4434,429,31,115
4435,430,1,430
4436,430,5,75
4437,430,6,75
4438,430,14,52
4439,430,16,278
4440,430,20,93
4441,430,21,79
4442,430,22,79
4443,430,30,141
4444,430,31,233
4445,431,1,431
4446,431,5,76
4447,431,6,76
4448,431,30,152
4449,432,1,432
4450,432,5,77
4451,432,6,77
4452,432,30,153
4453,433,1,433
4454,433,5,82
4455,433,6,82
4456,433,11,52
4457,433,13,111
4458,433,15,157
4459,433,30,195
4460,433,32,142
4461,433,35,50
4462,434,1,434
4463,434,5,84
4464,434,6,84
4465,434,13,102
4466,434,27,130
4467,434,30,110
4468,434,31,226
4469,435,1,435
4470,435,5,85
4471,435,6,85
4472,435,13,103
4473,435,27,131
4474,435,30,111
4475,435,31,227
4476,436,1,436
4477,436,5,88
4478,436,6,88
4479,436,9,250
4480,436,27,118
4481,436,29,87
4482,436,30,180
4483,436,31,153
4484,436,32,154
4485,437,1,437
4486,437,5,89
4487,437,6,89
4488,437,9,251
4489,437,27,119
4490,437,29,88
4491,437,30,181
4492,437,31,154
4493,437,32,155
4494,438,1,438
4495,438,5,92
4496,438,6,92
4497,438,14,129
4498,438,16,30
4499,438,17,30
4500,438,18,14
4501,438,21,37
4502,438,22,37
4503,438,23,14
4504,438,27,252
4505,438,30,123
4506,438,31,87
4507,438,32,83
4508,439,1,439
4509,439,5,94
4510,439,6,94
4511,439,13,113
4512,439,21,59
4513,439,22,59
4514,439,27,364
4515,439,29,10
4516,439,30,76
4517,439,35,108
4518,440,1,440
4519,440,5,96
4520,440,6,96
4521,440,16,32
4522,440,17,32
4523,440,18,16
4524,440,19,15
4525,440,20,8
4526,440,21,39
4527,440,22,39
4528,440,23,16
4529,440,24,15
4530,440,25,15
4531,440,28,6
4532,440,30,86
4533,440,31,43
4534,440,33,16
4535,441,1,441
4536,441,5,102
4537,441,6,102
4538,441,13,138
4539,441,30,157
4540,442,1,442
4541,442,5,108
4542,442,6,108
4543,442,11,187
4544,442,29,47
4545,442,30,139
4546,442,31,302
4547,442,36,442
4548,443,1,443
4549,443,5,109
4550,443,6,109
4551,443,11,85
4552,443,14,6
4553,443,16,238
4554,443,19,110
4555,443,21,307
4556,443,24,128
4557,443,29,116
4558,443,30,187
4559,443,31,126
4560,443,32,164
4561,443,34,128
4562,444,1,444
4563,444,5,110
4564,444,6,110
4565,444,11,86
4566,444,14,7
4567,444,16,239
4568,444,19,111
4569,444,21,308
4570,444,24,129
4571,444,29,117
4572,444,30,188
4573,444,31,127
4574,444,32,165
4575,444,34,129
4576,445,1,445
4577,445,5,111
4578,445,6,111
4579,445,11,87
4580,445,14,8
4581,445,16,240
4582,445,19,112
4583,445,21,309
4584,445,24,130
4585,445,29,118
4586,445,30,189
4587,445,31,128
4588,445,32,166
4589,445,34,130
4590,445,36,445
4591,446,1,446
4592,446,5,112
4593,446,6,112
4594,446,11,178
4595,446,12,138
4596,446,16,35
4597,446,17,35
4598,446,21,42
4599,446,22,42
4600,446,27,260
4601,446,29,172
4602,446,30,51
4603,446,32,102
4604,447,1,447
4605,447,5,115
4606,447,6,115
4607,447,9,33
4608,447,11,50
4609,447,12,62
4610,447,16,279
4611,447,20,94
4612,447,21,377
4613,447,25,124
4614,447,27,298
4615,447,29,134
4616,447,30,223
4617,447,31,163
4618,447,32,64
4619,447,34,135
4620,448,1,448
4621,448,5,116
4622,448,6,116
4623,448,9,34
4624,448,11,51
4625,448,12,63
4626,448,16,280
4627,448,20,95
4628,448,21,378
4629,448,25,125
4630,448,27,299
4631,448,29,135
4632,448,30,224
4633,448,31,164
4634,448,32,65
4635,448,34,136
4636,448,36,448
4637,449,1,449
4638,449,5,122
4639,449,6,122
4640,449,13,48
4641,449,27,314
4642,449,30,107
4643,449,31,265
4644,449,34,118
4645,450,1,450
4646,450,5,123
4647,450,6,123
4648,450,13,49
4649,450,27,315
4650,450,30,108
4651,450,31,266
4652,450,34,119
4653,450,36,450
4654,451,1,451
4655,451,5,127
4656,451,6,127
4657,451,9,201
4658,451,11,156
4659,451,14,15
4660,451,27,285
4661,451,28,50
4662,451,30,148
4663,452,1,452
4664,452,5,128
4665,452,6,128
4666,452,9,202
4667,452,11,157
4668,452,14,16
4669,452,27,286
4670,452,28,51
4671,452,30,149
4672,453,1,453
4673,453,5,129
4674,453,6,129
4675,453,9,290
4676,453,11,88
4677,453,12,125
4678,453,27,222
4679,453,28,82
4680,453,30,99
4681,453,31,175
4682,454,1,454
4683,454,5,130
4684,454,6,130
4685,454,9,291
4686,454,11,89
4687,454,12,126
4688,454,27,223
4689,454,28,83
4690,454,30,100
4691,454,31,176
4692,454,36,454
4693,455,1,455
4694,455,5,131
4695,455,6,131
4696,455,9,289
4697,455,11,186
4698,455,14,29
4699,455,30,92
4700,456,1,456
4701,456,5,134
4702,456,6,134
4703,456,16,108
4704,456,17,108
4705,456,18,40
4706,456,19,55
4707,456,20,57
4708,456,21,131
4709,456,22,131
4710,456,23,40
4711,456,24,58
4712,456,25,69
4713,456,30,172
4714,456,31,333
4715,456,33,83
4716,457,1,457
4717,457,5,135
4718,457,6,135
4719,457,16,109
4720,457,17,109
4721,457,18,41
4722,457,19,56
4723,457,20,58
4724,457,21,132
4725,457,22,132
4726,457,23,41
4727,457,24,59
4728,457,25,70
4729,457,30,173
4730,457,31,334
4731,457,33,84
4732,458,1,458
4733,458,5,140
4734,458,6,140
4735,458,9,233
4736,458,13,139
4737,458,21,145
4738,458,22,145
4739,458,23,49
4740,458,27,354
4741,458,28,46
4742,458,30,164
4743,459,1,459
4744,459,5,142
4745,459,6,142
4746,459,14,88
4747,459,27,96
4748,459,29,31
4749,459,30,217
4750,459,31,352
4751,459,33,159
4752,459,34,172
4753,460,1,460
4754,460,5,143
4755,460,6,143
4756,460,14,89
4757,460,27,97
4758,460,29,32
4759,460,30,218
4760,460,31,353
4761,460,33,160
4762,460,34,173
4763,460,36,460
4764,461,1,461
4765,461,5,145
4766,461,6,145
4767,461,9,253
4768,461,11,182
