id,creature_id,skill_id,learn_method_id,level_learned_at
445666,484,784,4,0
445667,484,799,3,0
445668,484,799,4,0
445669,484,814,3,0
445670,484,814,4,0
445671,484,851,4,0
445672,484,883,4,0
445673,484,886,4,0
445674,485,29,3,0
445676,485,34,4,0
445677,485,36,4,0
445689,485,43,1,1
445699,485,46,4,0
445700,485,52,1,1
445712,485,53,4,0
445724,485,63,4,0
445732,485,70,4,0
445744,485,76,4,0
445761,485,83,1,1
445762,485,83,4,0
445774,485,89,4,0
445784,485,91,4,0
445793,485,92,4,0
445803,485,104,4,0
445804,485,120,4,0
445816,485,126,4,0
445826,485,153,4,0
445838,485,156,4,0
445850,485,157,4,0
445862,485,164,4,0
445867,485,173,3,0
445868,485,173,4,0
445880,485,182,4,0
445893,485,184,1,24
445894,485,184,4,0
445896,485,189,3,0
445897,485,201,4,0
445903,485,203,4,0
445913,485,207,4,0
445924,485,213,4,0
445928,485,214,3,0
445935,485,214,4,0
445956,485,232,1,6
445957,485,232,4,0
445978,485,241,4,0
445992,485,242,1,36
445993,485,242,4,0
445998,485,246,3,0
446008,485,246,1,12
446016,485,249,4,0
446021,485,253,3,0
446022,485,253,4,0
446040,485,257,3,0
446044,485,257,1,60
446045,485,257,4,0
446055,485,259,4,0
446067,485,261,4,0
446079,485,263,4,0
446095,485,269,4,0
446111,485,315,4,0
446123,485,317,4,0
446135,485,319,1,48
446136,485,319,4,0
446141,485,334,3,0
446143,485,334,1,6
446144,485,334,4,0
446145,485,350,4,0
446159,485,371,4,0
446160,485,394,4,0
446164,485,399,3,0
446171,485,399,4,0
446177,485,406,3,0
446180,485,406,4,0
446181,485,408,4,0
446199,485,414,3,0
446204,485,414,1,54
446205,485,414,4,0
446217,485,416,4,0
446231,485,424,1,18
446232,485,424,4,0
446244,485,430,4,0
446260,485,436,1,42
446278,485,442,3,0
446283,485,442,1,30
446284,485,442,4,0
446307,485,444,1,66
446308,485,444,4,0
446317,485,446,3,0
446320,485,446,4,0
446324,485,450,3,0
446341,485,463,1,72
446343,485,484,4,0
446350,485,488,4,0
446357,485,496,4,0
446361,485,510,4,0
446370,485,523,4,0
446372,485,535,4,0
446376,485,590,4,0
446377,485,679,4,0
446378,485,707,3,0
446380,485,707,4,0
446382,485,776,4,0
446383,485,796,3,0
446384,485,796,4,0
446385,485,798,3,0
446386,485,807,3,0
446387,485,807,4,0
446388,485,815,3,0
446389,485,815,4,0
446390,485,851,4,0
446391,485,884,4,0
446392,485,912,4,0
446395,486,1,1,1
446398,486,5,4,0
446400,486,5,1,36
446413,486,7,1,1
446414,486,7,3,0
446416,486,7,4,0
446429,486,8,1,1
446430,486,8,3,0
446432,486,8,4,0
446445,486,9,1,1
446446,486,9,3,0
446448,486,9,4,0
446452,486,23,1,18
446453,486,25,4,0
446454,486,29,3,0
446455,486,33,1,1
446457,486,34,4,0
446458,486,38,4,0
446470,486,63,4,0
446478,486,70,4,0
446490,486,85,4,0
446502,486,86,4,0
446514,486,87,4,0
446526,486,89,4,0
446535,486,92,4,0
446545,486,104,4,0
446557,486,109,1,1
446558,486,109,4,0
446569,486,156,4,0
446581,486,157,4,0
446593,486,164,4,0
446598,486,173,3,0
446599,486,173,4,0
446604,486,182,1,24
446605,486,182,4,0
446607,486,189,3,0
446620,486,196,3,0
446622,486,196,4,0
446628,486,203,4,0
446638,486,207,4,0
446642,486,214,3,0
446649,486,214,4,0
446678,486,219,4,0
446699,486,240,4,0
446711,486,241,4,0
446721,486,244,4,0
446723,486,246,3,0
446724,486,246,1,19
446732,486,249,4,0
446733,486,249,1,6
446745,486,263,1,12
446746,486,263,4,0
446751,486,264,3,0
446753,486,264,4,0
446758,486,276,1,25
446763,486,276,3,0
446764,486,276,4,0
446787,486,280,4,0
446799,486,282,3,0
446802,486,282,1,30
446803,486,282,4,0
446819,486,317,4,0
446829,486,332,4,0
446833,486,335,3,0
446838,486,351,3,0
446839,486,351,4,0
446843,486,356,3,0
446844,486,356,4,0
446847,486,359,1,66
446866,486,371,4,0
446867,486,371,1,6
446879,486,374,4,0
446889,486,397,4,0
446895,486,409,3,0
446898,486,409,4,0
446910,486,411,4,0
446915,486,414,3,0
446917,486,414,4,0
446941,486,416,1,72
446942,486,416,4,0
446948,486,419,4,0
446962,486,428,3,0
446967,486,428,1,54
446968,486,428,4,0
446977,486,442,3,0
446979,486,442,1,36
446980,486,442,4,0
446992,486,444,4,0
447009,486,462,1,78
447018,486,469,1,48
447025,486,479,4,0
447039,486,484,1,60
447040,486,484,4,0
447047,486,496,4,0
447052,486,514,4,0
447061,486,523,1,12
447062,486,523,4,0
447064,486,535,4,0
447068,486,590,4,0
447071,486,663,4,0
447073,486,667,4,0
447074,486,707,3,0
447076,486,707,4,0
447080,486,776,1,42
447081,486,776,4,0
447082,486,805,3,0
447083,486,851,4,0
447084,486,912,4,0
447092,487,15,4,0
447104,487,19,4,0
447105,487,29,3,0
447107,487,34,4,0
447108,487,36,4,0
447119,487,46,4,0
447131,487,63,4,0
447139,487,70,4,0
447151,487,85,4,0
447163,487,86,4,0
447175,487,87,4,0
447187,487,89,4,0
447196,487,92,4,0
447208,487,94,4,0
447218,487,104,4,0
447219,487,109,4,0
447221,487,129,3,0
447223,487,129,4,0
447233,487,138,4,0
447245,487,156,4,0
447257,487,163,1,28
447269,487,164,4,0
447274,487,173,3,0
447275,487,173,4,0
447276,487,174,4,0
447281,487,180,3,0
447282,487,180,4,0
447294,487,182,4,0
447307,487,184,1,35
447308,487,184,4,0
447310,487,189,3,0
447320,487,194,1,84
447325,487,196,3,0
447327,487,196,4,0
447332,487,200,3,0
447334,487,200,4,0
447340,487,203,4,0
447350,487,207,4,0
447352,487,210,3,0
447361,487,211,4,0
447365,487,214,3,0
447372,487,214,4,0
447401,487,219,4,0
447405,487,220,3,0
447408,487,220,1,49
447409,487,220,4,0
447421,487,225,1,7
447427,487,231,3,0
447429,487,231,4,0
447440,487,239,3,0
447452,487,240,4,0
447464,487,241,4,0
447474,487,244,4,0
447479,487,246,3,0
447488,487,246,1,14
447500,487,247,4,0
447508,487,249,4,0
447520,487,261,4,0
447532,487,263,4,0
447539,487,304,3,0
447541,487,304,4,0
447543,487,314,3,0
447556,487,332,4,0
447579,487,337,1,63
447580,487,337,4,0
447592,487,347,4,0
447597,487,351,3,0
447598,487,351,4,0
447602,487,356,3,0
447603,487,356,4,0
447617,487,371,4,0
447619,487,377,1,50
447632,487,396,1,56
447633,487,396,4,0
447637,487,399,3,0
447644,487,399,4,0
447649,487,401,3,0
447655,487,406,3,0
447658,487,406,4,0
447670,487,412,4,0
447684,487,414,3,0
447688,487,414,1,70
447689,487,414,4,0
447701,487,416,4,0
447724,487,421,1,42
447725,487,421,4,0
447735,487,425,1,1
447742,487,432,3,0
447745,487,432,4,0
447746,487,432,1,1
447757,487,434,3,0
447758,487,434,4,0
447763,487,442,3,0
447765,487,442,4,0
447777,487,444,4,0
447787,487,451,4,0
447810,487,467,1,77
447814,487,468,4,0
447824,487,496,4,0
447830,487,497,4,0
447840,487,506,1,21
447841,487,506,4,0
447850,487,523,4,0
447857,487,525,4,0
447859,487,566,4,0
447863,487,590,4,0
447866,487,693,4,0
447868,487,784,4,0
447869,487,806,4,0
447870,487,809,3,0
447871,487,809,4,0
447872,487,814,3,0
447873,487,814,4,0
447874,487,851,4,0
447875,488,33,1,1
447877,488,34,4,0
447889,488,54,1,6
447901,488,58,4,0
447904,488,60,1,18
447905,488,60,4,0
447917,488,62,1,12
447929,488,63,4,0
447941,488,76,4,0
447942,488,85,4,0
447954,488,86,4,0
447955,488,87,4,0
447964,488,92,4,0
447977,488,93,1,1
448001,488,94,1,54
448002,488,94,4,0
448023,488,104,4,0
448024,488,104,1,1
448025,488,105,1,27
448026,488,109,4,0
448038,488,113,4,0
448050,488,115,4,0
448052,488,129,3,0
448054,488,129,4,0
448064,488,138,4,0
448084,488,156,4,0
448097,488,163,1,30
448109,488,164,4,0
448114,488,173,3,0
448115,488,173,4,0
448127,488,182,4,0
448128,488,184,4,0
448130,488,189,3,0
448131,488,189,4,0
448136,488,196,3,0
448138,488,196,4,0
448144,488,203,4,0
448154,488,207,4,0
448156,488,210,3,0
448167,488,213,4,0
448171,488,214,3,0
448178,488,214,4,0
448218,488,219,4,0
448219,488,219,1,48
448235,488,236,1,42
448256,488,240,4,0
448268,488,241,4,0
448279,488,244,4,0
448291,488,247,4,0
448304,488,248,1,66
448305,488,248,4,0
448317,488,263,4,0
448322,488,270,3,0
448324,488,270,4,0
448329,488,271,3,0
448331,488,271,4,0
448341,488,278,3,0
448342,488,278,4,0
448348,488,285,3,0
448351,488,285,4,0
448372,488,347,4,0
448376,488,356,3,0
448377,488,356,4,0
448396,488,384,4,0
448397,488,385,4,0
448398,488,408,4,0
448410,488,412,4,0
448422,488,416,4,0
448437,488,427,4,0
448440,488,427,1,36
448445,488,428,3,0
448447,488,428,4,0
448459,488,433,4,0
448474,488,447,4,0
448485,488,451,4,0
448501,488,461,1,72
448509,488,473,4,0
448515,488,478,3,0
448516,488,478,4,0
448523,488,496,4,0
448525,488,500,4,0
448526,488,502,3,0
448527,488,502,4,0
448528,488,502,1,24
448536,488,585,1,60
448540,488,590,4,0
448541,488,605,4,0
448542,488,678,4,0
448543,488,797,3,0
448544,488,797,4,0
448546,488,849,1,72
448547,488,851,4,0
448557,489,48,1,16
448558,489,55,1,1
448559,489,56,1,57
448560,489,56,4,0
448570,489,57,4,0
448580,489,58,4,0
448590,489,59,4,0
448600,489,61,1,24
448609,489,92,4,0
448610,489,93,1,6
448619,489,104,4,0
448620,489,114,4,0
448630,489,127,4,0
448632,489,129,3,0
448633,489,129,4,0
448654,489,151,1,31
448664,489,156,4,0
448674,489,164,4,0
448679,489,173,3,0
448689,489,182,4,0
448691,489,189,3,0
448696,489,196,3,0
448697,489,196,4,0
448701,489,203,4,0
448711,489,204,1,9
448712,489,204,4,0
448721,489,207,4,0
448725,489,214,3,0
448730,489,214,4,0
448734,489,215,3,0
448761,489,219,4,0
448762,489,226,4,0
448790,489,240,1,69
448791,489,240,4,0
448801,489,244,4,0
448803,489,246,3,0
448814,489,250,1,39
448815,489,250,4,0
448820,489,253,3,0
448839,489,263,4,0
448844,489,270,3,0
448845,489,270,4,0
448850,489,282,3,0
448851,489,282,4,0
448860,489,291,3,0
448867,489,291,4,0
448870,489,291,1,61
448871,489,311,4,0
448881,489,340,3,0
448884,489,343,3,0
448907,489,352,3,0
448909,489,352,1,46
448910,489,352,4,0
448913,489,362,4,0
448926,489,369,4,0
448936,489,374,4,0
448941,489,387,3,0
448951,489,392,1,54
448952,489,428,1,27
448953,489,428,4,0
448963,489,447,4,0
448969,489,496,4,0
448976,489,503,4,0
448977,489,574,4,0
448978,489,585,1,36
448982,489,590,4,0
448987,489,605,4,0
448988,489,710,3,0
448989,489,710,4,0
448990,489,812,4,0
448992,489,850,1,75
448993,489,851,4,0
448994,489,886,4,0
448995,489,914,4,0
449006,490,48,1,16
449008,490,55,1,1
449009,490,56,1,57
449010,490,56,4,0
449021,490,57,4,0
449032,490,58,4,0
449043,490,59,4,0
449044,490,60,4,0
449055,490,61,1,24
449066,490,63,4,0
449075,490,92,4,0
449076,490,93,1,6
449087,490,94,4,0
449097,490,104,4,0
449108,490,113,4,0
449109,490,114,4,0
449120,490,115,4,0
449131,490,127,4,0
449133,490,129,3,0
449134,490,129,4,0
449164,490,151,1,31
449175,490,156,4,0
449186,490,164,4,0
449191,490,173,3,0
449202,490,182,4,0
449204,490,189,3,0
449205,490,189,4,0
449210,490,196,3,0
449211,490,196,4,0
449216,490,203,4,0
449227,490,204,1,9
449228,490,204,4,0
449238,490,207,4,0
449242,490,214,3,0
449248,490,214,4,0
449252,490,215,3,0
449280,490,219,4,0
449281,490,226,4,0
449311,490,240,1,69
449312,490,240,4,0
449323,490,244,4,0
449325,490,246,3,0
449336,490,247,4,0
449348,490,250,1,39
449349,490,250,4,0
449354,490,253,3,0
449375,490,263,4,0
449380,490,270,3,0
449381,490,270,4,0
449386,490,282,3,0
449387,490,282,4,0
449393,490,285,3,0
449395,490,285,4,0
449404,490,291,3,0
449411,490,291,4,0
449415,490,291,1,61
449426,490,294,1,1
449427,490,311,4,0
449428,490,313,4,0
449438,490,340,3,0
449441,490,343,3,0
449461,490,347,4,0
449475,490,352,3,0
449479,490,352,1,46
449480,490,352,4,0
449484,490,362,4,0
449498,490,369,4,0
449509,490,374,4,0
449514,490,387,3,0
449525,490,391,1,1
449536,490,392,1,54
449547,490,412,4,0
449558,490,416,4,0
449559,490,428,1,27
449560,490,428,4,0
449571,490,447,4,0
449577,490,496,4,0
449578,490,500,4,0
449586,490,503,4,0
449587,490,574,4,0
449588,490,585,1,36
449592,490,590,4,0
449598,490,605,4,0
449599,490,710,3,0
449600,490,710,4,0
449601,490,812,4,0
449603,490,850,1,76
449604,490,851,4,0
449605,490,886,4,0
449606,490,914,4,0
449616,491,14,4,0
449623,491,15,4,0
449624,491,29,3,0
449634,491,50,1,1
449644,491,58,4,0
449654,491,59,4,0
449664,491,63,4,0
449671,491,70,4,0
449680,491,85,4,0
449690,491,86,4,0
449700,491,87,4,0
449709,491,92,4,0
449719,491,94,1,46
449720,491,94,4,0
449731,491,95,1,20
449741,491,98,1,11
449743,491,101,1,38
449744,491,101,4,0
449762,491,104,4,0
449763,491,104,1,47
449764,491,109,4,0
449774,491,114,1,57
449775,491,114,4,0
449777,491,129,3,0
449778,491,129,4,0
449796,491,138,4,0
449797,491,138,1,84
449814,491,156,4,0
449824,491,157,4,0
449834,491,164,4,0
449844,491,168,4,0
449858,491,173,3,0
449859,491,174,4,0
449864,491,180,3,0
449865,491,180,4,0
449875,491,182,4,0
449876,491,184,4,0
449894,491,188,4,0
449896,491,189,3,0
449901,491,196,3,0
449902,491,196,4,0
449906,491,203,4,0
449915,491,207,4,0
449919,491,214,3,0
449924,491,214,4,0
449962,491,240,4,0
449972,491,241,4,0
449982,491,244,4,0
449992,491,247,1,36
449993,491,247,4,0
450000,491,249,4,0
450009,491,259,4,0
450019,491,261,4,0
450029,491,263,4,0
450034,491,264,3,0
450035,491,264,4,0
450045,491,269,4,0
450050,491,271,3,0
450051,491,271,4,0
450061,491,280,4,0
450066,491,282,3,0
450067,491,282,4,0
450087,491,317,4,0
450096,491,332,4,0
450106,491,347,4,0
450109,491,351,4,0
450111,491,351,3,0
450123,491,371,4,0
450143,491,374,4,0
450148,491,387,3,0
450150,491,389,3,0
450151,491,389,1,29
450161,491,398,4,0
450170,491,399,3,0
450180,491,399,1,93
450181,491,399,4,0
450191,491,404,4,0
450197,491,409,3,0
450198,491,409,4,0
450208,491,411,4,0
450218,491,416,4,0
450228,491,417,1,75
450229,491,417,4,0
450239,491,421,4,0
450240,491,425,1,1
450253,491,451,4,0
450264,491,464,1,66
450277,491,472,3,0
450278,491,473,4,0
450281,491,492,3,0
450282,491,492,4,0
450288,491,496,4,0
450289,491,506,1,12
450290,491,506,4,0
450294,491,510,4,0
450298,491,514,4,0
450305,491,555,4,0
450309,491,590,4,0
450312,491,675,3,0
450313,491,675,4,0
450314,491,808,4,0
450315,491,851,4,0
450325,492,14,4,0
450326,492,29,3,0
450327,492,36,4,0
450328,492,38,4,0
450338,492,63,3,0
450339,492,63,4,0
450349,492,73,1,19
450358,492,74,1,1
450368,492,76,4,0
450369,492,79,1,12
450378,492,92,4,0
450388,492,94,3,0
450389,492,94,4,0
450390,492,98,1,6
450399,492,104,4,0
450400,492,105,1,27
450401,492,111,1,1
450404,492,129,3,0
450405,492,129,4,0
450422,492,156,3,0
450423,492,156,4,0
450433,492,164,4,0
450438,492,173,3,0
450448,492,182,4,0
450457,492,186,1,82
450459,492,189,3,0
450465,492,202,3,0
450466,492,202,4,0
450470,492,203,4,0
450479,492,207,4,0
450483,492,214,3,0
450488,492,214,4,0
450515,492,219,4,0
450516,492,226,4,0
450526,492,230,1,37
450540,492,235,3,0
450541,492,235,1,28
450560,492,241,4,0
450570,492,244,4,0
450580,492,263,4,0
450589,492,283,3,0
450590,492,283,4,0
450604,492,314,4,0
450609,492,331,4,0
450610,492,332,3,0
450613,492,343,3,0
450623,492,345,3,0
450624,492,345,1,10
450625,492,345,4,0
450634,492,361,1,91
450647,492,366,4,0
450653,492,387,3,0
450666,492,388,3,0
450667,492,388,1,55
450672,492,402,3,0
450673,492,402,4,0
450674,492,403,1,19
450675,492,403,4,0
450695,492,412,3,0
450696,492,412,1,73
450697,492,412,4,0
450703,492,414,1,46
450704,492,414,3,0
450705,492,414,4,0
450715,492,416,3,0
450716,492,416,4,0
450722,492,428,3,0
450723,492,428,4,0
450724,492,437,4,0
450734,492,447,4,0
450745,492,465,1,100
450752,492,496,4,0
450753,492,572,4,0
450754,492,574,4,0
450755,492,580,1,64
450756,492,580,4,0
450757,492,583,3,0
450758,492,583,1,46
450759,492,583,4,0
450763,492,590,4,0
450768,492,605,3,0
450769,492,605,4,0
450770,492,608,3,0
450771,492,670,1,1
450773,492,803,4,0
450774,492,851,4,0
450775,492,885,4,0
450785,493,14,4,0
450792,493,15,4,0
450802,493,19,4,0
450803,493,29,3,0
450804,493,34,4,0
450805,493,36,4,0
450806,493,38,4,0
450816,493,46,4,0
450826,493,53,4,0
450827,493,56,4,0
450837,493,57,4,0
450847,493,58,4,0
450857,493,59,4,0
450877,493,63,1,80
450878,493,63,4,0
450888,493,69,1,1
450895,493,70,4,0
450905,493,76,4,0
450915,493,85,4,0
450925,493,86,4,0
450935,493,87,4,0
450945,493,89,4,0
450954,493,92,4,0
450955,493,93,1,6
450965,493,94,4,0
450966,493,97,4,0
450967,493,98,1,1
450976,493,104,4,0
450987,493,105,1,70
450988,493,109,4,0
450998,493,113,4,0
451008,493,115,4,0
451018,493,126,4,0
451028,493,127,4,0
451030,493,129,3,0
451031,493,129,4,0
451040,493,138,4,0
451057,493,156,4,0
451067,493,157,4,0
451077,493,164,4,0
451082,493,173,3,0
451092,493,182,4,0
451093,493,184,4,0
451103,493,188,4,0
451105,493,189,3,0
451115,493,195,1,90
451120,493,196,3,0
451121,493,196,4,0
451126,493,200,3,0
451127,493,200,4,0
451137,493,201,4,0
451143,493,202,3,0
451144,493,202,4,0
451148,493,203,4,0
451157,493,207,4,0
451159,493,210,3,0
451163,493,214,3,0
451168,493,214,4,0
451195,493,219,4,0
451198,493,231,4,0
451201,493,231,3,0
451212,493,239,3,0
451222,493,240,4,0
451232,493,241,4,0
451242,493,244,4,0
451252,493,245,1,40
451254,493,246,3,0
451255,493,246,1,12
451265,493,247,4,0
451275,493,248,1,60
451276,493,248,4,0
451283,493,249,4,0
451284,493,250,4,0
451289,493,257,3,0
451290,493,257,4,0
451309,493,261,4,0
451319,493,263,4,0
451320,493,269,4,0
451325,493,271,3,0
451326,493,271,4,0
451333,493,278,4,0
451336,493,278,3,0
451346,493,280,4,0
451347,493,286,4,0
451362,493,291,3,0
451363,493,291,4,0
451375,493,304,3,0
451376,493,304,1,30
451377,493,304,4,0
451387,493,315,4,0
451397,493,317,4,0
451410,493,322,1,1
451416,493,326,1,36
451420,493,331,4,0
451429,493,332,4,0
451434,493,334,3,0
451435,493,334,4,0
451445,493,337,4,0
451446,493,339,4,0
451447,493,345,4,0
451457,493,347,1,19
451458,493,347,4,0
451459,493,349,4,0
451462,493,351,4,0
451464,493,351,3,0
451469,493,352,3,0
451470,493,352,4,0
451483,493,356,3,0
451484,493,356,1,10
451485,493,356,4,0
451486,493,361,1,50
451489,493,362,4,0
451505,493,366,3,0
451506,493,366,4,0
451515,493,371,4,0
451529,493,387,3,0
451530,493,394,4,0
451531,493,396,4,0
451541,493,398,4,0
451545,493,399,3,0
451550,493,399,4,0
451555,493,401,3,0
451556,493,403,4,0
451566,493,404,4,0
451567,493,405,4,0
451573,493,406,3,0
451574,493,406,4,0
451575,493,408,4,0
451585,493,411,4,0
451595,493,412,4,0
451609,493,414,3,0
451610,493,414,1,20
451611,493,414,4,0
451621,493,416,4,0
451625,493,419,4,0
451635,493,421,4,0
451640,493,428,3,0
451641,493,428,4,0
451651,493,430,4,0
451656,493,432,4,0
451657,493,432,3,0
451667,493,433,4,0
451676,493,434,3,0
451677,493,434,4,0
451678,493,441,4,0
451683,493,442,3,0
451684,493,442,4,0
451694,493,444,4,0
451700,493,446,3,0
451701,493,446,4,0
451711,493,447,4,0
451722,493,449,1,100
451732,493,451,4,0
451738,493,468,4,0
451745,493,473,4,0
451749,493,484,4,0
451750,493,491,4,0
451751,493,492,4,0
451757,493,496,4,0
451763,493,497,4,0
451764,493,500,4,0
451765,493,506,4,0
451769,493,510,4,0
451775,493,511,4,0
451779,493,514,4,0
451786,493,523,4,0
451787,493,525,4,0
451791,493,526,4,0
451792,493,528,4,0
451793,493,542,4,0
451800,493,555,4,0
451801,493,566,4,0
451802,493,580,4,0
451803,493,581,4,0
451807,493,590,4,0
451808,493,604,4,0
451809,493,605,4,0
451811,493,678,4,0
451812,493,707,4,0
451813,493,710,3,0
451814,493,710,4,0
451815,493,776,4,0
451816,493,796,4,0
451817,493,800,4,0
451818,493,815,4,0
451819,493,851,4,0
451820,493,885,4,0
451821,493,886,4,0
451822,493,916,4,0
451823,494,5,4,0
451826,494,7,3,0
451827,494,7,4,0
451830,494,9,3,0
451831,494,9,4,0
451832,494,25,4,0
451839,494,29,1,28
451846,494,38,1,70
451853,494,53,4,0
451860,494,63,4,0
451867,494,76,4,0
451868,494,83,4,0
451875,494,85,4,0
451882,494,86,4,0
451889,494,87,4,0
451895,494,92,4,0
451902,494,93,1,1
451909,494,94,4,0
451916,494,98,1,1
451922,494,104,4,0
451929,494,113,4,0
451936,494,116,1,1
451937,494,116,4,0
451944,494,126,4,0
451945,494,129,4,0
451956,494,156,4,0
451963,494,164,4,0
451966,494,173,3,0
451967,494,173,4,0
451974,494,179,1,56
451975,494,179,4,0
451982,494,182,4,0
451989,494,203,1,35
451990,494,203,4,0
451996,494,207,4,0
451997,494,214,3,0
452002,494,214,4,0
452021,494,219,4,0
452022,494,226,4,0
452023,494,227,4,0
452036,494,241,4,0
452042,494,244,4,0
452049,494,247,4,0
452050,494,248,4,0
452054,494,249,4,0
452057,494,253,3,0
452058,494,253,4,0
452061,494,257,3,0
452062,494,257,4,0
452069,494,261,4,0
452076,494,263,4,0
452083,494,269,4,0
452086,494,270,3,0
452087,494,270,4,0
452090,494,271,3,0
452091,494,271,4,0
452094,494,272,3,0
452104,494,280,4,0
452107,494,285,3,0
452108,494,285,4,0
452110,494,299,4,0
452123,494,315,1,84
452124,494,315,4,0
452130,494,340,3,0
452131,494,340,4,0
452133,494,351,3,0
452140,494,369,4,0
452153,494,374,4,0
452154,494,384,4,0
452155,494,385,4,0
452158,494,387,3,0
452165,494,394,1,77
452166,494,394,4,0
452173,494,411,4,0
452180,494,412,4,0
452187,494,416,4,0
452196,494,428,3,0
452197,494,428,1,42
452198,494,428,4,0
452205,494,433,4,0
452212,494,447,4,0
452218,494,451,4,0
452225,494,473,4,0
452246,494,488,4,0
452247,494,488,1,1
452254,494,496,4,0
452261,494,500,1,21
452262,494,500,4,0
452270,494,510,4,0
452273,494,510,1,14
452280,494,515,1,91
452287,494,517,1,49
452292,494,526,1,7
452293,494,526,4,0
452300,494,528,4,0
452312,494,590,4,0
452313,494,595,4,0
452318,494,605,4,0
452322,494,683,4,0
452323,494,797,3,0
452324,494,815,3,0
452331,495,14,4,0
452335,495,15,4,0
452338,495,20,3,0
452345,495,21,1,25
452352,495,22,1,7
452359,495,33,1,1
452366,495,35,1,10
452367,495,36,4,0
452368,495,38,4,0
452375,495,43,1,4
452382,495,72,1,22
452389,495,73,1,19
452396,495,74,1,13
452403,495,76,4,0
452409,495,92,4,0
452415,495,104,4,0
452422,495,113,4,0
452429,495,115,4,0
452430,495,129,4,0
452437,495,137,2,0
452448,495,156,4,0
452455,495,164,4,0
452458,495,173,3,0
452465,495,182,4,0
452474,495,202,3,0
452475,495,202,1,34
452476,495,202,4,0
452477,495,203,4,0
452483,495,207,4,0
452490,495,212,2,0
452496,495,213,4,0
452497,495,214,3,0
452502,495,214,4,0
452520,495,219,4,0
452533,495,230,2,0
452542,495,231,3,0
452543,495,231,2,0
452546,495,235,3,0
452547,495,235,2,0
452560,495,239,2,0
452567,495,241,4,0
452574,495,243,2,0
452580,495,259,4,0
452587,495,263,4,0
452598,495,269,4,0
452599,495,270,4,0
452602,495,282,3,0
452603,495,282,4,0
452608,495,331,4,0
452615,495,332,4,0
452621,495,345,2,0
452622,495,345,1,16
452623,495,345,4,0
452630,495,347,4,0
452637,495,348,1,28
452658,495,380,3,0
452659,495,380,1,37
452662,495,388,3,0
452665,495,401,3,0
452668,495,402,3,0
452669,495,402,4,0
452676,495,412,4,0
452677,495,432,3,0
452684,495,437,1,40
452685,495,437,4,0
452698,495,447,4,0
452705,495,489,1,31
452711,495,496,4,0
452717,495,520,3,0
452718,495,520,4,0
452720,495,526,4,0
452727,495,572,4,0
452731,495,580,2,0
452732,495,580,4,0
452736,495,590,4,0
452737,495,803,4,0
452738,495,851,4,0
452739,495,885,4,0
452746,496,14,4,0
452750,496,15,4,0
452753,496,20,3,0
452760,496,21,1,28
452773,496,22,1,1
452780,496,33,1,1
452793,496,35,1,1
452794,496,36,4,0
452795,496,38,4,0
452808,496,43,1,1
452815,496,72,1,24
452822,496,73,1,20
452829,496,74,1,13
452836,496,76,4,0
452842,496,92,4,0
452848,496,104,4,0
452855,496,113,4,0
452862,496,115,4,0
452863,496,129,4,0
452864,496,137,2,0
452875,496,156,4,0
452882,496,164,4,0
452885,496,173,3,0
452892,496,182,4,0
452901,496,202,3,0
452902,496,202,1,40
452903,496,202,4,0
452904,496,203,4,0
452910,496,207,4,0
452911,496,212,2,0
452917,496,213,4,0
452918,496,214,3,0
452923,496,214,4,0
452941,496,219,4,0
452942,496,230,2,0
452945,496,231,3,0
452946,496,231,2,0
452949,496,235,3,0
452950,496,235,2,0
452957,496,239,2,0
452964,496,241,4,0
452965,496,243,2,0
452971,496,259,4,0
452978,496,263,4,0
452989,496,269,4,0
452990,496,270,4,0
452993,496,282,3,0
452994,496,282,4,0
452999,496,331,4,0
453006,496,332,4,0
453007,496,345,1,16
453008,496,345,4,0
453015,496,347,4,0
453022,496,348,1,32
453037,496,380,3,0
453038,496,380,1,44
453041,496,388,3,0
453044,496,401,3,0
453047,496,402,3,0
453048,496,402,4,0
453055,496,412,4,0
453056,496,432,3,0
453063,496,437,1,48
453064,496,437,4,0
453071,496,447,4,0
453078,496,489,1,36
453084,496,496,4,0
453090,496,520,3,0
453091,496,520,4,0
453093,496,526,4,0
453100,496,572,4,0
453101,496,580,4,0
453105,496,590,4,0
453106,496,803,4,0
453107,496,851,4,0
453108,496,885,4,0
453115,497,14,4,0
453116,497,14,12,0
453120,497,15,4,0
453123,497,20,3,0
453130,497,21,1,28
453143,497,22,1,1
453150,497,33,1,1
453151,497,34,4,0
453152,497,34,12,0
453165,497,35,1,1
453166,497,35,12,0
453167,497,36,4,0
453168,497,38,4,0
453169,497,38,12,0
453182,497,43,1,1
453189,497,63,4,0
453190,497,63,12,0
453194,497,70,4,0
453201,497,72,1,24
453208,497,73,1,20
453209,497,73,12,0
453216,497,74,1,13
453217,497,74,12,0
453224,497,76,4,0
453225,497,76,12,0
453231,497,92,4,0
453237,497,104,4,0
453244,497,113,4,0
453245,497,113,12,0
453252,497,115,4,0
453253,497,115,12,0
453254,497,129,4,0
453255,497,137,2,0
453256,497,137,12,0
453267,497,156,4,0
453268,497,156,12,0
453275,497,164,4,0
453276,497,164,12,0
453279,497,173,3,0
453280,497,173,12,0
453287,497,182,4,0
453288,497,182,12,0
453289,497,184,4,0
453290,497,184,12,0
453293,497,200,3,0
453294,497,200,4,0
453295,497,200,12,0
