id,encounter_id,condition_value_id
13538,23308,16
13539,23309,16
13540,23310,16
13541,23311,16
13542,23312,16
13543,23315,4
13544,23316,3
13545,23317,5
13546,23319,14
13547,23321,14
13548,23326,4
13549,23327,4
13550,23328,3
13551,23329,3
13552,23330,5
13553,23331,5
13554,23338,4
13555,23339,3
13556,23340,5
13557,23342,14
13558,23344,14
13559,23347,4
13560,23348,3
13561,23349,5
13562,23350,14
13563,23351,14
13564,23352,14
13565,23353,14
13566,23440,5
13567,23441,5
13568,23450,3
13569,23451,4
13570,23452,4
13571,23453,3
13572,23454,15
13573,23455,15
13574,23456,15
13575,23457,15
13576,23458,15
13577,23459,15
13578,23460,15
13579,23461,15
13580,23462,16
13581,23463,16
13582,23464,16
13583,23465,16
13584,23466,16
13585,23467,16
13586,23468,16
13587,23469,16
13588,23470,194
13589,23471,194
13590,23472,194
13591,23473,194
13592,23474,194
13593,23475,194
13594,23498,2
13595,23498,3
13596,23499,2
13597,23499,4
13598,23500,2
13599,23500,3
13600,23501,2
13601,23501,4
13602,23508,192
13603,23509,192
13604,23510,192
13605,23511,193
13606,23512,193
13607,23513,193
13608,23514,192
13609,23515,192
13610,23516,192
13611,23517,193
13612,23518,193
13613,23519,193
13614,23534,1
13615,23535,1
13616,23536,14
13617,23537,14
13618,23538,14
13619,23539,14
13620,23541,1
13621,23542,1
13622,23543,14
13623,23544,14
13624,23545,14
13625,23546,14
13626,23548,192
13627,23549,193
13628,23550,192
13629,23551,193
13630,23552,2
13631,23552,5
13632,23553,2
13633,23553,5
13634,23554,193
13635,23555,193
13636,23556,193
13637,23557,193
13638,23566,192
13639,23567,192
13640,23568,192
13641,23569,192
13642,23570,194
13643,23571,194
13644,23572,194
13645,23573,194
13646,23574,194
13647,23575,194
13648,23576,2
13649,23577,2
13650,23578,15
13651,23579,15
13652,23580,15
13653,23581,15
13654,23582,15
13655,23583,15
13656,23584,15
13657,23585,15
13658,23586,16
13659,23587,16
13660,23588,16
13661,23589,16
13662,23590,16
13663,23591,16
13664,23592,16
13665,23593,16
13666,23648,3
13667,23649,4
13668,23666,3
13669,23667,4
13670,23672,5
13671,23676,5
13672,23715,14
13673,23717,14
13674,23729,14
13675,23730,14
13676,23735,14
13677,23736,14
13678,23744,14
13679,23745,14
13680,23792,15
13681,23793,15
13682,23794,15
13683,23795,15
13684,23796,15
13685,23797,15
13686,23798,15
13687,23799,15
13688,23800,16
13689,23801,16
13690,23802,16
13691,23803,16
13692,23804,16
13693,23805,16
13694,23806,16
13695,23807,16
13696,23835,14
13697,23837,14
13698,23844,14
13699,23848,14
13700,23856,14
13701,23858,14
13702,23882,14
13703,23884,14
13704,23922,15
13705,23923,15
13706,23924,15
13707,23925,15
13708,23926,15
13709,23927,15
13710,23928,15
13711,23929,15
13712,23930,16
13713,23931,16
13714,23932,16
13715,23933,16
13716,23934,16
13717,23935,16
13718,23936,16
13719,23937,16
13720,23963,14
13721,23965,14
13722,23974,14
13723,23978,14
13724,23988,14
13725,23990,14
13726,24020,14
13727,24022,14
13728,24052,15
13729,24053,15
13730,24054,15
13731,24055,15
13732,24056,15
13733,24057,15
13734,24058,15
13735,24059,15
13736,24060,16
13737,24061,16
13738,24062,16
13739,24063,16
13740,24064,16
13741,24065,16
13742,24066,16
13743,24067,16
13744,24088,14
13745,24090,14
13746,24099,14
13747,24102,14
13748,24110,14
13749,24112,14
13750,24155,14
13751,24156,14
13752,24275,15
13753,24276,15
13754,24277,15
13755,24278,15
13756,24279,15
13757,24280,15
13758,24281,15
13759,24282,15
13760,24283,16
13761,24284,16
13762,24285,16
13763,24286,16
13764,24287,16
13765,24288,16
13766,24289,16
13767,24290,16
13768,24322,14
13769,24324,14
13770,24332,14
13771,24334,14
13772,24387,14
13773,24389,14
13774,24503,14
13775,24506,14
13776,24549,15
13777,24550,15
13778,24551,15
13779,24552,15
13780,24553,15
13781,24554,15
13782,24555,15
13783,24556,15
13784,24557,16
13785,24558,16
13786,24559,16
13787,24560,16
13788,24561,16
13789,24562,16
13790,24563,16
13791,24564,16
13792,24565,3
13793,24566,4
13794,24567,5
13795,24568,4
13796,24569,3
13797,24570,5
13798,24571,4
13799,24572,3
13800,24573,5
13801,24578,4
13802,24579,4
13803,24580,3
13804,24581,3
13805,24582,5
13806,24583,5
13807,24584,3
13808,24585,4
13809,24586,5
13810,24587,4
13811,24588,3
13812,24589,5
13813,24590,5
13814,24592,14
13815,24593,14
13816,24594,4
13817,24595,3
13818,24677,3
13819,24678,3
13820,24679,4
13821,24680,4
13822,24681,5
13823,24682,4
13824,24683,4
13825,24684,3
13826,24685,3
13827,24686,5
13828,24687,5
13829,24689,14
13830,24690,3
13831,24691,4
13832,24692,3
13833,24693,4
13834,24695,14
13835,24696,3
13836,24697,4
13837,24698,3
13838,24699,4
13839,24700,5
13840,24701,5
13841,24702,5
13842,24703,5
13843,24704,5
13844,24705,5
13845,24706,5
13846,24707,5
13847,24710,3
13848,24711,4
13849,24712,5
13850,24713,4
13851,24714,3
13852,24715,14
13853,24716,14
13854,24717,4
13855,24718,3
13856,24719,5
13857,24720,14
13858,24721,14
13859,24722,3
13860,24723,3
13861,24724,4
13862,24725,4
13863,24726,5
13864,24727,5
13865,24728,4
13866,24729,4
13867,24730,3
13868,24731,3
13869,24732,5
13870,24733,5
13871,24734,4
13872,24735,4
13873,24736,3
13874,24737,3
13875,24742,15
13876,24743,15
13877,24744,15
13878,24745,15
13879,24746,15
13880,24747,15
13881,24748,15
13882,24749,15
13883,24750,16
13884,24751,16
13885,24752,16
13886,24753,16
13887,24754,16
13888,24755,16
13889,24756,16
13890,24757,16
13891,24762,14
13892,24763,14
13893,24805,3
13894,24806,4
13895,24807,3
13896,24808,4
13897,24810,3
13898,24811,4
13899,24812,3
13900,24813,4
13901,24814,5
13902,24815,5
13903,24816,5
13904,24817,5
13905,24820,14
13906,24821,14
13907,24822,14
13908,24823,14
13909,24824,14
13910,24825,14
13911,24830,15
13912,24831,15
13913,24832,15
13914,24833,15
13915,24834,15
13916,24835,15
13917,24836,15
13918,24837,15
13919,24838,16
13920,24839,16
13921,24840,16
13922,24841,16
13923,24842,16
13924,24843,16
13925,24844,16
13926,24845,16
13927,24851,14
13928,24853,14
13929,24894,14
13930,24895,3
13931,24896,4
13932,24897,3
13933,24898,4
13934,24899,14
13935,24900,3
13936,24901,4
13937,24902,3
13938,24903,4
13939,24904,5
13940,24905,5
13941,24906,5
13942,24907,5
13943,24910,14
13944,24911,14
13945,24912,14
13946,24913,14
13947,24918,15
13948,24919,15
13949,24920,15
13950,24921,15
13951,24922,15
13952,24923,15
13953,24924,15
13954,24925,15
13955,24926,16
13956,24927,16
13957,24928,16
13958,24929,16
13959,24930,16
13960,24931,16
13961,24932,16
13962,24933,16
13963,24934,3
13964,24935,4
13965,24940,3
13966,24941,4
13967,24954,5
13968,24965,5
13969,24978,5
13970,24979,5
13971,24981,5
13972,24983,5
13973,24984,14
13974,24985,14
13975,24990,3
13976,24991,4
13977,24992,3
13978,24993,4
13979,24994,14
13980,24995,14
13981,24996,14
13982,24998,14
13983,25000,14
13984,25002,14
13985,25004,3
13986,25005,4
13987,25006,3
13988,25007,4
13989,25008,3
13990,25009,4
13991,25010,3
13992,25011,4
13993,25012,5
13994,25013,5
13995,25018,15
13996,25019,15
13997,25020,15
13998,25021,15
13999,25022,15
14000,25023,15
14001,25024,15
14002,25025,15
14003,25026,16
14004,25027,16
14005,25028,16
14006,25029,16
14007,25030,16
14008,25031,16
14009,25032,16
14010,25033,16
14011,25034,3
14012,25035,4
14013,25036,3
14014,25037,4
14015,25038,3
14016,25038,14
14017,25039,4
14018,25039,14
14019,25040,3
14020,25040,14
14021,25041,4
14022,25041,14
14023,25042,3
14024,25042,14
14025,25043,4
14026,25043,14
14027,25044,3
14028,25044,14
14029,25045,4
14030,25045,14
14031,25052,3
14032,25053,4
14033,25054,3
14034,25055,4
14035,25056,3
14036,25056,14
14037,25057,4
14038,25057,14
14039,25058,3
14040,25058,14
14041,25059,4
14042,25059,14
14043,25060,3
14044,25060,14
14045,25061,4
14046,25061,14
14047,25062,3
14048,25062,14
14049,25063,4
14050,25063,14
14051,25070,5
14052,25071,5
14053,25072,5
14054,25072,14
14055,25073,5
14056,25073,14
14057,25074,5
14058,25074,14
14059,25075,5
14060,25075,14
14061,25076,5
14062,25077,5
14063,25078,5
14064,25078,14
14065,25079,5
14066,25079,14
14067,25080,5
14068,25080,14
14069,25081,5
14070,25081,14
14071,25082,15
14072,25083,15
14073,25084,15
14074,25085,15
14075,25086,16
14076,25087,16
14077,25088,16
14078,25089,16
14079,25090,15
14080,25091,15
14081,25092,15
14082,25093,15
14083,25094,16
14084,25095,16
14085,25096,16
14086,25097,16
14087,25098,4
14088,25099,3
14089,25100,5
14090,25101,5
14091,25102,5
14092,25103,5
14093,25154,5
14094,25155,5
14095,25164,3
14096,25165,4
14097,25166,5
14098,25167,4
14099,25168,3
14100,25169,5
14101,25170,4
14102,25171,3
14103,25173,14
14104,25175,14
14105,25176,3
14106,25177,4
14107,25178,5
14108,25179,4
14109,25180,3
14110,25181,5
14111,25182,4
14112,25183,3
14113,25188,3
14114,25189,4
14115,25190,4
14116,25191,3
14117,25192,4
14118,25193,3
14119,25194,3
14120,25195,4
14121,25196,3
14122,25197,4
14123,25198,3
14124,25199,4
14125,25200,3
14126,25201,4
14127,25202,3
14128,25203,3
14129,25204,4
14130,25205,4
14131,25206,4
14132,25207,4
14133,25208,3
14134,25209,3
14135,25210,4
14136,25211,4
14137,25212,3
14138,25213,3
14139,25214,3
14140,25215,4
14141,25216,3
14142,25217,4
14143,25218,3
14144,25219,4
14145,25220,3
14146,25221,4
14147,25222,3
14148,25223,4
14149,25224,5
14150,25225,4
14151,25226,3
14152,25227,5
14153,25228,4
14154,25229,3
14155,25230,5
14156,25232,14
14157,25234,14
14158,25259,192
14159,25260,192
14160,25261,192
14161,25262,193
14162,25263,193
14163,25264,193
14164,25265,192
14165,25266,192
14166,25267,192
14167,25268,193
14168,25269,193
14169,25270,193
14170,25271,192
14171,25272,192
14172,25273,193
14173,25274,193
14174,25275,192
14175,25276,192
14176,25277,193
14177,25278,193
14178,25279,192
14179,25280,193
14180,25281,192
14181,25282,193
14182,25283,5
14183,25284,5
14184,25285,5
14185,25286,5
14186,25287,5
14187,25288,5
14188,25289,5
14189,25290,5
14190,25291,5
14191,25292,5
14192,25293,5
14193,25294,5
14194,25295,5
14195,25296,5
14196,25297,3
14197,25298,4
14198,25299,5
14199,25300,14
14200,25301,14
14201,25302,4
14202,25303,3
14203,25304,5
14204,25305,14
14205,25306,14
14206,25307,15
14207,25308,15
14208,25309,15
14209,25310,15
14210,25311,15
14211,25312,15
14212,25313,15
14213,25314,15
14214,25315,16
14215,25316,16
14216,25317,16
14217,25318,16
14218,25319,16
14219,25320,16
14220,25321,16
14221,25322,16
14222,25325,4
14223,25326,3
14224,25327,5
14225,25328,5
14226,25329,5
14227,25338,4
14228,25339,3
14229,25340,5
14230,25341,14
14231,25344,14
14232,25349,4
14233,25350,3
14234,25351,5
14235,25353,14
14236,25355,14
14237,25371,3
14238,25372,4
14239,25380,3
14240,25381,4
14241,25384,4
14242,25385,3
14243,25386,5
14244,25391,3
14245,25392,4
14246,25397,3
14247,25398,4
14248,25399,5
14249,25401,5
14250,25403,5
14251,25405,5
14252,25407,14
14253,25409,4
14254,25410,3
14255,25411,5
14256,25413,14
14257,25414,14
14258,25417,14
14259,25422,4
14260,25423,4
14261,25424,3
14262,25425,3
14263,25430,15
14264,25431,15
14265,25432,15
14266,25433,15
14267,25434,15
14268,25435,15
14269,25436,15
14270,25437,15
14271,25438,16
14272,25439,16
14273,25440,16
14274,25441,16
14275,25442,16
14276,25443,16
14277,25444,16
14278,25445,16
14279,25447,14
14280,25448,14
14281,25450,14
14282,25451,14
14283,25457,14
14284,25459,14
14285,25460,192
14286,25461,192
14287,25462,192
14288,25463,193
14289,25464,193
14290,25465,193
14291,25466,192
14292,25467,192
14293,25468,192
14294,25469,193
14295,25470,193
14296,25471,193
14297,25472,192
14298,25473,192
14299,25474,193
14300,25475,193
14301,25476,192
14302,25477,192
14303,25478,193
14304,25479,193
14305,25480,192
14306,25481,193
14307,25482,192
14308,25483,193
14309,25484,14
14310,25487,14
14311,25494,15
14312,25495,15
14313,25496,15
14314,25497,15
14315,25498,15
14316,25499,15
14317,25500,15
14318,25501,15
14319,25502,16
14320,25503,16
14321,25504,16
14322,25505,16
14323,25506,16
14324,25507,16
14325,25508,16
14326,25509,16
14327,25516,3
14328,25517,4
14329,25518,3
14330,25518,14
14331,25519,4
14332,25519,14
14333,25521,3
14334,25522,4
14335,25523,3
14336,25523,14
14337,25524,4
14338,25524,14
14339,25526,5
14340,25527,5
14341,25527,14
14342,25528,5
14343,25529,5
14344,25529,14
14345,25530,14
14346,25531,14
14347,25532,14
14348,25533,14
14349,25534,14
14350,25535,14
14351,25542,15
14352,25543,15
14353,25544,15
14354,25545,15
14355,25546,15
14356,25547,15
14357,25548,15
14358,25549,15
14359,25550,16
14360,25551,16
14361,25552,16
14362,25553,16
14363,25554,16
14364,25555,16
14365,25556,16
14366,25557,16
14367,25562,4
14368,25563,3
14369,25564,5
14370,25565,5
14371,25566,5
14372,25567,5
14373,25574,5
14374,25576,3
14375,25576,14
14376,25577,4
14377,25577,14
14378,25579,3
14379,25579,14
14380,25580,4
14381,25580,14
14382,25581,4
14383,25582,3
14384,25583,5
14385,25586,4
14386,25587,3
14387,25588,5
14388,25631,14
14389,25632,3
14390,25633,4
14391,25634,14
14392,25635,3
14393,25636,4
14394,25637,5
14395,25637,14
14396,25638,5
14397,25639,5
14398,25639,14
14399,25640,5
14400,25644,4
14401,25645,3
14402,25646,14
14403,25647,14
14404,25649,14
14405,25650,14
14406,25655,4
14407,25656,4
14408,25657,3
14409,25658,3
14410,25665,4
14411,25666,3
14412,25667,15
14413,25668,15
14414,25669,15
14415,25670,15
14416,25671,15
14417,25672,15
14418,25673,15
14419,25674,15
14420,25675,16
14421,25676,16
14422,25677,16
14423,25678,16
14424,25679,16
14425,25680,16
14426,25681,16
14427,25682,16
14428,25685,14
14429,25686,14
14430,25687,14
14431,25688,14
14432,25697,14
14433,25698,14
14434,25699,14
14435,25700,14
14436,25747,15
14437,25748,15
14438,25749,15
14439,25750,15
14440,25751,15
14441,25752,15
14442,25753,15
14443,25754,15
14444,25755,16
14445,25756,16
14446,25757,16
14447,25758,16
14448,25759,16
14449,25760,16
14450,25761,16
14451,25762,16
14452,25894,2
14453,25895,2
14454,25897,2
14455,25898,2
14456,25903,2
14457,25904,2
14458,25906,2
14459,25907,2
14460,25957,193
14461,25958,193
14462,26010,2
14463,26011,2
14464,26012,2
14465,26013,2
14466,26016,2
14467,26017,2
14468,26018,2
14469,26019,2
14470,26033,39
14471,26034,39
14472,26039,106
14473,26040,106
14474,26041,107
14475,26042,107
14476,26043,108
14477,26044,108
14478,26047,192
14479,26048,193
14480,26049,193
14481,26050,192
14482,26051,193
14483,26052,193
14484,26053,192
14485,26054,192
14486,26055,192
14487,26056,192
14488,26065,2
14489,26066,2
14490,26067,192
14491,26068,192
14492,26069,192
14493,26070,193
14494,26071,193
14495,26072,193
14496,26073,192
14497,26074,192
14498,26075,192
14499,26076,193
14500,26077,193
14501,26078,193
14502,26079,1
14503,26080,1
14504,26081,1
14505,26082,1
14506,26083,1
14507,26084,1
14508,26085,1
14509,26086,1
14510,26087,1
14511,26088,1
14512,26089,1
14513,26090,1
14514,26091,1
14515,26092,1
14516,26093,1
14517,26094,1
14518,26095,1
14519,26096,1
14520,26159,2
14521,26161,2
14522,26207,3
14523,26208,3
14524,26209,4
14525,26210,4
14526,26211,5
14527,26212,5
14528,26213,3
14529,26214,3
14530,26215,4
14531,26216,4
14532,26217,5
14533,26218,5
14534,26220,4
14535,26221,4
14536,26222,3
14537,26223,3
14538,26224,5
14539,26225,5
14540,26233,4
14541,26234,4
14542,26235,3
14543,26236,3
14544,26237,5
14545,26238,5
14546,26239,4
14547,26240,4
14548,26241,3
14549,26242,3
14550,26243,5
14551,26244,5
14552,26267,3
14553,26268,4
14554,26269,5
14555,26273,4
14556,26274,3
14557,26275,5
14558,26306,5
14559,26307,5
14560,26308,5
14561,26310,5
14562,26311,5
14563,26312,5
14564,26313,5
14565,26314,5
14566,26315,5
14567,26327,3
14568,26328,4
14569,26329,5
14570,26332,4
14571,26333,3
14572,26334,5
14573,26337,4
14574,26338,3
14575,26339,5
14576,26362,106
14577,26363,106
14578,26364,107
14579,26365,107
14580,26366,108
14581,26367,108
14582,26370,3
14583,26371,4
14584,26372,3
14585,26373,4
14586,26374,4
14587,26375,3
14588,26378,4
14589,26379,3
14590,26380,4
14591,26381,3
14592,26382,3
14593,26383,4
14594,26384,3
14595,26385,4
14596,26386,3
14597,26387,4
14598,26388,3
14599,26389,4
14600,26390,1
14601,26391,1
14602,26902,192
14603,26903,193
14604,26904,192
14605,26905,193
14606,26906,193
14607,26907,193
14608,26908,193
14609,26909,193
14610,26910,192
14611,26911,192
14612,26912,192
14613,26913,192
14614,26914,192
14615,26915,192
14616,26916,192
14617,26917,193
14618,26918,193
14619,26919,193
14620,26920,192
14621,26921,192
14622,26922,192
14623,26923,193
14624,26924,193
14625,26925,193
14626,27047,149
14627,27048,149
14628,27086,192
14629,27087,193
14630,27088,193
14631,27089,193
14632,27090,192
14633,27091,193
14634,27092,193
14635,27093,193
14636,27094,192
14637,27095,192
14638,27096,192
14639,27097,192
14640,27098,192
14641,27099,192
14642,27100,192
14643,27101,193
14644,27102,193
14645,27103,193
14646,27104,192
14647,27105,192
14648,27106,192
14649,27107,193
14650,27108,193
14651,27109,193
14652,27115,192
14653,27116,193
14654,27117,193
14655,27118,193
14656,27119,192
14657,27120,193
14658,27121,193
14659,27122,193
14660,27158,2
14661,27163,2
14662,27185,150
14663,27186,150
14664,27289,192
14665,27290,192
14666,27291,192
14667,27292,192
14668,27293,1
14669,27294,1
14670,27295,192
14671,27296,192
14672,27297,192
14673,27298,193
14674,27299,193
14675,27300,193
14676,27301,192
14677,27302,192
14678,27303,192
14679,27304,193
14680,27305,193
14681,27306,193
14682,27309,192
14683,27310,193
14684,27311,193
14685,27312,193
14686,27313,192
14687,27314,193
14688,27315,193
14689,27316,193
14690,27409,192
14691,27410,192
14692,27411,192
14693,27412,192
14694,27413,192
14695,27414,192
14696,27415,192
14697,27416,193
14698,27417,193
14699,27418,193
14700,27419,192
14701,27420,192
14702,27421,192
14703,27422,193
14704,27423,193
14705,27424,193
14706,27456,193
14707,27457,193
14708,27584,192
14709,27585,193
14710,27586,193
14711,27587,192
14712,27588,193
14713,27589,193
14714,27590,192
14715,27591,192
14716,27592,192
14717,27593,192
14718,27594,192
14719,27595,192
14720,27596,192
14721,27597,193
14722,27598,193
14723,27599,193
14724,27600,192
14725,27601,192
14726,27602,192
14727,27603,193
14728,27604,193
14729,27605,193
14730,27612,55
14731,27613,55
14732,27620,55
14733,27621,55
14734,27628,55
14735,27629,55
14736,27773,192
14737,27774,193
14738,27775,192
14739,27776,193
14740,27777,193
14741,27778,193
14742,27779,193
14743,27780,193
14744,27798,192
14745,27799,192
14746,27800,192
14747,27801,192
14748,27802,192
14749,27803,192
14750,27804,192
14751,27805,193
14752,27806,193
14753,27807,193
14754,27808,192
14755,27809,192
14756,27810,192
14757,27811,193
14758,27812,193
14759,27813,193
14760,27814,14
14761,27815,14
14762,27816,5
14763,27819,14
14764,27820,14
14765,27821,14
14766,27822,14
14767,27825,5
14768,27828,3
14769,27829,4
14770,27830,3
14771,27831,4
14772,27832,192
14773,27833,192
14774,27834,192
14775,27835,193
14776,27836,193
14777,27837,193
14778,27838,192
14779,27839,192
14780,27840,192
14781,27841,193
14782,27842,193
14783,27843,193
14784,27848,192
14785,27849,193
14786,27850,192
14787,27851,193
14788,27852,193
14789,27853,193
14790,27854,193
14791,27855,193
14792,27856,14
14793,27858,14
14794,27862,192
14795,27863,192
14796,27864,192
14797,27865,192
14798,27866,15
14799,27867,15
14800,27868,15
14801,27869,15
14802,27870,15
14803,27871,15
14804,27872,15
14805,27873,15
14806,27874,16
14807,27875,16
14808,27876,16
14809,27877,16
14810,27878,16
14811,27879,16
14812,27880,16
14813,27881,16
14814,27902,4
14815,27903,3
14816,27904,5
14817,27905,5
14818,27906,4
14819,27907,4
14820,27908,3
14821,27909,3
14822,27910,5
14823,27911,5
14824,27912,5
14825,27913,4
14826,27914,3
14827,27915,5
14828,27916,5
14829,27917,5
14830,27918,5
14831,27918,14
14832,27919,5
14833,27920,5
14834,27921,3
14835,27922,4
14836,27923,3
14837,27924,4
14838,27925,5
14839,27927,5
14840,27927,14
14841,27928,14
14842,27929,3
14843,27930,4
14844,27931,3
14845,27932,4
14846,27935,4
14847,27936,4
14848,27937,3
14849,27938,5
14850,27939,5
14851,27940,4
14852,27941,4
14853,27942,3
14854,27943,3
14855,27946,4
14856,27947,3
14857,27948,5
14858,27949,4
14859,27950,3
14860,27952,14
14861,27991,4
14862,27992,3
14863,27993,5
14864,27994,4
14865,27995,3
14866,27996,5
14867,27997,4
14868,27998,3
14869,27999,14
14870,28000,14
14871,28001,14
14872,28002,14
14873,28003,4
14874,28004,4
14875,28005,3
14876,28006,3
14877,28007,4
14878,28008,4
14879,28009,3
14880,28010,3
14881,28011,4
14882,28012,4
14883,28013,3
14884,28014,3
14885,28015,3
14886,28016,4
14887,28017,3
14888,28017,14
14889,28018,4
14890,28018,14
14891,28019,3
14892,28020,4
14893,28021,3
14894,28022,4
14895,28023,3
14896,28024,4
14897,28025,3
14898,28025,14
14899,28026,4
14900,28026,14
14901,28029,4
14902,28030,4
14903,28031,3
14904,28032,3
14905,28033,4
14906,28034,3
14907,28035,4
14908,28067,192
14909,28068,192
14910,28069,192
14911,28070,193
14912,28071,193
14913,28072,193
14914,28073,192
14915,28074,192
14916,28075,192
14917,28076,193
14918,28077,193
14919,28078,193
14920,28101,192
14921,28102,193
14922,28103,192
14923,28104,193
14924,28105,5
14925,28106,5
14926,28107,193
14927,28108,193
14928,28109,193
14929,28110,193
14930,28128,3
14931,28129,5
14932,28130,5
14933,28131,5
14934,28132,3
14935,28133,5
14936,28134,5
14937,28135,5
14938,28136,5
14939,28137,5
14940,28138,5
14941,28139,5
14942,28140,5
14943,28141,5
14944,28142,5
14945,28149,192
14946,28150,192
14947,28151,192
14948,28152,192
14949,28153,15
14950,28154,15
14951,28155,15
14952,28156,15
14953,28157,15
14954,28158,15
14955,28159,15
14956,28160,15
14957,28161,16
14958,28162,16
14959,28163,16
14960,28164,16
14961,28165,16
14962,28166,16
14963,28167,16
14964,28168,16
14965,28189,4
14966,28190,4
14967,28191,3
14968,28192,5
14969,28193,5
14970,28194,4
14971,28195,5
14972,28196,4
14973,28197,3
14974,28198,5
14975,28200,14
14976,28203,3
14977,28203,14
14978,28204,4
14979,28204,14
14980,28205,3
14981,28205,14
14982,28206,4
14983,28206,14
14984,28207,5
14985,28208,5
14986,28211,4
14987,28212,3
14988,28213,5
14989,28214,4
14990,28215,3
14991,28217,14
14992,28218,4
14993,28219,4
14994,28220,3
14995,28221,3
14996,28222,5
14997,28223,5
14998,28238,2
14999,28243,2
15000,28264,4
15001,28265,3
15002,28266,5
15003,28267,4
15004,28268,3
15005,28269,5
15006,28270,4
15007,28271,3
15008,28276,4
15009,28277,4
15010,28278,3
15011,28279,3
15012,28280,4
15013,28281,4
15014,28282,3
15015,28283,3
15016,28284,4
15017,28285,4
15018,28286,3
15019,28287,3
15020,28288,3
15021,28289,4
15022,28290,3
15023,28290,14
15024,28291,4
15025,28291,14
15026,28292,3
15027,28292,14
15028,28293,4
15029,28293,14
15030,28294,3
15031,28294,14
15032,28295,4
15033,28295,14
15034,28296,3
15035,28297,4
15036,28298,3
15037,28298,14
15038,28299,4
15039,28299,14
15040,28300,3
15041,28301,4
15042,28302,3
15043,28303,4
15044,28304,4
15045,28305,4
15046,28306,3
15047,28307,3
15048,28308,4
15049,28309,4
15050,28310,3
15051,28311,3
15052,28312,3
15053,28313,4
15054,28314,3
15055,28315,4
15056,28347,192
15057,28348,192
15058,28349,192
15059,28350,193
15060,28351,193
15061,28352,193
15062,28353,192
15063,28354,192
15064,28355,192
15065,28356,193
15066,28357,193
15067,28358,193
15068,28381,192
15069,28382,193
15070,28383,192
15071,28384,193
15072,28385,5
15073,28386,5
15074,28387,5
15075,28388,5
15076,28389,193
15077,28390,193
15078,28391,193
15079,28392,193
15080,28410,3
15081,28411,5
15082,28412,5
15083,28413,3
15084,28414,5
15085,28415,5
15086,28416,5
15087,28417,5
15088,28418,5
15089,28419,5
15090,28420,5
15091,28421,5
15092,28421,14
15093,28422,5
15094,28422,14
15095,28423,5
15096,28423,14
15097,28424,5
15098,28425,5
15099,28425,14
15100,28426,5
15101,28426,14
15102,28427,5
15103,28427,14
15104,28428,5
15105,28429,5
15106,28436,192
15107,28437,192
15108,28438,192
15109,28439,192
15110,28440,15
15111,28441,15
15112,28442,15
15113,28443,15
15114,28444,15
15115,28445,15
15116,28446,15
15117,28447,15
15118,28448,1
15119,28449,1
15120,28450,16
15121,28451,16
15122,28452,16
15123,28453,16
15124,28454,16
15125,28455,16
15126,28456,16
15127,28457,16
15128,28458,4
15129,28459,3
15130,28460,5
15131,28461,5
15132,28462,5
15133,28463,5
15134,28515,5
15135,28516,5
15136,28524,4
15137,28525,3
15138,28526,5
15139,28527,4
15140,28528,3
15141,28529,5
15142,28530,4
15143,28531,3
15144,28533,14
15145,28535,14
15146,28536,4
15147,28537,3
15148,28538,5
15149,28539,5
15150,28540,5
15151,28541,4
15152,28542,3
15153,28543,5
15154,28544,5
15155,28545,5
15156,28546,4
15157,28547,3
15158,28548,3
15159,28549,4
15160,28550,3
15161,28551,4
15162,28552,5
15163,28553,5
15164,28554,5
15165,28555,5
15166,28556,3
15167,28557,4
15168,28558,3
15169,28559,4
15170,28560,5
15171,28561,5
15172,28562,5
15173,28563,5
15174,28564,4
15175,28565,3
15176,28566,4
15177,28567,3
15178,28568,4
15179,28569,3
15180,28570,3
15181,28571,4
15182,28572,3
15183,28573,4
15184,28574,3
15185,28575,4
15186,28576,3
15187,28577,4
15188,28578,4
15189,28579,4
15190,28580,3
15191,28581,3
15192,28582,4
15193,28583,4
15194,28584,3
15195,28585,3
15196,28586,4
15197,28587,4
15198,28588,3
15199,28589,3
15200,28590,3
15201,28591,4
15202,28592,3
15203,28593,4
15204,28594,3
15205,28595,4
15206,28596,3
15207,28597,4
15208,28598,4
15209,28599,3
15210,28600,5
15211,28601,4
15212,28602,3
15213,28603,5
15214,28604,4
15215,28605,3
15216,28606,5
15217,28608,14
15218,28610,14
15219,28635,192
15220,28636,192
15221,28637,192
15222,28638,193
15223,28639,193
15224,28640,193
15225,28641,192
15226,28642,192
15227,28643,192
15228,28644,193
15229,28645,193
15230,28646,193
15231,28647,192
15232,28648,192
15233,28649,193
15234,28650,193
15235,28651,192
15236,28652,192
15237,28653,193
15238,28654,193
15239,28655,192
15240,28656,193
15241,28657,192
15242,28658,193
15243,28659,5
15244,28660,5
15245,28661,5
15246,28662,5
15247,28663,5
15248,28664,5
15249,28665,4
15250,28666,3
15251,28667,5
15252,28668,14
15253,28669,14
15254,28670,4
15255,28671,3
15256,28672,5
15257,28673,14
15258,28674,14
15259,28675,15
15260,28676,15
15261,28677,15
15262,28678,15
15263,28679,15
15264,28680,15
15265,28681,15
15266,28682,15
15267,28683,16
15268,28684,16
15269,28685,16
15270,28686,16
15271,28687,16
15272,28688,16
15273,28689,16
15274,28690,16
15275,28693,4
15276,28694,3
15277,28695,14
15278,28696,14
15279,28707,4
15280,28708,4
15281,28709,3
15282,28710,3
15283,28711,5
15284,28712,5
15285,28713,5
